id,state_code,source,name,ward_code,category,subtype,management,education,poi_type,no_of_teac,no_of_stud,global_id,layer,path,geometry,longitude,latitude,state_name
u_fc_poi_school.101,AD,NMIS,Muhda Primary School,ADSGYL07,Primary,Primary,Public,Formal,School,,,004b0910-f6fa-43a9-9783-832aa982bf76,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.240736 10.190825),13.240736,10.190825,Adamawa
u_fc_poi_school.123,AD,NMIS,Dakau Primary School,ADSTNG05,Primary,Primary,Public,Formal,School,,,00571040-e8b8-4b8f-bd2f-82b78913851e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.970765 8.177709),11.970765,8.177709,Adamawa
u_fc_poi_school.124,AD,NMIS,Bulma Primary School,ADSGYL08,Primary,Primary,Public,Formal,School,,,0057f3f6-9b53-482c-99ed-4f71fafe517d,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.357728 10.214025),13.357728,10.214025,Adamawa
u_fc_poi_school.154,AD,eHA Polio,Limawa Primary School,ADSYLN07,Primary,Standard,Public,Formal,School,,,00694d5a-f5fe-4f41-b2c3-b737c850e83c,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.4615543 9.285299),12.4615543,9.285299,Adamawa
u_fc_poi_school.167,AD,OSGOF,Zobodo Primary School Bafyau I,ADSLMR01,Primary,Standard,Public,Formal,School,,,006f667a-fc68-46b5-9ea1-f6587e608036,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.84824 9.59515),11.84824,9.59515,Adamawa
u_fc_poi_school.205,AD,NMIS,Morro Primary School,ADSDSA02,Primary,Primary,Public,Formal,School,,,00825edf-789f-4aac-9b27-724bda0101b1,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.274894 9.505706),12.274894,9.505706,Adamawa
u_fc_poi_school.213,AD,NMIS,Kanjang Primary School,ADSMWA12,Primary,Primary,Public,Formal,School,,,00881fe0-288c-4fad-8542-2c5dcee2f74b,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.92599 9.001957),11.92599,9.001957,Adamawa
u_fc_poi_school.232,AD,NMIS,Hamalaire Primary School,ADSFUR06,Primary,Primary,Public,Formal,School,,,00946698-32cd-480c-9e3e-b0f93d73f1ee,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.229074 8.88533),12.229074,8.88533,Adamawa
u_fc_poi_school.246,AD,NMIS,St Thomas Nursery and Primary School,ADSGYL04,Primary,Standard,Faith Based,Integrated,School,,,009d5465-ed6b-45bf-b428-a65946d3ae57,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.28878 10.2644),13.28878,10.2644,Adamawa
u_fc_poi_school.298,AD,NMIS,Bakuru Kindam Primary School,ADSDSA06,Primary,Primary,Public,Formal,School,,,00bc387d-b5ab-4964-a563-8be11a47020d,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.105272 9.348547),12.105272,9.348547,Adamawa
u_fc_poi_school.300,AD,NMIS,Didango Primary School Didango,ADSSNG08,Primary,Primary,Public,Formal,School,,,00bd8732-eb67-41c0-bbbf-a85a9bf2e962,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.608643 9.744506),12.608643,9.744506,Adamawa
u_fc_poi_school.333,AD,NMIS,Malkohi Prmary School,ADSYLA08,Primary,Primary,Public,Formal,School,,,00d32e86-9187-4126-88fb-64ea7117b7bb,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.375547 9.189686),12.375547,9.189686,Adamawa
u_fc_poi_school.346,AD,NMIS,Fadama Reke Primary School,ADSHNG01,Primary,Primary,Public,Formal,School,,,00ddaf23-83fb-41b0-8e04-9993cdde3369,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.972699 10.228943),12.972699,10.228943,Adamawa
u_fc_poi_school.421,AD,NMIS,Labbare Primary School,ADSMWA10,Primary,Primary,Public,Formal,School,,,01082a1b-7d28-4e31-ab13-26cf0ed3445c,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.056478 9.119771),12.056478,9.119771,Adamawa
u_fc_poi_school.453,AD,eHA Polio,Gang Subeni Primary School,ADSMWA03,Primary,Standard,Public,Formal,School,,,011c437a-ce88-4fac-af5e-b669626fbfdd,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.780962 8.6508437),11.780962,8.6508437,Adamawa
u_fc_poi_school.476,AD,eHA Polio,Delengi Primary School,ADSJAD04,Primary,Standard,Public,Formal,School,,,0126b341-1932-418e-8192-7441dd82718b,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.588981 8.6760645),12.588981,8.6760645,Adamawa
u_fc_poi_school.552,AD,NMIS,Sampa Primary School,ADSJAD07,Primary,Primary,Public,Formal,School,,,015ba6df-61b0-45ee-b013-6586c36dfe43,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.504659 8.66625),12.504659,8.66625,Adamawa
u_fc_poi_school.622,AD,eHA Polio,Rico Primary School,ADSFUR08,Primary,Standard,Public,Formal,School,,,01841558-92e9-4ff4-a0f2-cab35c9ecc6f,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.769862 9.3131897),12.769862,9.3131897,Adamawa
u_fc_poi_school.660,AD,NMIS,Golantaba Primary School,ADSSNG06,Primary,Primary,Public,Formal,School,,,01a0304b-5e84-4ae3-9e1f-70fe5c011876,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.66185 10.030255),12.66185,10.030255,Adamawa
u_fc_poi_school.682,AD,NMIS,Haske Baptist Nursery,ADSYLA05,Primary,Standard,Private,Formal,School,,,01adb36a-2072-4475-86e2-bb41fdc5d1b8,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.470463 9.210912),12.470463,9.210912,Adamawa
u_fc_poi_school.755,AD,NMIS,Hursaa Primary School,ADSGMB02,Primary,Primary,Public,Formal,School,,,01e4feee-356e-4577-bfdf-b3aaa18a42ac,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.346278 10.034278),12.346278,10.034278,Adamawa
u_fc_poi_school.901,AD,NMIS,Chikito Primary School,ADSFUR04,Primary,Primary,Public,Formal,School,,,02401577-fbc7-4558-ab17-4838da032a7c,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.868807 9.245174),12.868807,9.245174,Adamawa
u_fc_poi_school.915,AD,eHA Polio,Bengo Primary School,ADSFUR07,Primary,Standard,Public,Formal,School,,,02486b0c-32c0-4424-be50-61565379f233,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.7235213 9.4132463),12.7235213,9.4132463,Adamawa
u_fc_poi_school.918,AD,OSGOF,Kwallia Primary School Kwalia,ADSMCH13,Primary,Standard,Public,Formal,School,,,024c51d2-d1fd-4f8f-b663-e4cd35a57a6f,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.37065 10.67383),13.37065,10.67383,Adamawa
u_fc_poi_school.1007,AD,eHA Polio,Mutunku Primary School,ADSHNG01,Primary,Standard,Public,Formal,School,,,028e3bed-aea1-4ab5-8e8b-cb016231ccb5,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.9711811 10.3156216),12.9711811,10.3156216,Adamawa
u_fc_poi_school.1148,AD,NMIS,M Gari Primary School,ADSMAH04,Primary,Standard,Public,Formal,School,,,02dc5cd9-1141-43ee-8817-c3e5e38717b9,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.213119 9.99958),13.213119,9.99958,Adamawa
u_fc_poi_school.1175,AD,NMIS,Ardo H Tukur Primary School,ADSFUR03,Primary,Primary,Public,Formal,School,,,02eb54c4-c9b2-4c1e-8ac4-27bc028e83c0,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.650181 9.221551),12.650181,9.221551,Adamawa
u_fc_poi_school.1275,AD,NMIS,Alajire Primary School,ADSFUR01,Primary,Primary,Public,Formal,School,,,032ec413-c556-4be0-8412-069c07087aae,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.704183 9.187156),12.704183,9.187156,Adamawa
u_fc_poi_school.1282,AD,eHA Polio,Police Children School,ADSYLN06,Primary,Standard,Public,Formal,School,,,03326596-b72f-4a85-836f-214515bf7334,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.4540046 9.2575757),12.4540046,9.2575757,Adamawa
u_fc_poi_school.1309,AD,NMIS,Pola Takko Primary School,ADSMWA03,Primary,Primary,Public,Formal,School,,,0347ab93-bcd6-48bb-8573-fdca0b6ab13c,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.887755 8.662686),11.887755,8.662686,Adamawa
u_fc_poi_school.1375,AD,NMIS,Atiku Abubakar Islamiya Primary School,ADSJAD11,Primary,Primary,Private,Integrated,School,,,03760e01-904d-4f38-83b1-b9b6809bcf7e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.379826 8.577732),12.379826,8.577732,Adamawa
u_fc_poi_school.1388,AD,NMIS,Sukul Settlement Primary School,ADSMDG01,Primary,Primary,Public,Formal,School,,,037d97fc-8c0a-420a-9802-5ccd82aef3b6,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.608678 10.876266),13.608678,10.876266,Adamawa
u_fc_poi_school.1435,AD,NMIS,Kamsu Primary School,ADSGMB04,Primary,Primary,Public,Formal,School,,,0397f259-9d88-48ee-af9c-6936e5a2328e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.375595 10.288872),12.375595,10.288872,Adamawa
u_fc_poi_school.1440,AD,NMIS,Lutheran Church of Christ Nigeria Nursery and Primary School,ADSGMB07,Primary,Standard,Private,Integrated,School,,,039ab191-4fe3-4fdd-afe5-385f20303dca,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.736262 10.156694),12.736262,10.156694,Adamawa
u_fc_poi_school.1457,AD,OSGOF,Modibbo Lawal Nursery Primary School Giret,ADSGRE04,Primary,Standard,Public,Formal,School,,,03a56430-d4bd-481a-b4c5-350a01d43b60,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.54169 9.36227),12.54169,9.36227,Adamawa
u_fc_poi_school.1458,AD,NMIS,Unity Primary School,ADSGMB06,Primary,Standard,Public,Formal,School,,,03a576fa-c5a9-4b6d-9fc2-390e28be6097,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.737877 10.163709),12.737877,10.163709,Adamawa
u_fc_poi_school.1488,AD,NMIS,Sammeri Primary School,ADSGAN05,Primary,Primary,Public,Formal,School,,,03b82b02-7c8e-4d3e-a78c-b7737a5a63c6,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.951722 8.42954),11.951722,8.42954,Adamawa
u_fc_poi_school.1514,AD,NMIS,Amdur Primary School,ADSGMB03,Primary,Primary,Public,Formal,School,,,03c694f6-ce56-4db8-accc-e1127ae86d08,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.545916 10.079255),12.545916,10.079255,Adamawa
u_fc_poi_school.1531,AD,NMIS,Kalajanga Primary School,ADSMWA09,Primary,Primary,Public,Formal,School,,,03cfaee2-8bb6-4fe7-abb0-135c2842c265,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.208695 9.240068),12.208695,9.240068,Adamawa
u_fc_poi_school.1535,AD,NMIS,Dimdima Primary School,ADSSNG02,Primary,Primary,Public,Formal,School,,,03d264c5-aaed-4f40-9a01-aea103ec0f0b,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.414592 9.782112),12.414592,9.782112,Adamawa
u_fc_poi_school.1686,AD,NMIS,Model Islamiya Primary School,ADSGAN03,Primary,Primary,Private,Formal,School,,,0424dd53-da38-43fe-abff-e2b6821e21d3,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.0520039 8.4401889),12.0520039,8.4401889,Adamawa
u_fc_poi_school.1687,AD,NMIS,Batal Primary School,ADSGAN08,Primary,Primary,Public,Formal,School,,,0426ea50-1c2f-4165-9851-379ff479ac43,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.055701 8.334856),12.055701,8.334856,Adamawa
u_fc_poi_school.1720,AD,NMIS,Sabon Pegi Primary School,ADSNUM01,Primary,Primary,Public,Formal,School,,,043b3f3a-5acc-4ac2-8a01-e476d69aa3c5,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.017557 9.543461),12.017557,9.543461,Adamawa
u_fc_poi_school.1763,AD,NMIS,Kunteri Primary School,ADSDSA02,Primary,Primary,Public,Formal,School,,,045d9ee0-834a-4b9b-b88d-922ad5ab1ac8,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.215642 9.538193),12.215642,9.538193,Adamawa
u_fc_poi_school.1889,AD,NMIS,Mbulo Primary School,ADSJAD09,Primary,Standard,Public,Formal,School,,,04aa3d90-bcd5-4926-89b4-3984f9c5aab8,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.01958 8.643632),12.01958,8.643632,Adamawa
u_fc_poi_school.2007,AD,NMIS,Waduku Primary School,ADSLMR10,Primary,Standard,Public,Formal,School,,,04eed767-cfff-4fa6-aafb-fc0a61f6f4e4,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.645575 9.508872),11.645575,9.508872,Adamawa
u_fc_poi_school.2024,AD,NMIS,Pudozambun Primary School,ADSDSA05,Primary,Primary,Public,Formal,School,,,04f57515-e5a4-4f0d-84a7-c7bbba21dcc7,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.896729 9.433148),11.896729,9.433148,Adamawa
u_fc_poi_school.2077,AD,NMIS,Eyn Nursery and Primary School Gimma,ADSGYL06,Primary,Standard,Private,Formal,School,,,0510365f-84ca-49fd-ab98-ba33eba1bad7,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.239105 10.261053),13.239105,10.261053,Adamawa
u_fc_poi_school.2121,AD,NMIS,Kudori Primary School,ADSTNG07,Primary,Primary,Public,Formal,School,,,052d8f20-3bc3-4daa-a081-0d61694f7954,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.5383 8.022643),11.5383,8.022643,Adamawa
u_fc_poi_school.2165,AD,NMIS,Gashaka Primary School,ADSHNG11,Primary,Primary,Public,Formal,School,,,054605fc-396c-448d-b841-bf4daa6b2312,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.97516 10.170322),12.97516,10.170322,Adamawa
u_fc_poi_school.2269,AD,NMIS,Nzumosu Primary School,ADSNUM02,Primary,Primary,Public,Formal,School,,,058a809a-bac4-42dc-a86f-2e9eb120b142,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.625184 9.383729),11.625184,9.383729,Adamawa
u_fc_poi_school.2277,AD,NMIS,Pella Islamiya Primary,ADSHNG11,Primary,Primary,Public,Formal,School,,,0591c9d1-e4b0-4409-a85e-6d158b76ba38,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.925905 10.155438),12.925905,10.155438,Adamawa
u_fc_poi_school.2346,AD,NMIS,Abu Ayyub Primary School,ADSMUB05,Primary,Primary,Private,Integrated,School,,,05c58d9b-589d-461c-a5f6-c27677d0f2a4,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.276151 10.277068),13.276151,10.277068,Adamawa
u_fc_poi_school.2366,AD,NMIS,Bahuli Primary,ADSMUB01,Primary,Primary,Public,Formal,School,,,05d30d2f-39df-4fc2-9a1c-9544ea1ddb71,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.404485 10.249285),13.404485,10.249285,Adamawa
u_fc_poi_school.2399,AD,NMIS,Jumbul Primary School,ADSSHG05,Primary,Primary,Public,Formal,School,,,05e62637-3afb-40cc-8a0c-4af89d4cb7a5,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.022484 9.877157),12.022484,9.877157,Adamawa
u_fc_poi_school.2466,AD,NMIS,Mbilla Primary School,ADSMWA10,Primary,Standard,Public,Formal,School,,,060aa311-14d5-4be4-aa05-c9f6f8423955,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.072856 9.08528),12.072856,9.08528,Adamawa
u_fc_poi_school.2468,AD,NMIS,Dwam II Primary School,ADSDSA06,Primary,Primary,Public,Formal,School,,,060b2e1c-24e5-43b2-b782-95762d686561,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.07521 9.457984),12.07521,9.457984,Adamawa
u_fc_poi_school.2491,AD,NMIS,Durbishi Primary School,ADSGYL01,Primary,Standard,Public,Formal,School,,,0619030f-de6d-4f7f-ab08-1f739f6a661e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.407848 10.197805),13.407848,10.197805,Adamawa
u_fc_poi_school.2495,AD,NMIS,LGEA Primary School Bollere,ADSLMR09,Primary,Primary,Public,Formal,School,,,061bd3a8-58c6-4990-838a-8f1962fc6240,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.46667 9.506555),11.46667,9.506555,Adamawa
u_fc_poi_school.2537,AD,eHA Polio,Bosivani Primary School,ADSFUR05,Primary,Standard,Public,Formal,School,,,062eedd5-d415-42a0-83f4-ce1a7e302c58,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.484508 8.7993711),12.484508,8.7993711,Adamawa
u_fc_poi_school.2577,AD,NMIS,Jau Primary School,ADSGMB08,Primary,Primary,Public,Formal,School,,,0646f38e-8421-4749-befb-5a89a6e2cb44,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.59867 10.374411),12.59867,10.374411,Adamawa
u_fc_poi_school.2629,AD,NMIS,Gwakta Primary School,ADSSHG02,Primary,Primary,Public,Formal,School,,,06646cd6-658a-495b-9833-5337560434d3,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.193819 9.949879),12.193819,9.949879,Adamawa
u_fc_poi_school.2637,AD,NMIS,Bankam Primary School,ADSSNG09,Primary,Primary,Public,Formal,School,,,06691cef-35f9-4f30-ab8a-5f10c319c134,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.285402 9.542129),12.285402,9.542129,Adamawa
u_fc_poi_school.2646,AD,OSGOF,Fwa Primary School Fwa,ADSMCH01,Primary,Standard,Public,Formal,School,,,066d80c6-bbe8-43ac-b5b4-be5f77ad8f42,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.23722 10.5829),13.23722,10.5829,Adamawa
u_fc_poi_school.2672,AD,NMIS,Ponduwe II Primary School,ADSGUY08,Primary,Primary,Public,Formal,School,,,0685e0e5-a3c5-4f05-b76a-303ed7f6c0a1,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.925165 9.724185),11.925165,9.724185,Adamawa
u_fc_poi_school.2688,AD,NMIS,St John Primary School,ADSYLN04,Primary,Primary,Private,Formal,School,,,068c08cb-11f9-4fe2-a1bc-a29e2bdca473,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.463702 9.277246),12.463702,9.277246,Adamawa
u_fc_poi_school.2703,AD,NMIS,Ilimi Nursery and Primary School,ADSSHG07,Primary,Standard,Private,Formal,School,,,0695156f-13a5-4a9c-8e7c-015a878071e5,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.999506 9.684621),11.999506,9.684621,Adamawa
u_fc_poi_school.2815,AD,NMIS,Zangra Primary School,ADSGMB01,Primary,Primary,Public,Formal,School,,,06da40c4-52c7-4bbf-a5cb-a95e797a283b,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.44597 10.025728),12.44597,10.025728,Adamawa
u_fc_poi_school.2938,AD,NMIS,Bonen Danki Primary School,ADSTNG01,Primary,Primary,Public,Formal,School,,,0729868b-b64e-4a02-b0f9-b5988430b88f,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.618374 8.298401),11.618374,8.298401,Adamawa
u_fc_poi_school.2943,AD,NMIS,Gwargwayel Afilliate Primary School,ADSGMB02,Primary,Primary,Public,Formal,School,,,072caf54-3eb6-4f52-89d4-7b14d2999907,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.335776 9.975696),12.335776,9.975696,Adamawa
u_fc_poi_school.3029,AD,NMIS,Gang Audu Primary School,ADSGAN04,Primary,Primary,Public,Formal,School,,,07667c38-03f3-4eeb-b4d2-afe747623def,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.108714 8.442749),12.108714,8.442749,Adamawa
u_fc_poi_school.3056,AD,NMIS,Washi Primary Shcool,ADSTNG01,Primary,Primary,Public,Formal,School,,,0776b90e-4fc6-4aef-af6e-cfcd7b0325f3,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.709224 8.462565),11.709224,8.462565,Adamawa
u_fc_poi_school.3061,AD,NMIS,Garin Tuwo,ADSSNG03,Primary,Primary,Public,Formal,School,,,077a89ec-9d5c-425d-b496-2a7118dc8f9f,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.576261 9.819217),12.576261,9.819217,Adamawa
u_fc_poi_school.3230,AD,NMIS,Jang Primary School Michika,ADSMCH07,Primary,Primary,Public,Formal,School,,,07f9870d-ee43-42f0-87fd-c4d2aa1a515d,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.379092 10.64111),13.379092,10.64111,Adamawa
u_fc_poi_school.3239,AD,NMIS,Dingai Primary School,ADSGMB01,Primary,Primary,Public,Formal,School,,,07fe9f79-1281-4afc-ae16-5df177c6d83e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.339405 10.128257),12.339405,10.128257,Adamawa
