id,state_code,source,name,ward_code,category,subtype,management,education,poi_type,no_of_teac,no_of_stud,global_id,layer,path,geometry,longitude,latitude,state_name,state_clean,norm_name,School Status,School Level,School Type,School Name
u_fc_poi_school.33037,BR,NMIS,Limanti Primary School,11905,Primary,Primary,Public,Formal,School,,,4f3f5d88-56b8-417d-b736-03bc5f0f8a6a,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.3727986 11.8820746),13.3727986,11.8820746,Borno,Borno,limanti,Closed,Pre-Primary and Primary       ,,Limanti Primary School
u_fc_poi_school.33116,BR,NMIS,Kauji Kura Primary School,10701,Primary,Primary,Public,Formal,School,,,4f719b8c-573b-4bc5-83ca-363b2e16ba39,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.7030282 11.0357215),12.7030282,11.0357215,Borno,Borno,kauji kura,Open,Pre-Primary and Primary       ,,Kauji Kura Primary School
u_fc_poi_school.33220,BR,NMIS,Koma Kaudi Primary School,11508,Primary,Primary,Public,Formal,School,,,4fa98025-175d-4eb7-bf54-9cfc3f7ac10c,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (14.5691787 11.9980602),14.5691787,11.9980602,Borno,Borno,koma kaudi,Closed,Pre-Primary and Primary,,Koma Kaudi Primary School
u_fc_poi_school.33525,BR,OSGOF,Kogu Primary School,11801,Primary,Primary,Unknown,Formal,School,,,506c6be9-2b28-4e9a-aa7a-6f03d157f602,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.0262798 10.4321855),12.0262798,10.4321855,Borno,Borno,kogu,Open,Pre-Primary and Primary       ,,Kogu Primary School
u_fc_poi_school.33553,BR,NMIS,Kareram Primary School,12008,Primary,Primary,Public,Formal,School,,,507efeb6-a39d-4bf5-9c7c-1b321a05b35a,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.7887927 12.1709029),12.7887927,12.1709029,Borno,Borno,kareram,Closed,Pre-Primary and Primary       ,,Kareram Primary School
u_fc_poi_school.33784,BR,NMIS,Ladari Primary School,12508,Primary,Primary,Public,Formal,School,,,5104ad3d-43fb-4fd1-b6a7-82febef38f2b,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (14.187609 12.3929429),14.187609,12.3929429,Borno,Borno,ladari,Closed,Pre-Primary and Primary       ,,Ladari Primary School
u_fc_poi_school.33805,BR,NMIS,Kaule Primary School,12704,Primary,Primary,Public,Formal,School,,,51156c79-f53a-4bd7-ae5a-97bc90ca319c,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (11.973998 10.0374109),11.973998,10.0374109,Borno,Borno,kaule,Open,Pre-Primary and Primary       ,,Kaule Primary School
u_fc_poi_school.34283,BR,NMIS,Garbwala Primary School,11206,Primary,Primary,Public,Formal,School,,,52391a24-8c4f-4cd0-978b-aab9fdefa71c,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.4213173 10.5388053),12.4213173,10.5388053,Borno,Borno,garbwala,Open,Pre-Primary and Primary       ,,Garbwala Primary School
u_fc_poi_school.34383,BR,NMIS,Harang Primary School,11206,Primary,Primary,Public,Formal,School,,,526dfd18-16e7-4376-9733-a7e5abe3504b,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.459812 10.5698003),12.459812,10.5698003,Borno,Borno,harang,Open,Pre-Primary and Primary       ,,Harang Primary School
u_fc_poi_school.34399,BR,NMIS,Forfor Primary School,10701,Primary,Primary,Public,Formal,School,,,527b3482-afee-41c1-b2d5-03566b169266,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.6446965 10.8973726),12.6446965,10.8973726,Borno,Borno,forfor,Closed,Pre-Primary and Primary,,Forfor Primary School
u_fc_poi_school.34400,BR,NMIS,UBE Islamiya Primary School,10703,Primary,Primary,Public,Integrated,School,,,527b3a60-09bb-431b-a342-6878b879d9bd,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.7588902 11.1552412),12.7588902,11.1552412,Borno,Borno,ube islamiya,Open,Pre-Primary and Primary       ,,Ube Islamiya Primary School
u_fc_poi_school.34550,BR,OSGOF,Tilam Primary School,11510,Primary,Primary,Unknown,Formal,School,,,52d4fe7b-f115-4eb0-9ff1-94990035f255,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (14.429769 12.2978379),14.429769,12.2978379,Borno,Borno,tilam,Closed,Pre-Primary and Primary,,Tilam Primary School
u_fc_poi_school.34561,BR,OSGOF,Badairi Primary School,12103,Primary,Primary,Unknown,Formal,School,,,52dad3fe-d31b-407b-9077-0c2addd0c1d0,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.8493002 12.5310576),13.8493002,12.5310576,Borno,Borno,badairi,Closed,Pre-Primary and Primary       ,,Badairi Primary School
u_fc_poi_school.34590,BR,NMIS,Galtimari Primary School,11306,Primary,Primary,Public,Formal,School,,,52edc33e-9f7f-4131-bb0d-1246855ded6b,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.172901 11.8046772),13.172901,11.8046772,Borno,Borno,galtimari,Open,Pre-Primary and Primary       ,,Galtimari Primary School
u_fc_poi_school.34849,BR,NMIS,Koshebe Primary School,11903,Primary,Primary,Public,Formal,School,,,5387fb64-092c-4661-aab5-865aa35f2039,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.317035 11.972341),13.317035,11.972341,Borno,Borno,koshebe,Closed,Pre-Primary and Primary       ,,Koshebe Primary School
u_fc_poi_school.35285,BR,NMIS,Muliye Primary School,10806,Primary,Primary,Public,Formal,School,,,5482a335-5b96-4468-b106-b39db91e002b,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (14.0932554 11.8982431),14.0932554,11.8982431,Borno,Borno,muliye,Closed,Pre-Primary and Primary       ,,Muliye Primary School
u_fc_poi_school.35350,BR,NMIS,Shaffa Primary School,11212,Primary,Primary,Public,Formal,School,,,54a9c809-1166-4478-b0d3-8f9b63ecf9cb,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.3311874 10.5048115),12.3311874,10.5048115,Borno,Borno,shaffa,Open,Junior Secondary              ,,Shaffa Junior Secondary School
u_fc_poi_school.35400,BR,NMIS,Zannari Primary School,11004,Primary,Primary,Public,Formal,School,,,54d05025-69da-46ad-abdf-53ba68ffb68a,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.2440729 12.6831042),13.2440729,12.6831042,Borno,Borno,zannari,Closed,Pre-Primary and Primary       ,,Zannari Primary School
u_fc_poi_school.35594,BR,NMIS,Zowo Primary School,10908,Primary,Primary,Public,Formal,School,,,553aafc9-2ace-428a-87b6-15d53a00e611,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.7398791 12.647091),12.7398791,12.647091,Borno,Borno,zowo,Closed,Pre-Primary and Primary       ,,Zowo Primary School
u_fc_poi_school.35596,BR,NMIS,Guma A Kura Primary School,12109,Primary,Primary,Public,Formal,School,,,553ab867-c34d-481f-a43a-4b36e99e0be3,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.9223921 12.4064827),13.9223921,12.4064827,Borno,Borno,guma a kura,Closed,Pre-Primary and Primary       ,,GumaA Kura Primary School
u_fc_poi_school.35623,BR,NMIS,Gwanjara Primary School,10406,Primary,Primary,Public,Formal,School,,,55482d1d-c3ba-42f2-a0bf-e84401d768b0,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (11.6599873 10.2114082),11.6599873,10.2114082,Borno,Borno,gwanjara,Open,Pre-Primary and Primary       ,,Gwanjara Primary School
u_fc_poi_school.35715,BR,OSGOF,Minta Primary School,11802,Primary,Primary,Unknown,Formal,School,,,557c0edb-3b7d-46f2-b394-49883855437c,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (11.9689484 10.5540117),11.9689484,10.5540117,Borno,Borno,minta,Open,Pre-Primary and Primary       ,,Minta Primary School
u_fc_poi_school.35816,BR,OSGOF,Kaje Primary School,12101,Primary,Primary,Unknown,Formal,School,,,55ba9595-7fb5-4767-b9b6-93ecd2f93441,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.9092357 12.1526107),13.9092357,12.1526107,Borno,Borno,kaje,Closed,Pre-Primary and Primary       ,,Kaje Primary School
u_fc_poi_school.35894,BR,NMIS,Shani Central Primary School,12710,Primary,Primary,Public,Formal,School,,,55f350ff-be80-4028-b1b9-2e9a75337b4a,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.0623446 10.2175051),12.0623446,10.2175051,Borno,Borno,shani central,Open,Pre-Primary and Primary       ,,Shani Central Primary School
u_fc_poi_school.36560,BR,OSGOF,Rumirgo B Primary School,10210,Primary,Primary,Unknown,Formal,School,,,57801da4-ec89-47e8-8b94-da67d2cb2997,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.0369272 10.5953472),13.0369272,10.5953472,Borno,Borno,rumirgo b,Open,Pre-Primary and Primary       ,SUBEB,Rumirgo B Primary School
u_fc_poi_school.36816,BR,NMIS,Garu East Primary School,10606,Primary,Primary,Public,Formal,School,,,580d5ce5-0e11-4e24-ac9e-3177f722da7a,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.8510348 10.8760372),12.8510348,10.8760372,Borno,Borno,garu east,Open,Pre-Primary and Primary       ,,Garu East Primary School
u_fc_poi_school.36984,BR,NMIS,Alhajiri Primary School,11411,Primary,Primary,Public,Formal,School,,,5870c1a0-ead8-4f07-b13d-448304a00748,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.2636648 11.7602926),12.2636648,11.7602926,Borno,Borno,alhajiri,Closed,Pre-Primary and Primary,,Alhajiri Primary School
u_fc_poi_school.37168,BR,NMIS,Gwange IV Primary School,12409,Primary,Aggregate,Public,Formal,School,,,58e5b46d-72d9-40bb-bc17-ce60a2aa948f,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.1671507 11.8275998),13.1671507,11.8275998,Borno,Borno,gwange iv,Open,Pre-Primary and Primary       ,,Gwange IV Primary School
u_fc_poi_school.37253,BR,NMIS,Mussa B Primary School,10206,Primary,Primary,Public,Formal,School,,,5919c00b-53e2-4077-a04c-b1c62fbffb3e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.118451 10.7147743),13.118451,10.7147743,Borno,Borno,mussa b,Open,Pre-Primary and Primary       ,SUBEB,Mussa B Primary School
u_fc_poi_school.37379,BR,NMIS,Kwajaffa Central Primary School,11206,Primary,Primary,Public,Formal,School,,,5960eeda-3f7a-42a3-bed6-8becf3090273,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.4147663 10.4661409),12.4147663,10.4661409,Borno,Borno,kwajaffa central,Open,Pre-Primary and Primary       ,,Kwajaffa Central Primary School
u_fc_poi_school.37474,BR,OSGOF,Yawuri Primary School,11302,Primary,Primary,Unknown,Formal,School,,,59a0f6e6-3a37-4df1-871d-284c55ea7917,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.2156953 11.7644372),13.2156953,11.7644372,Borno,Borno,yawuri,Closed,Pre-Primary and Primary,,Yawuri Primary School
u_fc_poi_school.37575,BR,NMIS,Ngohi Central Primary School,10207,Primary,Primary,Public,Formal,School,,,59df33d3-8574-44ef-9a55-606131b5b4b0,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.6904207 10.6730524),12.6904207,10.6730524,Borno,Borno,ngohi central,Open,Junior Secondary              ,SUBEB,Ngohi Central Junior Secondary School
u_fc_poi_school.37666,BR,OSGOF,Humusu Primary School,11208,Primary,Primary,Unknown,Formal,School,,,5a163a8e-bfbc-4795-8ab4-4bf5aa59fae8,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.1784604 10.4122562),12.1784604,10.4122562,Borno,Borno,humusu,Open,Pre-Primary and Primary       ,,Humusu Primary School
u_fc_poi_school.37788,BR,NMIS,Durbe Primary School,10309,Primary,Primary,Public,Formal,School,,,5a64ccf5-9fbe-4900-97c3-049e180a804e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (14.0024128 11.7197328),14.0024128,11.7197328,Borno,Borno,durbe,Closed,Pre-Primary and Primary       ,,Durbe Primary School
u_fc_poi_school.38019,BR,OSGOF,Zuwa Primary School,10504,Primary,Primary,Unknown,Formal,School,,,5af2fb00-0d31-4162-ac25-89d01827e592,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.0248336 10.7676505),12.0248336,10.7676505,Borno,Borno,zuwa,Open,Pre-Primary and Primary       ,,Zuwa Primary School
u_fc_poi_school.38044,BR,OSGOF,Yamtake Primary School,11107,Primary,Primary,Unknown,Formal,School,,,5b04f3e7-0b54-4c54-9e12-7328f1d246f3,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.505722 11.1059393),13.505722,11.1059393,Borno,Borno,yamtake,Closed,Pre-Primary and Primary,,Yamtake Primary School
u_fc_poi_school.38189,BR,NMIS,Jewu Primary School,11606,Primary,Primary,Public,Formal,School,,,5b567693-d0d0-4411-8695-e10d9eddce9d,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.8539035 11.7668866),12.8539035,11.7668866,Borno,Borno,jewu,Closed,Pre-Primary and Primary,,Jewu Primary School
u_fc_poi_school.38192,BR,OSGOF,Njine Primary School,12112,Primary,Primary,Unknown,Formal,School,,,5b57da51-1cd4-4a8d-a47f-5f0c4e5e2428,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.8361667 12.3094852),13.8361667,12.3094852,Borno,Borno,njine,Closed,Pre-Primary and Primary       ,,Njine Primary School
u_fc_poi_school.38495,BR,NMIS,Yaffa Primary School,10209,Primary,Primary,Public,Formal,School,,,5c168010-afda-4422-849e-4ef20a9d9e18,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.3114669 10.778345),13.3114669,10.778345,Borno,Borno,yaffa,Open,Pre-Primary and Primary       ,SUBEB,Yaffa Primary School
u_fc_poi_school.38742,BR,OSGOF,Iza Primary School,10312,Primary,Primary,Unknown,Formal,School,,,5cad113e-509d-4579-b7b9-3c9d2f914f5c,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.6887304 11.385651),13.6887304,11.385651,Borno,Borno,iza,Closed,Pre-Primary and Primary       ,,Iza Primary School
u_fc_poi_school.38924,BR,OSGOF,Pajala Primary School,12711,Primary,Primary,Unknown,Formal,School,,,5d1e462d-29be-4f84-8cf9-9252639ab566,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.0032671 10.33809),12.0032671,10.33809,Borno,Borno,pajala,Open,Pre-Primary and Primary       ,,Pajala Primary School
u_fc_poi_school.39213,BR,NMIS,Mungun Primary School,12609,Primary,Primary,Public,Formal,School,,,5dbf6181-fd2c-4490-b3fa-ec97e2b725ad,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.1748502 12.3355721),13.1748502,12.3355721,Borno,Borno,mungun,Closed,Pre-Primary and Primary       ,,Mungun Primary School
u_fc_poi_school.39254,BR,NMIS,Alla Lawanti Primary School,12102,Primary,Primary,Public,Formal,School,,,5dda3ccb-ae16-4e57-8df1-190c45141ecd,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.7051339 12.2730163),13.7051339,12.2730163,Borno,Borno,alla lawanti,Closed,Pre-Primary and Primary       ,,Alla Lawanti Primary School
u_fc_poi_school.39383,BR,NMIS,Central Primary School,10311,Primary,Standard,Public,Formal,School,,,5e2660dc-b6fe-4561-abf3-ee72cefd38bf,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.6882141 11.5175182),13.6882141,11.5175182,Borno,Borno,central,Closed,Pre-Primary and Primary       ,,Central Primary School
u_fc_poi_school.39411,BR,OSGOF,Ala Primary School,12101,Primary,Primary,Unknown,Formal,School,,,5e3998f4-94c3-47ca-bde3-8f855de19092,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.8772247 12.2092886),13.8772247,12.2092886,Borno,Borno,ala,Closed,Pre-Primary and Primary       ,,Ala Primary School
u_fc_poi_school.39533,BR,NMIS,Gadangari Primary School,10310,Primary,Primary,Public,Formal,School,,,5e75d048-548c-4f25-86aa-d195b93e0c87,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.6676885 11.5762486),13.6676885,11.5762486,Borno,Borno,gadangari,Closed,Pre-Primary and Primary       ,,Gadangari Primary School
u_fc_poi_school.39561,BR,NMIS,Pela Primary School,12711,Primary,Primary,Public,Formal,School,,,5e8a9e0f-2fa9-432f-86f4-a672cfebc024,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (11.8771879 10.2578064),11.8771879,10.2578064,Borno,Borno,pela,Open,Pre-Primary and Primary       ,,Pela Primary School
u_fc_poi_school.39573,BR,NMIS,Baga Central Primary School,11702,Primary,Primary,Public,Formal,School,,,5e9116c5-4d08-436b-8587-29604561d708,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.8203371 13.0942082),13.8203371,13.0942082,Borno,Borno,baga central,Open,Junior Secondary              ,,Baga Central Junior Secondary School
u_fc_poi_school.39641,BR,NMIS,Wida Primary School,11203,Primary,Primary,Public,Formal,School,,,5eb9fd3c-260f-427c-94c3-a19c5dfaa133,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.0936426 10.3879924),12.0936426,10.3879924,Borno,Borno,wida,Open,Pre-Primary and Primary       ,,Wida Primary School
u_fc_poi_school.39653,BR,NMIS,Dawal Primary School,10407,Primary,Primary,Public,Formal,School,,,5ec0841d-e045-47d4-bcdc-567d64c91a35,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (11.7150503 10.6035695),11.7150503,10.6035695,Borno,Borno,dawal,Open,Pre-Primary and Primary       ,,Dawal Primary School
u_fc_poi_school.39823,BR,OSGOF,Garal Primary School,12510,Primary,Primary,Unknown,Formal,School,,,5f2f4be9-8323-45b8-8141-d1d0d1a6061d,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (14.13804 12.4911),14.13804,12.4911,Borno,Borno,garal,Closed,Pre-Primary and Primary,,Garal Primary School
u_fc_poi_school.39870,BR,NMIS,Murye Primary School,10806,Primary,Primary,Public,Formal,School,,,5f48c822-5be8-4dbe-acaf-f1a12949192d,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (14.0966323 12.0090402),14.0966323,12.0090402,Borno,Borno,murye,Closed,Pre-Primary and Primary       ,,Murye Primary School
u_fc_poi_school.39965,BR,NMIS,Ngwalimiri Primary School,10705,Primary,Primary,Public,Formal,School,,,5f7f4b00-9e8f-42a2-a0fd-770a489ae90a,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.0875859 11.2934004),13.0875859,11.2934004,Borno,Borno,ngwalimiri,Closed,Pre-Primary and Primary,,Ngwalimiri Primary School
u_fc_poi_school.40210,BR,NMIS,Yimirali Primary School,10201,Primary,Primary,Public,Formal,School,,,6013b2e2-6875-4943-a800-0403dcfc78e1,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.9958115 10.6136395),12.9958115,10.6136395,Borno,Borno,yimirali,Open,Pre-Primary and Primary       ,SUBEB,Yimirali Primary School
u_fc_poi_school.41362,BR,OSGOF,Ngilu Primary School,10507,Primary,Primary,Unknown,Formal,School,,,62bebf51-2cbe-4de2-9ad4-5a1d8fb74129,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.3642681 10.6444333),12.3642681,10.6444333,Borno,Borno,ngilu,Open,Pre-Primary and Primary       ,,Ngilu Primary School
u_fc_poi_school.41451,BR,NMIS,Goni Adamti Primary School,11003,Primary,Primary,Public,Formal,School,,,62f593af-7187-4d46-922b-976145d50c3f,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.3540589 12.6858026),13.3540589,12.6858026,Borno,Borno,goni adamti,Open,Pre-Primary and Primary       ,,Goni Adamti Primary School
u_fc_poi_school.41773,BR,NMIS,Nyalku Primary School,11212,Primary,Standard,Public,Formal,School,,,63b08a0d-135d-424f-a56a-a32f836f7a80,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.3387501 10.5094455),12.3387501,10.5094455,Borno,Borno,nyalku,Open,Pre-Primary and Primary       ,,Nyalku Primary School
u_fc_poi_school.42054,BR,NMIS,Adika Primary School,10707,Primary,Primary,Public,Formal,School,,,645a6c66-29af-4188-bca6-e955faae900e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.5938637 11.0340051),12.5938637,11.0340051,Borno,Borno,adika,Closed,Pre-Primary and Primary,,Adika Primary School
u_fc_poi_school.42173,BR,NMIS,Mbidiya Primary School,12711,Primary,Primary,Public,Formal,School,,,64a3faa2-db2b-4787-93ca-513bc99eddf4,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (11.9367737 10.3244637),11.9367737,10.3244637,Borno,Borno,mbidiya,Open,Pre-Primary and Primary       ,,Mbidiya Primary School
u_fc_poi_school.42317,BR,NMIS,Yajiwa Primary School,11405,Primary,Primary,Public,Formal,School,,,64f4a4f3-1f23-4971-85c3-31de4d69ef48,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.720383 11.3894931),12.720383,11.3894931,Borno,Borno,yajiwa,Closed,Pre-Primary and Primary,,Yajiwa Primary School
u_fc_poi_school.42533,BR,NMIS,Ex Boarding Primary School,10310,Primary,Standard,Public,Formal,School,,,657aaba9-8a38-418e-803e-dc5e6f1ec7ea,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.6951633 11.5122365),13.6951633,11.5122365,Borno,Borno,ex boarding,Closed,Pre-Primary and Primary       ,,Ex-Boarding Primary School
u_fc_poi_school.42897,BR,NMIS,Mashamari Primary School,11305,Primary,Aggregate,Public,Formal,School,,,66641abf-f4fe-4ffa-9ce9-cdffb9e9b73e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.1845576 11.8461179),13.1845576,11.8461179,Borno,Borno,mashamari,Open,Pre-Primary and Primary       ,,Mashamari Primary School
u_fc_poi_school.43003,BR,NMIS,Mairari Primary School,11006,Primary,Primary,Public,Formal,School,,,66ae915c-10cc-4874-9ecb-6fee96796c4a,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (13.4420199 12.6837859),13.4420199,12.6837859,Borno,Borno,mairari,Open,Junior Secondary              ,,Mairari Junior Secondary School
u_fc_poi_school.43021,BR,OSGOF,Hizhi Gwaram Primary School,10502,Primary,Primary,Unknown,Formal,School,,,66bd873a-ff21-4aa7-b987-70a52a2ddbc6,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\borno-primary-schools.zip/primary-schools.geojson,POINT (12.1342902 10.6537329),12.1342902,10.6537329,Borno,Borno,hizhi gwaram,Open,Pre-Primary and Primary       ,,Hizhi Gwaram Primary School
