id,state_code,source,name,ward_code,category,subtype,management,education,poi_type,no_of_teac,no_of_stud,global_id,layer,path,geometry,longitude,latitude,state_name,state_clean,norm_name,School Status,School Level,School Type,School Name
u_fc_poi_school.44008,AD,NMIS,Sandoka Primary School,ADSGAN01,Primary,Primary,Public,Formal,School,,,6900016c-7214-43b9-aa33-d016ce8e15c4,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.158647 8.628484),12.158647,8.628484,Adamawa,Adamawa,sandoka,Open,Pre-Primary & Primary,Regular,Sandoka Primary School
u_fc_poi_school.44019,AD,NMIS,Kanisue Nomadic Primary School,ADSGAN07,Primary,Primary,Public,Formal,School,,,69039203-3889-4713-abb7-ed60a323c87c,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.035639 8.451339),12.035639,8.451339,Adamawa,Adamawa,kanisue,Open,Pre-Primary & Primary,Nomadic (Migrants),Kanisue Nomadic Primary School
u_fc_poi_school.44109,AD,NMIS,Bible Heritage Children Mission Primary School,ADSYLN08,Primary,Primary,Faith Based,Integrated,School,,,693a23b9-1e2a-4576-afee-6e76f7834671,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.448358 9.273969),12.448358,9.273969,Adamawa,Adamawa,bible heritage children mission,Open,Private Education,Regular,Bible Heritage Children Mission School
u_fc_poi_school.44112,AD,NMIS,Mbishim Primary School,ADSGMB04,Primary,Primary,Public,Formal,School,,,693bc6d9-22eb-46e3-8536-b63096f0dd5e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.345309 10.213282),12.345309,10.213282,Adamawa,Adamawa,mbishim,Open,Pre-Primary & Primary,Regular,Mbishim Primary School
u_fc_poi_school.44569,AD,NMIS,Dangsa Nomadic School,ADSMWA06,Primary,Primary,Public,Formal,School,,,6a4f83e2-897b-40e8-96cb-cca35cfa2453,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.881263 8.932484),11.881263,8.932484,Adamawa,Adamawa,dangsa,Open,Pre-Primary & Primary,Regular,Dangsa Primary School
u_fc_poi_school.44642,AD,NMIS,Jirlayel Nomadic Primary School,ADSGRE03,Primary,Primary,Public,Formal,School,,,6a838f11-1728-4af9-aac3-3453635b2c39,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.373234 9.419514),12.373234,9.419514,Adamawa,Adamawa,jirlayel,Open,Pre-Primary & Primary,Regular,Jirlayel Primary School
u_fc_poi_school.44693,AD,NMIS,Bakopi Primary School,ADSSNG09,Primary,Standard,Public,Formal,School,,,6a9fcbcc-1de9-4435-8305-bbce520401ae,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.254992 9.571465),12.254992,9.571465,Adamawa,Adamawa,bakopi,Open,Pre-Primary & Primary,Regular,Bakopi Primary School
u_fc_poi_school.44821,AD,NMIS,Yang Primary School,ADSGMB10,Primary,Primary,Public,Formal,School,,,6aec69c4-06d2-4054-8f31-70702694f488,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.215464 10.091295),12.215464,10.091295,Adamawa,Adamawa,yang,Open,Pre-Primary & Primary,Regular,Yang Primary School
u_fc_poi_school.44982,AD,NMIS,Kwampani Primary School,ADSGUY01,Primary,Primary,Public,Formal,School,,,6b3ec43e-aa71-47db-8e11-23b33457c295,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.970824 9.770845),11.970824,9.770845,Adamawa,Adamawa,kwampani,Open,Pre-Primary & Primary,Nomadic (Migrants),Kwampani Nomadic Primary School
u_fc_poi_school.45046,AD,NMIS,Army Children Primary School,ADSGYL06,Primary,Primary,Public,Formal,School,,,6b673931-1aed-42a4-93d0-e060154c0212,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.250781 10.268815),13.250781,10.268815,Adamawa,Adamawa,army children,Open,Pre-Primary & Primary,Regular,Army Children Primary School
u_fc_poi_school.45211,AD,NMIS,Kamarsa Primary School,ADSFUR10,Primary,Primary,Public,Formal,School,,,6bd77ba8-c1f6-42a2-ab56-2617d768cf66,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.797757 9.495397),12.797757,9.495397,Adamawa,Adamawa,kamarsa,Open,Pre-Primary & Primary,Regular,Kamarsa Primary School
u_fc_poi_school.45233,AD,NMIS,Bidda Primary School,ADSMWA04,Primary,Primary,Public,Formal,School,,,6be368ea-d105-4e6d-9b0e-82dc38c5d52c,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.945895 9.222374),11.945895,9.222374,Adamawa,Adamawa,bidda,Open,Pre-Primary & Primary,Regular,Bidda Primary School
u_fc_poi_school.45246,AD,NMIS,Gatenen Primary School,ADSGAN05,Primary,Primary,Public,Formal,School,,,6be89c7e-df5e-468a-8555-ace3f2ea3023,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.918723 8.431264),11.918723,8.431264,Adamawa,Adamawa,gatenen,Open,Pre-Primary & Primary,Regular,Gatenen Primary School
u_fc_poi_school.45248,AD,NMIS,Private Success International School,ADSYLN06,Primary,Standard,Private,Formal,School,,,6beacbe5-faa7-4918-b82f-ecb04a0aea5a,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.441417 9.266257),12.441417,9.266257,Adamawa,Adamawa,private success international,Open,Private Education,Regular,Private Success International School
u_fc_poi_school.45590,AD,NMIS,Gaya Dagu Primary School,ADSHNG04,Primary,Primary,Public,Formal,School,,,6cbf9e41-d38d-47f5-92dc-936b88602eeb,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.976257 10.391599),12.976257,10.391599,Adamawa,Adamawa,gaya dagu,Open,Pre-Primary & Primary,Regular,Gaya Dagu Primary School
u_fc_poi_school.45623,AD,NMIS,Pallam Primary School,ADSMDG07,Primary,Primary,Public,Formal,School,,,6cce8ffe-9c2c-4c9b-99a4-9b40e8da10c1,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.4895 10.734552),13.4895,10.734552,Adamawa,Adamawa,pallam,Open,Junior Secondary,Regular,"Government Junior Secondary School, Pallam"
u_fc_poi_school.45685,AD,NMIS,Dingam Primary School,ADSGAN05,Primary,Primary,Public,Formal,School,,,6cf537c1-e80f-498f-8736-248295b90826,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.955096 8.448302),11.955096,8.448302,Adamawa,Adamawa,dingam,Open,Pre-Primary & Primary,Regular,Dingam Primary School
u_fc_poi_school.45816,AD,NMIS,Gon Primary School,ADSNUM02,Primary,Primary,Public,Formal,School,,,6d41c524-270f-4aaf-9a50-e5f95be332cd,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.601369 9.363727),11.601369,9.363727,Adamawa,Adamawa,gon,Open,Pre-Primary & Primary,Regular,Gon Primary School
u_fc_poi_school.45913,AD,NMIS,Guw Hildi Primary School,ADSHNG05,Primary,Primary,Public,Formal,School,,,6d7a7046-c6d8-4e9e-aaa6-38820941304d,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.171151 10.396223),13.171151,10.396223,Adamawa,Adamawa,guw hildi,Open,Pre-Primary & Primary,Regular,Guw Hildi Primary School
u_fc_poi_school.45978,AD,NMIS,Bissa Primary,ADSMWA06,Primary,Primary,Public,Formal,School,,,6d9bf880-7886-40c5-bec8-53d1d8d83a6a,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.850396 8.98203),11.850396,8.98203,Adamawa,Adamawa,bissa,Open,Pre-Primary & Primary,Regular,Bissa Primary School
u_fc_poi_school.46339,AD,NMIS,Karewa Primary School,ADSGRE04,Primary,Primary,Public,Formal,School,,,6e6d6c55-5b5d-4149-ac22-de3d436b8f7e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.497735 9.413406),12.497735,9.413406,Adamawa,Adamawa,karewa,Open,Pre-Primary & Primary,Regular,Karewa Primary School
u_fc_poi_school.46444,AD,NMIS,Babirwo Primary School,ADSFUR07,Primary,Primary,Public,Formal,School,,,6eadecea-4c28-442d-851c-e7f8e0f9fbed,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.787509 9.408557),12.787509,9.408557,Adamawa,Adamawa,babirwo,Open,Pre-Primary & Primary,Regular,Babirwo Primary School
u_fc_poi_school.46464,AD,NMIS,Central Primary School Gurin,ADSFUR04,Primary,Standard,Public,Formal,School,,,6ebb416d-be2e-4f33-bd82-fae8b6caaf53,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.887526 9.110432),12.887526,9.110432,Adamawa,Adamawa,central gurin,Open,Pre-Primary & Primary,Regular,"Central Primary School, Gurin"
u_fc_poi_school.46479,AD,NMIS,Gongoshi I Primary School,ADSYLA11,Primary,Standard,Public,Formal,School,,,6ec6ed0f-b6f3-4d5d-8ffa-bbf9dd997697,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.133094 9.290811),12.133094,9.290811,Adamawa,Adamawa,gongoshi i,Open,Pre-Primary & Primary,Regular,Gongoshi I Primary School
u_fc_poi_school.46553,AD,NMIS,Mumbake Primary School,ADSMWA12,Primary,Primary,Public,Formal,School,,,6ef62cfe-4a3b-4d21-92fd-7837ac08fc0c,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.935394 9.043751),11.935394,9.043751,Adamawa,Adamawa,mumbake,Open,Pre-Primary & Primary,Regular,Mumbake Primary School
u_fc_poi_school.46716,AD,NMIS,Bajama Primary School,ADSMWA01,Primary,Primary,Public,Formal,School,,,6f5b6eb8-dbf1-49e8-8251-be87f4b18ed9,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.897092 9.020864),11.897092,9.020864,Adamawa,Adamawa,bajama,Open,Pre-Primary & Primary,Regular,Bajama Primary School
u_fc_poi_school.46883,AD,NMIS,Dafra Primary School,ADSMAH05,Primary,Primary,Public,Formal,School,,,6fc9c6e8-68d7-4989-aaf6-dacce3ce90d8,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.077637 10.046652),13.077637,10.046652,Adamawa,Adamawa,dafra,Open,Pre-Primary & Primary,Regular,Dafra Primary School
u_fc_poi_school.46995,AD,NMIS,Jamkaram Primary School,ADSGUY02,Primary,Primary,Public,Formal,School,,,7002224a-7e1f-4fd9-8e68-e7be7b775bea,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.886421 10.022173),11.886421,10.022173,Adamawa,Adamawa,jamkaram,Open,Junior Secondary,Regular,"Government Junior Secondary School, Jamkaram"
u_fc_poi_school.47041,AD,NMIS,Mbumara Primary School,ADSDSA02,Primary,Primary,Public,Formal,School,,,7020cb55-5651-461a-bce0-6595897e7ab8,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.247356 9.513551),12.247356,9.513551,Adamawa,Adamawa,mbumara,Open,Pre-Primary & Primary,Regular,Mbumara Primary School
u_fc_poi_school.47174,AD,NMIS,Sama Primary School,ADSGMB01,Primary,Primary,Public,Formal,School,,,70746f6a-91fd-4c91-8c71-e7ba06b993eb,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.330383 10.183232),12.330383,10.183232,Adamawa,Adamawa,sama,Open,Pre-Primary & Primary,Regular,Sama Primary School
u_fc_poi_school.47256,AD,NMIS,Girji Primary School,ADSGYL07,Primary,Primary,Public,Formal,School,,,70aaba56-29d6-4048-8192-579df48e4dfb,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.260648 10.187733),13.260648,10.187733,Adamawa,Adamawa,girji,Open,Pre-Primary & Primary,Regular,Girji Primary School
u_fc_poi_school.47316,AD,NMIS,Wuitire Primary School,ADSFUR11,Primary,Primary,Public,Formal,School,,,70cedb0f-ef7f-41fb-9d33-a6f8cdcb1542,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.400613 8.852171),12.400613,8.852171,Adamawa,Adamawa,wuitire,Open,Pre-Primary & Primary,Regular,Wuitire Primary School
u_fc_poi_school.47744,AD,NMIS,Kiri Primary School,ADSTNG04,Primary,Primary,Public,Formal,School,,,71c190ba-caae-4c25-8f79-25d14e880c32,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.951373 8.147558),11.951373,8.147558,Adamawa,Adamawa,kiri,Open,Pre-Primary & Primary,Regular,Kiri Primary School
u_fc_poi_school.47753,AD,NMIS,Madivi Primary School,ADSMUB07,Primary,Primary,Public,Formal,School,,,71c46d0f-029e-4310-be88-a191f9688647,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.455417 10.419747),13.455417,10.419747,Adamawa,Adamawa,madivi,Open,Pre-Primary & Primary,Regular,Madivi Primary School
u_fc_poi_school.48232,AD,NMIS,Borrong III Primary School,ADSDSA02,Primary,Standard,Public,Formal,School,,,72efe88c-a27b-4438-ac4d-a06a71e5b752,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.175631 9.544566),12.175631,9.544566,Adamawa,Adamawa,borrong iii,Open,Pre-Primary & Primary,Regular,Borrong III Primary School
u_fc_poi_school.48248,AD,NMIS,Dajami Primary School,ADSJAD02,Primary,Primary,Public,Formal,School,,,72f92d11-cdea-48b0-a39d-60eb27595c2e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.122519 8.693488),12.122519,8.693488,Adamawa,Adamawa,dajami,Open,Pre-Primary & Primary,Regular,Dajami Primary School
u_fc_poi_school.48340,AD,NMIS,Mbonninga Primary School,ADSFUR06,Primary,Primary,Public,Formal,School,,,73265a9a-9c5f-4057-8076-185709f2fbfe,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.158203 9.0311),12.158203,9.0311,Adamawa,Adamawa,mbonninga,Open,Pre-Primary & Primary,Regular,Mbonninga Nomadic Primary School
u_fc_poi_school.48585,AD,NMIS,Chofajaule Primary School,ADSFUR04,Primary,Primary,Public,Formal,School,,,73bdf9bb-f7ba-4e78-930f-0ada2b86d35b,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.880807 9.215087),12.880807,9.215087,Adamawa,Adamawa,chofajaule,Open,Pre-Primary & Primary,Regular,Chofajaule Primary School
u_fc_poi_school.48627,AD,NMIS,Zabi Primary School,ADSMWA06,Primary,Primary,Public,Formal,School,,,73d6aeba-caea-4635-9628-b83733075b7b,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.926865 8.843346),11.926865,8.843346,Adamawa,Adamawa,zabi,Open,Pre-Primary & Primary,Regular,Zabi Primary School
u_fc_poi_school.48738,AD,NMIS,Wuro Yombe Primary School,ADSMWA07,Primary,Primary,Public,Formal,School,,,740efa59-b426-4489-ad1f-511822f60d52,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.081063 8.895173),12.081063,8.895173,Adamawa,Adamawa,wuro yombe,Open,Junior Secondary,Regular,"Government Junior Secondary School, Wuro Yombe"
u_fc_poi_school.48806,AD,OSGOF,Ndalmi Primary School Ndalmi,ADSMDG08,Primary,Standard,Public,Formal,School,,,7432ab15-a1e6-4267-b227-00e4fb4470c0,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.53576 10.76569),13.53576,10.76569,Adamawa,Adamawa,ndalmi ndalmi,Open,Pre-Primary & Primary,Regular,"Ndalmi Primary School, Ndalmi"
u_fc_poi_school.49130,AD,NMIS,Tumbu Primary School,ADSSHG06,Primary,Primary,Public,Formal,School,,,74dda618-b709-475a-8b68-6ef8bb8131ed,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.034269 10.052696),12.034269,10.052696,Adamawa,Adamawa,tumbu,Open,Pre-Primary & Primary,Regular,Tumbu Primary School
u_fc_poi_school.49131,AD,NMIS,Kiri Primary School,ADSFUR06,Primary,Primary,Public,Formal,School,,,74ddbedf-bbaf-4a55-8826-9471ab458ade,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.213998 9.092157),12.213998,9.092157,Adamawa,Adamawa,kiri,Open,Pre-Primary & Primary,Regular,Kiri Primary School
u_fc_poi_school.49190,AD,NMIS,Chakawa Primary School,ADSMWA10,Primary,Primary,Public,Formal,School,,,7506422b-4345-413c-b6ee-5c6df5183620,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.049675 9.146363),12.049675,9.146363,Adamawa,Adamawa,chakawa,Open,Pre-Primary & Primary,Regular,Chakawa Primary School
u_fc_poi_school.49226,AD,NMIS,Central Primary School,ADSDSA10,Primary,Primary,Public,Formal,School,,,751e3040-b49d-4a66-a15f-dfc2dd53115f,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.037747 9.464022),12.037747,9.464022,Adamawa,Adamawa,central,Open,Pre-Primary & Primary,Regular,Central Primary School
u_fc_poi_school.49242,AD,NMIS,Maki Gaya Primary School,ADSHNG04,Primary,Primary,Public,Formal,School,,,752bfa6f-817c-444c-9dc2-2ad0370559f6,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.041143 10.385504),13.041143,10.385504,Adamawa,Adamawa,maki gaya,Open,Pre-Primary & Primary,Regular,Maki Gaya Primary School
u_fc_poi_school.49334,AD,NMIS,Bengni Primary School,ADSFUR11,Primary,Primary,Public,Formal,School,,,7565b1fe-e380-43ff-abbf-cd3c6c3f0d47,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.392676 8.891774),12.392676,8.891774,Adamawa,Adamawa,bengni,Open,Pre-Primary & Primary,Regular,Bengni Primary School
u_fc_poi_school.49941,AD,NMIS,Sindigawo Primary School,ADSMWA09,Primary,Primary,Public,Formal,School,,,76dca4a8-67de-4ff6-bd5c-e9a28e38ed1e,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.050665 9.18063),12.050665,9.18063,Adamawa,Adamawa,sindigawo,Open,Pre-Primary & Primary,Regular,Sindigawo Primary School
u_fc_poi_school.50043,AD,NMIS,Wuro Ahi Primary School,ADSFUR03,Primary,Primary,Public,Formal,School,,,771ae10f-ba2e-4be5-990b-f3a9dcc5ad3f,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.668723 9.219197),12.668723,9.219197,Adamawa,Adamawa,wuro ahi,Open,Pre-Primary & Primary,Regular,Wuro Ahi Primary School
u_fc_poi_school.50055,AD,NMIS,Zumbe Primary School,ADSSNG03,Primary,Primary,Public,Formal,School,,,7720c154-97cb-4f1c-a6f3-689dbc844d04,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.489939 9.795606),12.489939,9.795606,Adamawa,Adamawa,zumbe,Open,Pre-Primary & Primary,Regular,Zumbe Primary School
u_fc_poi_school.50229,AD,NMIS,Yadim Primary School,ADSFUR11,Primary,Standard,Public,Formal,School,,,777a8ce8-96d7-4b51-a643-0c9950188386,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.400064 8.970127),12.400064,8.970127,Adamawa,Adamawa,yadim,Open,Pre-Primary & Primary,Regular,Yadim Primary School
u_fc_poi_school.50329,AD,NMIS,Demsa II Primary School,ADSDSA03,Primary,Primary,Public,Formal,School,,,77bed7b8-bd24-4ca2-bc48-bf74c5f4b1fe,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.146171 9.455546),12.146171,9.455546,Adamawa,Adamawa,demsa ii,Open,Pre-Primary & Primary,Regular,Demsa II Primary School
u_fc_poi_school.50432,AD,NMIS,Dajami Primary School,ADSGAN01,Primary,Primary,Public,Formal,School,,,78000658-2581-40b4-9a4f-fe52123428ab,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.171398 8.630163),12.171398,8.630163,Adamawa,Adamawa,dajami,Open,Pre-Primary & Primary,Regular,Dajami Primary School
u_fc_poi_school.50576,AD,NMIS,Pilot Primary School,ADSSHG07,Primary,Standard,Public,Formal,School,,,7853707c-049f-4ba7-ae7e-5b7a74ac8785,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.998734 9.686463),11.998734,9.686463,Adamawa,Adamawa,pilot,Open,Pre-Primary & Primary,Regular,Pilot Primary School
u_fc_poi_school.50579,AD,NMIS,Salma Modibbo Nomadic Primary School,ADSMAH05,Primary,Primary,Public,Formal,School,,,78565c20-c528-432c-993e-8de576d3ce75,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (13.067744 10.024735),13.067744,10.024735,Adamawa,Adamawa,salma modibbo,Open,Pre-Primary & Primary,Regular,Salma Modibbo Nomadic Primary School
u_fc_poi_school.50636,AD,NMIS,Kubutava Primary School,ADSHNG01,Primary,Primary,Public,Formal,School,,,787b411a-d80d-441a-8175-662882e2ae91,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.903692 10.344734),12.903692,10.344734,Adamawa,Adamawa,kubutava,Open,Pre-Primary & Primary,Regular,Kubutava Primary School
u_fc_poi_school.50739,AD,NMIS,Rigange I Primary School,ADSLMR08,Primary,Standard,Public,Formal,School,,,78bfa7d2-2be0-4667-b98f-7fff7272d881,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.771057 9.571329),11.771057,9.571329,Adamawa,Adamawa,rigange i,Open,Pre-Primary & Primary,Regular,Rigange I Primary School
u_fc_poi_school.50778,AD,NMIS,Kaika Primary School,ADSGAN10,Primary,Primary,Public,Formal,School,,,78d1287c-5bae-43dc-9c7f-4e3ebb6438f1,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.847009 8.552964),11.847009,8.552964,Adamawa,Adamawa,kaika,Open,Pre-Primary & Primary,Regular,Kaika Primary School
u_fc_poi_school.50861,AD,NMIS,Kpasham II Primary School,ADSDSA08,Primary,Primary,Public,Formal,School,,,7902fc9b-cbfd-476b-af32-fb88e066039b,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (11.752168 9.304045),11.752168,9.304045,Adamawa,Adamawa,kpasham ii,Open,Pre-Primary & Primary,Regular,Kpasham II Primary School
u_fc_poi_school.50945,AD,NMIS,Changala Primary School,ADSYLA08,Primary,Primary,Public,Formal,School,,,793bf3a9-725d-49ac-9a53-404eb3795542,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.338766 9.37415),12.338766,9.37415,Adamawa,Adamawa,changala,Open,Pre-Primary & Primary,Regular,Changala Primary School
u_fc_poi_school.50970,AD,NMIS,Gani Gaku Primary School,ADSDSA03,Primary,Primary,Public,Formal,School,,,7948531f-c6cd-4d54-9b7b-c887222e6167,primary-schools,/vsizip/C:\Users\JOSEPH\Downloads\rivers-public-schools+207more (1)\adamawa-primary-schools.zip/primary-schools.geojson,POINT (12.160692 9.394246),12.160692,9.394246,Adamawa,Adamawa,gani gaku,Open,Pre-Primary & Primary,Regular,Gani-Gaku Primary School
