id,state,lga_name,school_name_grid3,school_name_immap,status,education_level,school_type,latitude,longitude,category,subtype,management
u_fc_poi_school.25223,Borno,Dikwa,Gamaye Primary School,Gamaye Primary School,Closed,Pre-Primary and Primary       ,,12.1397799,14.0259737,Primary,Primary,Public
u_fc_poi_school.25313,Borno,Konduga,Fashar Primary School,Fashar Primary School,Closed,Pre-Primary and Primary,,12.0017548,12.9561961,Primary,Primary,Public
u_fc_poi_school.25368,Borno,Bama,Jere Primary School,Jere Primary School,Closed,Pre-Primary and Primary       ,,11.3883536,13.9447809,Primary,Primary,Unknown
u_fc_poi_school.25420,Borno,Damboa,Golgi Primary School,Golgi Primary School,Closed,Pre-Primary and Primary       ,,11.3100174,12.4768742,Primary,Primary,Public
u_fc_poi_school.25528,Borno,Damboa,Mulimari Primary School,Mulimari Primary School,Closed,Pre-Primary and Primary,,11.0841035,12.6851101,Primary,Primary,Public
u_fc_poi_school.25868,Borno,Damboa,Wovi Primary School,Wovi Primary School,Open,Pre-Primary and Primary       ,,11.0004079,12.7824095,Primary,Primary,Public
u_fc_poi_school.25939,Borno,Monguno,Mune Primary School,Mune Primary School,Closed,Pre-Primary and Primary       ,,12.6595354,13.6092185,Primary,Primary,Public
u_fc_poi_school.26136,Borno,Askira/Uba,Tuful Primary School,Tuful Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.4820062,13.0301014,Primary,Primary,Unknown
u_fc_poi_school.26264,Borno,Askira/Uba,Kelle Primary School,Kelle Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.6931926,13.2024661,Primary,Primary,Public
u_fc_poi_school.26362,Borno,Nganzai,Kuda Primary School,Kuda Primary School,Closed,Pre-Primary and Primary,,12.4924851,13.158676,Primary,Primary,Public
u_fc_poi_school.26406,Borno,Konduga,Sallari Primary School,Sallari Primary School,Closed,Pre-Primary and Primary,,11.6753365,13.369506,Primary,Primary,Public
u_fc_poi_school.26486,Borno,Guzamala,Ali Gambori Primary School,Ali Gambori Primary School,Open,Pre-Primary and Primary       ,,12.6611477,13.3716166,Primary,Primary,Public
u_fc_poi_school.27113,Borno,Hawul,Vina Dam Primary School,Vina Dam Primary School,Open,Pre-Primary and Primary       ,,10.5875662,12.0504533,Primary,Primary,Unknown
u_fc_poi_school.27134,Borno,Jere,Khaddamari Primary School,Khaddamari Primary School,Open,Pre-Primary and Primary       ,,11.9465902,13.2257671,Primary,Primary,Public
u_fc_poi_school.27846,Borno,Nganzai,Burimari Primary School,Burimari Primary School,Open,Pre-Primary and Primary       ,,12.5700814,13.3027911,Primary,Primary,Public
u_fc_poi_school.28313,Borno,Askira/Uba,Ribadu A Primary School,Ribadu A Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.6397593,13.1706899,Primary,Primary,Public
u_fc_poi_school.28634,Borno,Kaga,Munye Primary School,Munye Primary School,Closed,Pre-Primary and Primary       ,,11.2477595,12.6054234,Primary,Primary,Public
u_fc_poi_school.28684,Borno,Kukawa,Mallam Karamti Primary School,Mallam Karamti Primary School,Closed,Pre-Primary and Primary,,13.0205696,13.8508672,Primary,Primary,Public
u_fc_poi_school.28740,Borno,Mafa,Ngowum Primary School,Ngowum Primary School,Closed,Pre-Primary and Primary       ,,11.8818468,13.3398853,Primary,Primary,Public
u_fc_poi_school.29006,Borno,Kukawa,Kauwa Primary School,Kauwa Primary School,Closed,Pre-Primary and Primary,,12.9554016,13.6923339,Primary,Primary,Public
u_fc_poi_school.29261,Borno,Hawul,Whitambaya Primary School,Whitambaya Primary School,Open,Pre-Primary and Primary       ,,10.3924885,12.2521653,Primary,Primary,Public
u_fc_poi_school.29804,Borno,Biu,Sura Primary School,Sura Primary School,Open,Pre-Primary and Primary       ,,10.6032595,12.3837064,Primary,Primary,Unknown
u_fc_poi_school.30010,Borno,Konduga,Yaleri Primary School,Yaleri Primary School,Closed,Pre-Primary and Primary,,11.6758511,13.4113389,Primary,Primary,Public
u_fc_poi_school.30275,Borno,Gwoza,Bita Primary School,Bita Primary School,Closed,Pre-Primary and Primary,,11.1683178,13.4249047,Primary,Primary,Unknown
u_fc_poi_school.30456,Borno,Bayo,Tondi Primary School,Tondi Primary School,Open,Pre-Primary and Primary       ,,10.5890825,11.7518328,Primary,Primary,Public
u_fc_poi_school.30499,Borno,Kukawa,Yoyo Primary School,Yoyo Primary School,Closed,Pre-Primary and Primary,,12.7295692,13.6592921,Primary,Primary,Public
u_fc_poi_school.30859,Borno,Askira/Uba,Para Primary School,Para Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.4998595,13.2393796,Primary,Primary,Public
u_fc_poi_school.31495,Borno,Askira/Uba,Njoma Primary School,Njoma Nomadic Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.5990896,12.9699037,Primary,Primary,Public
u_fc_poi_school.31901,Borno,Mobbar,Damasak Primary School,Government Senior Secondary School Damasak ,,Senior Secondary              ,,13.1134807,12.50918,Primary,Primary,Unknown
u_fc_poi_school.32228,Borno,Konduga,Goniri Primary School,Goniri Primary School,Closed,Pre-Primary and Primary,,11.6308732,13.4442944,Primary,Primary,Public
u_fc_poi_school.32277,Borno,Hawul,Lokoja Primary School,Lokoja Primary School,Open,Pre-Primary and Primary       ,,10.3824001,12.2605431,Primary,Primary,Public
u_fc_poi_school.32937,Borno,Askira/Uba,Lassa Central Primary School,Lassa Central Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.6841357,13.2673912,Primary,Primary,Public
u_fc_poi_school.32988,Borno,Hawul,Giraba Primary School,Giraba Primary School,Open,Pre-Primary and Primary       ,,10.4622959,12.2850813,Primary,Primary,Public
u_fc_poi_school.33005,Borno,Mobbar,Layi Primary School,Layi Primary School,Closed,Pre-Primary and Primary,,12.9156786,12.6138926,Primary,Primary,Public
u_fc_poi_school.33028,Borno,Damboa,Abulam Primary School,Abulam Primary School,Closed,Pre-Primary and Primary,,11.1908839,12.4696625,Primary,Primary,Public
u_fc_poi_school.33037,Borno,Mafa,Limanti Primary School,Limanti Primary School,Closed,Pre-Primary and Primary       ,,11.8820746,13.3727986,Primary,Primary,Public
u_fc_poi_school.33116,Borno,Damboa,Kauji Kura Primary School,Kauji Kura Primary School,Open,Pre-Primary and Primary       ,,11.0357215,12.7030282,Primary,Primary,Public
u_fc_poi_school.33220,Borno,Kala/Balge,Koma Kaudi Primary School,Koma Kaudi Primary School,Closed,Pre-Primary and Primary,,11.9980602,14.5691787,Primary,Primary,Public
u_fc_poi_school.33525,Borno,Kwaya Kusar,Kogu Primary School,Kogu Primary School,Open,Pre-Primary and Primary       ,,10.4321855,12.0262798,Primary,Primary,Unknown
u_fc_poi_school.33553,Borno,Magumeri,Kareram Primary School,Kareram Primary School,Closed,Pre-Primary and Primary       ,,12.1709029,12.7887927,Primary,Primary,Public
u_fc_poi_school.33784,Borno,Ngala,Ladari Primary School,Ladari Primary School,Closed,Pre-Primary and Primary       ,,12.3929429,14.187609,Primary,Primary,Public
u_fc_poi_school.33805,Borno,Shani,Kaule Primary School,Kaule Primary School,Open,Pre-Primary and Primary       ,,10.0374109,11.973998,Primary,Primary,Public
u_fc_poi_school.34283,Borno,Hawul,Garbwala Primary School,Garbwala Primary School,Open,Pre-Primary and Primary       ,,10.5388053,12.4213173,Primary,Primary,Public
u_fc_poi_school.34383,Borno,Hawul,Harang Primary School,Harang Primary School,Open,Pre-Primary and Primary       ,,10.5698003,12.459812,Primary,Primary,Public
u_fc_poi_school.34400,Borno,Damboa,UBE Islamiya Primary School,Ube Islamiya Primary School,Open,Pre-Primary and Primary       ,,11.1552412,12.7588902,Primary,Primary,Public
u_fc_poi_school.34550,Borno,Kala/Balge,Tilam Primary School,Tilam Primary School,Closed,Pre-Primary and Primary,,12.2978379,14.429769,Primary,Primary,Unknown
u_fc_poi_school.34561,Borno,Marte,Badairi Primary School,Badairi Primary School,Closed,Pre-Primary and Primary       ,,12.5310576,13.8493002,Primary,Primary,Unknown
u_fc_poi_school.34590,Borno,Jere,Galtimari Primary School,Galtimari Primary School,Open,Pre-Primary and Primary       ,,11.8046772,13.172901,Primary,Primary,Public
u_fc_poi_school.34849,Borno,Mafa,Koshebe Primary School,Koshebe Primary School,Closed,Pre-Primary and Primary       ,,11.972341,13.317035,Primary,Primary,Public
u_fc_poi_school.35285,Borno,Dikwa,Muliye Primary School,Muliye Primary School,Closed,Pre-Primary and Primary       ,,11.8982431,14.0932554,Primary,Primary,Public
u_fc_poi_school.35350,Borno,Hawul,Shaffa Primary School,Shaffa Junior Secondary School,Open,Junior Secondary              ,,10.5048115,12.3311874,Primary,Primary,Public
u_fc_poi_school.35400,Borno,Guzamala,Zannari Primary School,Zannari Primary School,Closed,Pre-Primary and Primary       ,,12.6831042,13.2440729,Primary,Primary,Public
u_fc_poi_school.35594,Borno,Gubio,Zowo Primary School,Zowo Primary School,Closed,Pre-Primary and Primary       ,,12.647091,12.7398791,Primary,Primary,Public
u_fc_poi_school.35596,Borno,Marte,Guma A Kura Primary School,GumaA Kura Primary School,Closed,Pre-Primary and Primary       ,,12.4064827,13.9223921,Primary,Primary,Public
u_fc_poi_school.35623,Borno,Bayo,Gwanjara Primary School,Gwanjara Primary School,Open,Pre-Primary and Primary       ,,10.2114082,11.6599873,Primary,Primary,Public
u_fc_poi_school.35816,Borno,Marte,Kaje Primary School,Kaje Primary School,Closed,Pre-Primary and Primary       ,,12.1526107,13.9092357,Primary,Primary,Unknown
u_fc_poi_school.35894,Borno,Shani,Shani Central Primary School,Shani Central Primary School,Open,Pre-Primary and Primary       ,,10.2175051,12.0623446,Primary,Primary,Public
u_fc_poi_school.36560,Borno,Askira/Uba,Rumirgo B Primary School,Rumirgo B Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.5953472,13.0369272,Primary,Primary,Unknown
u_fc_poi_school.36816,Borno,Chibok,Garu East Primary School,Garu East Primary School,Open,Pre-Primary and Primary       ,,10.8760372,12.8510348,Primary,Primary,Public
u_fc_poi_school.37168,Borno,Maiduguri,Gwange IV Primary School,Gwange IV Primary School,Open,Pre-Primary and Primary       ,,11.8275998,13.1671507,Primary,Aggregate,Public
u_fc_poi_school.37253,Borno,Askira/Uba,Mussa B Primary School,Mussa B Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.7147743,13.118451,Primary,Primary,Public
u_fc_poi_school.37379,Borno,Hawul,Kwajaffa Central Primary School,Kwajaffa Central Primary School,Open,Pre-Primary and Primary       ,,10.4661409,12.4147663,Primary,Primary,Public
u_fc_poi_school.37474,Borno,Jere,Yawuri Primary School,Yawuri Primary School,Closed,Pre-Primary and Primary,,11.7644372,13.2156953,Primary,Primary,Unknown
u_fc_poi_school.37575,Borno,Askira/Uba,Ngohi Central Primary School,Ngohi Central Junior Secondary School,Open,Junior Secondary              ,SUBEB,10.6730524,12.6904207,Primary,Primary,Public
u_fc_poi_school.37666,Borno,Hawul,Humusu Primary School,Humusu Primary School,Open,Pre-Primary and Primary       ,,10.4122562,12.1784604,Primary,Primary,Unknown
u_fc_poi_school.37788,Borno,Dikwa,Durbe Primary School,Durbe Primary School,Closed,Pre-Primary and Primary       ,,11.7197328,14.0024128,Primary,Primary,Public
u_fc_poi_school.38019,Borno,Biu,Zuwa Primary School,Zuwa Primary School,Open,Pre-Primary and Primary       ,,10.7676505,12.0248336,Primary,Primary,Unknown
u_fc_poi_school.38044,Borno,Gwoza,Yamtake Primary School,Yamtake Primary School,Closed,Pre-Primary and Primary,,11.1059393,13.505722,Primary,Primary,Unknown
u_fc_poi_school.38189,Borno,Konduga,Jewu Primary School,Jewu Primary School,Closed,Pre-Primary and Primary,,11.7668866,12.8539035,Primary,Primary,Public
u_fc_poi_school.38192,Borno,Marte,Njine Primary School,Njine Primary School,Closed,Pre-Primary and Primary       ,,12.3094852,13.8361667,Primary,Primary,Unknown
u_fc_poi_school.38495,Borno,Askira/Uba,Yaffa Primary School,Yaffa Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.778345,13.3114669,Primary,Primary,Public
u_fc_poi_school.38742,Borno,Bama,Iza Primary School,Iza Primary School,Closed,Pre-Primary and Primary       ,,11.385651,13.6887304,Primary,Primary,Unknown
u_fc_poi_school.38924,Borno,Shani,Pajala Primary School,Pajala Primary School,Open,Pre-Primary and Primary       ,,10.33809,12.0032671,Primary,Primary,Unknown
u_fc_poi_school.39213,Borno,Nganzai,Mungun Primary School,Mungun Primary School,Closed,Pre-Primary and Primary       ,,12.3355721,13.1748502,Primary,Primary,Public
u_fc_poi_school.39254,Borno,Marte,Alla Lawanti Primary School,Alla Lawanti Primary School,Closed,Pre-Primary and Primary       ,,12.2730163,13.7051339,Primary,Primary,Public
u_fc_poi_school.39383,Borno,Bama,Central Primary School,Central Primary School,Closed,Pre-Primary and Primary       ,,11.5175182,13.6882141,Primary,Standard,Public
u_fc_poi_school.39411,Borno,Marte,Ala Primary School,Ala Primary School,Closed,Pre-Primary and Primary       ,,12.2092886,13.8772247,Primary,Primary,Unknown
u_fc_poi_school.39533,Borno,Bama,Gadangari Primary School,Gadangari Primary School,Closed,Pre-Primary and Primary       ,,11.5762486,13.6676885,Primary,Primary,Public
u_fc_poi_school.39561,Borno,Shani,Pela Primary School,Pela Primary School,Open,Pre-Primary and Primary       ,,10.2578064,11.8771879,Primary,Primary,Public
u_fc_poi_school.39573,Borno,Kukawa,Baga Central Primary School,Baga Central Junior Secondary School,Open,Junior Secondary              ,,13.0942082,13.8203371,Primary,Primary,Public
u_fc_poi_school.39641,Borno,Hawul,Wida Primary School,Wida Primary School,Open,Pre-Primary and Primary       ,,10.3879924,12.0936426,Primary,Primary,Public
u_fc_poi_school.39653,Borno,Bayo,Dawal Primary School,Dawal Primary School,Open,Pre-Primary and Primary       ,,10.6035695,11.7150503,Primary,Primary,Public
u_fc_poi_school.39823,Borno,Ngala,Garal Primary School,Garal Primary School,Closed,Pre-Primary and Primary,,12.4911,14.13804,Primary,Primary,Unknown
u_fc_poi_school.39870,Borno,Dikwa,Murye Primary School,Murye Primary School,Closed,Pre-Primary and Primary       ,,12.0090402,14.0966323,Primary,Primary,Public
u_fc_poi_school.39965,Borno,Damboa,Ngwalimiri Primary School,Ngwalimiri Primary School,Closed,Pre-Primary and Primary,,11.2934004,13.0875859,Primary,Primary,Public
u_fc_poi_school.40210,Borno,Askira/Uba,Yimirali Primary School,Yimirali Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.6136395,12.9958115,Primary,Primary,Public
u_fc_poi_school.41362,Borno,Biu,Ngilu Primary School,Ngilu Primary School,Open,Pre-Primary and Primary       ,,10.6444333,12.3642681,Primary,Primary,Unknown
u_fc_poi_school.41451,Borno,Guzamala,Goni Adamti Primary School,Goni Adamti Primary School,Open,Pre-Primary and Primary       ,,12.6858026,13.3540589,Primary,Primary,Public
u_fc_poi_school.41773,Borno,Hawul,Nyalku Primary School,Nyalku Primary School,Open,Pre-Primary and Primary       ,,10.5094455,12.3387501,Primary,Standard,Public
u_fc_poi_school.42054,Borno,Damboa,Adika Primary School,Adika Primary School,Closed,Pre-Primary and Primary,,11.0340051,12.5938637,Primary,Primary,Public
u_fc_poi_school.42173,Borno,Shani,Mbidiya Primary School,Mbidiya Primary School,Open,Pre-Primary and Primary       ,,10.3244637,11.9367737,Primary,Primary,Public
u_fc_poi_school.42317,Borno,Konduga,Yajiwa Primary School,Yajiwa Primary School,Closed,Pre-Primary and Primary,,11.3894931,12.720383,Primary,Primary,Public
u_fc_poi_school.42533,Borno,Bama,Ex Boarding Primary School,Ex-Boarding Primary School,Closed,Pre-Primary and Primary       ,,11.5122365,13.6951633,Primary,Standard,Public
u_fc_poi_school.42897,Borno,Jere,Mashamari Primary School,Mashamari Primary School,Open,Pre-Primary and Primary       ,,11.8461179,13.1845576,Primary,Aggregate,Public
u_fc_poi_school.43003,Borno,Guzamala,Mairari Primary School,Mairari Junior Secondary School,Open,Junior Secondary              ,,12.6837859,13.4420199,Primary,Primary,Public
u_fc_poi_school.43021,Borno,Biu,Hizhi Gwaram Primary School,Hizhi Gwaram Primary School,Open,Pre-Primary and Primary       ,,10.6537329,12.1342902,Primary,Primary,Unknown
u_fc_poi_school.43032,Borno,Monguno,Mittiri Primary School,Mittiri Primary School,Closed,Pre-Primary and Primary       ,,12.3858618,13.419928,Primary,Primary,Public
u_fc_poi_school.43050,Borno,Damboa,Bulbul Primary School,Bulbul Primary School,Closed,Pre-Primary and Primary,,11.1261695,12.3855525,Primary,Primary,Public
u_fc_poi_school.43288,Borno,Maiduguri,Gwange III Primary School,Gwange III Primary School,Open,Pre-Primary and Primary       ,,11.8265393,13.1714879,Primary,Aggregate,Public
u_fc_poi_school.43857,Borno,Hawul,Ghuma East Primary School,Ghuma East Primary School,Open,Pre-Primary and Primary       ,,10.5240028,12.25957,Primary,Primary,Public
u_fc_poi_school.43883,Borno,Chibok,Kwada Primary School,Kwada Primary School,Open,Pre-Primary and Primary       ,,10.8748385,12.8008518,Primary,Primary,Public
u_fc_poi_school.44593,Borno,Hawul,Shaffa Central Primary School,Shaffa Central Primary School,Open,Pre-Primary and Primary       ,,10.5111049,12.328722,Primary,Standard,Public
u_fc_poi_school.44689,Borno,Hawul,Pirdla Primary School,Pirdla Primary School,Open,Pre-Primary and Primary       ,,10.5435157,12.2558305,Primary,Primary,Public
u_fc_poi_school.45003,Borno,Bama,Banki Primary School,Banki Primary School,Closed,Pre-Primary and Primary       ,,11.2571306,14.1508474,Primary,Standard,Public
u_fc_poi_school.45086,Borno,Shani,Primary School Kuladeni,Kuladeni Primary School,Open,Pre-Primary and Primary       ,,10.2137917,11.7996502,Primary,Primary,Unknown
u_fc_poi_school.45120,Borno,Konduga,Wanori Primary School,Wanori Primary School,Closed,Pre-Primary and Primary,,11.7453567,13.3003012,Primary,Primary,Public
u_fc_poi_school.45515,Borno,Dikwa,Koibe Primary School,Koibe Primary School,Closed,Pre-Primary and Primary       ,,12.0164219,13.8601005,Primary,Primary,Public
u_fc_poi_school.45569,Borno,Askira/Uba,Giwi Primary School,Giwi Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.5132417,13.1096017,Primary,Primary,Public
u_fc_poi_school.46362,Borno,Hawul,Kwajaffa Bura Primary School,Kwajaffa Bura Primary School,Open,Pre-Primary and Primary       ,,10.4817117,12.4047004,Primary,Primary,Unknown
u_fc_poi_school.46584,Borno,Kukawa,Mile 3 Primary School,Mile 3 Primary School,Open,Pre-Primary and Primary,,13.0762239,13.7892421,Primary,Primary,Public
u_fc_poi_school.46644,Borno,Mobbar,Kareto Primary School,Kareto Primary School,Closed,Pre-Primary and Primary       ,,12.8847635,12.5067008,Primary,Primary,Public
u_fc_poi_school.47050,Borno,Konduga,Yale Garua Primary School,Yale Garua Primary School,Closed,Pre-Primary and Primary,,11.7079672,13.7061731,Primary,Primary,Public
u_fc_poi_school.47052,Borno,Bama,Dipchari Primary School,Dipchari Primary School,Closed,Pre-Primary and Primary       ,,11.3888346,13.9108241,Primary,Primary,Public
u_fc_poi_school.47236,Borno,Gwoza,Ashigashiya Primary School,Ashigashiya Primary School,Closed,Pre-Primary and Primary,,11.133292,13.8692126,Primary,Primary,Unknown
u_fc_poi_school.47329,Borno,Shani,Bigaru Primary School,Bigaru Junior Secondary School,Open,Junior Secondary              ,,10.2181542,12.067135,Primary,Primary,Public
u_fc_poi_school.47805,Borno,Biu,Chara Primary School,Chara Primary School,Open,Pre-Primary and Primary       ,,10.884236,11.9676515,Primary,Primary,Unknown
u_fc_poi_school.48343,Borno,Kukawa,Maina Maaji Boarding Primary School,Maina Maaji Boarding Primary School,Open,Pre-Primary and Primary,,12.9271892,13.5710236,Primary,Primary,Public
u_fc_poi_school.48421,Borno,Konduga,Auno Central Primary School,Auno Central Primary School,Open,Pre-Primary and Primary       ,,11.847109,12.9344902,Primary,Primary,Public
u_fc_poi_school.48999,Borno,Kaga,Kwayari Primary School,Kwayari Primary School,Closed,Pre-Primary and Primary       ,,11.7409906,12.5487294,Primary,Primary,Public
u_fc_poi_school.49058,Borno,Jere,Modu Ajiri Primary School,Modu Ajiri Primary School,Closed,Pre-Primary and Primary,,11.9411075,13.0995372,Primary,Primary,Unknown
u_fc_poi_school.49206,Borno,Damboa,Njibaram Primary School,Njibaram Primary School,Closed,Pre-Primary and Primary,,11.0784624,12.947833,Primary,Primary,Public
u_fc_poi_school.49325,Borno,Mobbar,Daura Primary School,Daura Primary School,Closed,Pre-Primary and Primary,,13.15198,12.57821,Primary,Primary,Unknown
u_fc_poi_school.49358,Borno,Shani,Walama Primary School,Walama Primary School,Open,Pre-Primary and Primary       ,,10.2861267,11.9631779,Primary,Primary,Public
u_fc_poi_school.49582,Borno,Monguno,Wulo Primary School,Wulo Primary School,Closed,Pre-Primary and Primary       ,,12.5062753,13.5156754,Primary,Primary,Public
u_fc_poi_school.49808,Borno,Shani,Bakaina Primary School,Bakaina Primary School,Open,Pre-Primary and Primary       ,,10.139426,12.0364237,Primary,Primary,Public
u_fc_poi_school.50680,Borno,Monguno,Fannamiri Primary School,Fannamiri Primary School,Closed,Pre-Primary and Primary,,12.6392855,13.7359029,Primary,Primary,Unknown
u_fc_poi_school.50814,Borno,Gwoza,Agapalawa Primary School,Agapalawa Primary School,Closed,Pre-Primary and Primary,,11.10576,13.80363,Primary,Primary,Unknown
u_fc_poi_school.50823,Borno,Gubio,Gamasuno Primary School,Gamasuno Primary School,Closed,Pre-Primary and Primary       ,,12.4093291,12.8724196,Primary,Primary,Public
u_fc_poi_school.51231,Borno,Shani,Wurojam Primary School,Wurojam Primary School,Open,Pre-Primary and Primary       ,,10.1438516,12.0231521,Primary,Primary,Public
u_fc_poi_school.51337,Borno,Gubio,Meleram Primary School,Meleram Primary School,Closed,Pre-Primary and Primary       ,,12.7287233,12.8823495,Primary,Primary,Public
u_fc_poi_school.52316,Borno,Bayo,Nyawi Primary School,Nyawi Primary School,Open,Pre-Primary and Primary       ,,10.6660756,11.7765045,Primary,Primary,Public
u_fc_poi_school.52428,Borno,Biu,Yoksa Primary School,Yoksa Primary School,Open,Pre-Primary and Primary       ,,10.7355738,12.142092,Primary,Primary,Public
u_fc_poi_school.52952,Borno,Damboa,Korede Primary School,Korede Primary School,Closed,Pre-Primary and Primary,,11.0601119,12.5430249,Primary,Primary,Public
u_fc_poi_school.53193,Borno,Damboa,Koshifa Primary School,Koshifa Primary School,Closed,Pre-Primary and Primary,,11.1199688,12.6803263,Primary,Primary,Public
u_fc_poi_school.53951,Borno,Biu,Mbulamel Primary School,Mbulamel Primary School,Open,Pre-Primary and Primary       ,,10.6301898,12.1895617,Primary,Primary,Public
u_fc_poi_school.53954,Borno,Kaga,Maudori Primary School,Maudori Primary School,Closed,Pre-Primary and Primary       ,,11.466939,12.5871643,Primary,Primary,Public
u_fc_poi_school.54012,Borno,Hawul,Labu Primary School,Labu Primary School,Open,Pre-Primary and Primary       ,,10.3459663,12.2119858,Primary,Primary,Public
u_fc_poi_school.54615,Borno,Shani,Ngabu Primary Primary School,Ngabu Primary School,Open,Pre-Primary and Primary       ,,10.1562379,12.0295071,Primary,Primary,Public
u_fc_poi_school.54671,Borno,Mafa,Margimari Primary School,Margimari Primary School,Closed,Pre-Primary and Primary       ,,11.7651512,13.3165537,Primary,Primary,Public
u_fc_poi_school.54766,Borno,Biu,Kamuya Primary School,Kamuya Primary School,Open,Pre-Primary and Primary       ,,11.0338084,12.0556622,Primary,Primary,Unknown
u_fc_poi_school.54798,Borno,Gwoza,Jaje Primary School,Jaje Primary School,Closed,Pre-Primary and Primary,,10.971,13.58399,Primary,Primary,Unknown
u_fc_poi_school.54977,Borno,Shani,Dandang Primary School,Dandang Primary School,Open,Pre-Primary and Primary       ,,10.1185745,12.0330924,Primary,Primary,Public
u_fc_poi_school.55031,Borno,Mobbar,Zari Primary School,Zari Primary School,Closed,Pre-Primary and Primary,,13.0874278,12.7383109,Primary,Primary,Public
u_fc_poi_school.55154,Borno,Marte,Dubuwa Primary School,Dubuwa Primary School,Closed,Pre-Primary and Primary,,12.3705752,13.939426,Primary,Primary,Unknown
u_fc_poi_school.55175,Borno,Jere,Ngurburi Primary School,Ngurburi Primary School,Closed,Pre-Primary and Primary,,11.7311294,13.2662455,Primary,Primary,Public
u_fc_poi_school.55285,Borno,Konduga,Dalwa East Primary School,Dalwa East Primary School,Closed,Pre-Primary and Primary,,11.7330221,13.4005117,Primary,Primary,Public
u_fc_poi_school.55416,Borno,Mafa,Mafa Central Primary School,Mafa Central Primary School,Open,Pre-Primary and Primary       ,,11.9247563,13.5991886,Primary,Primary,Public
u_fc_poi_school.55692,Borno,Kukawa,Duguri Primary School,Duguri Primary School,Closed,Pre-Primary and Primary,,13.270751,13.8041225,Primary,Primary,Public
u_fc_poi_school.55818,Borno,Dikwa,Shehu Sanda Primary School,Shehu Sanda Primary School,Open,Pre-Primary and Primary       ,,12.0407436,13.9158171,Primary,Primary,Unknown
u_fc_poi_school.55977,Borno,Kukawa,Dogoshi Primary School,Dogoshi Primary School,Closed,Pre-Primary and Primary,,12.8627299,13.67642,Primary,Primary,Public
u_fc_poi_school.56808,Borno,Askira/Uba,Rumirgo Central Primary School,Rumirgo Central Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.6020284,13.034226,Primary,Primary,Public
u_fc_poi_school.56839,Borno,Askira/Uba,Lassa B Primary School,Lassa B Primary School,Open,Pre-Primary and Primary       ,SUBEB,10.691319,13.2769683,Primary,Primary,Public
u_fc_poi_school.56886,Borno,Monguno,Mandala Primary School,Mandala Primary School,Closed,Pre-Primary and Primary,,12.522316,13.6002741,Primary,Primary,Public
u_fc_poi_school.56966,Borno,Askira/Uba,Gwagwamdi Primary School,Gwagwamdi Primary School,Open,Pre-Primary and Primary,,10.7789708,13.0811581,Primary,Primary,Unknown
u_fc_poi_school.57356,Borno,Shani,Shapuk Primary School,Shapuk Primary School,Open,Pre-Primary and Primary       ,,10.2142919,12.0106491,Primary,Primary,Public
u_fc_poi_school.57687,Borno,Abadam,Primary School Mallam Fatori,Government Senior Secondary School Mallam Fatori ,Closed,Senior Secondary              ,,13.6708812,13.3363447,Primary,Primary,Unknown
u_fc_poi_school.58011,Borno,Gwoza,Butuku Primary School,Butuku Primary School,Closed,Pre-Primary and Primary,,10.9024888,13.3785443,Primary,Primary,Unknown
u_fc_poi_school.58025,Borno,Nganzai,Mulgu Primary School,Mulgu Primary School,Closed,Pre-Primary and Primary       ,,12.430985,13.3080887,Primary,Primary,Public
u_fc_poi_school.58080,Borno,Bayo,Grabi Primary School,Grabi Primary School,Open,Pre-Primary and Primary       ,,10.3712701,11.6419877,Primary,Standard,Public
u_fc_poi_school.58295,Borno,Biu,Kimba Primary School,Kimba Primary School,Open,Pre-Primary and Primary       ,,10.8227471,12.4199249,Primary,Primary,Public
u_fc_poi_school.58887,Borno,Hawul,Subwang Primary School,Subwang Primary School,Open,Pre-Primary and Primary       ,,10.4805728,12.3346,Primary,Primary,Public
u_fc_poi_school.59003,Borno,Hawul,Tuwakari Primary School,Tuwakari Primary School,Open,Pre-Primary and Primary       ,,10.332192,12.0871148,Primary,Primary,Public
u_fc_poi_school.59034,Borno,Marte,Musune Primary School,Musune Primary School,Closed,Pre-Primary and Primary       ,,12.267499,13.9384174,Primary,Primary,Unknown
u_fc_poi_school.59041,Borno,Damboa,Kasugula Primary School,Kasugula Primary School,Open,Pre-Primary and Primary       ,,11.1489808,12.7540585,Primary,Primary,Public
u_fc_poi_school.59128,Borno,Damboa,Kuboa Primary School,Kuboa Primary School,Closed,Pre-Primary and Primary,,10.9730901,12.5638435,Primary,Primary,Public
u_fc_poi_school.59497,Borno,Kala/Balge,Wuli Primary School,Wuli Primary School,Closed,Pre-Primary and Primary,,12.1753786,14.6715683,Primary,Primary,Unknown
