latitude,longitude,idp_population
11.876419,13.139593,15154
11.868915,13.138418,668
11.873668,13.139998,83
11.865151,13.146608,121
11.885187,13.120158,173
11.8369,13.15797,56
11.83547,13.15787,48
11.8355,13.155815,51
11.83755,13.16008,88
11.8537,13.15922,57
11.84266,13.15332,226
11.84434,13.15469,221
11.8435,13.15406,221
11.84113,13.15652,219
11.84491,13.15613,246
11.85268,13.16987,347
11.85403,13.16827,501
11.85351,13.16894,198
11.85775,13.18104,184
11.85737,13.16797,424
11.83688,13.14378,598
11.83529,13.16712,1084
11.84169,13.17135,1301
11.84159,13.17123,964
11.82674,13.17269,1309
11.82823,13.16957,1150
11.82085,13.16991,232
11.83029,13.16428,294
11.8253,13.16108,239
11.82731,13.16305,400
11.83314,13.16734,391
11.83515,13.17593,114
11.82784,13.16887,1151
11.82082,13.17727,959
11.82279,13.17605,997
11.82275,13.17587,915
11.82457,13.17519,953
11.84165,13.15251,326
11.84045,13.15171,181
11.84245,13.15038,352
11.84211,13.14973,328
11.847194,13.121034,4384
11.85651,13.14989,1319
11.84156,13.13937,1985
11.837768,13.113225,145
11.86854,13.15871,1480
11.85103,13.15745,430
11.84466,13.13659,2267
11.849397,13.140029,136
11.844172,13.117595,780
11.84896,13.14325,171
11.859778,13.156869,142
11.85911,13.154832,119
11.861814,13.157589,377
11.861418,13.15608,332
11.85038,13.16359,180
11.84617,13.16259,209
11.84871,13.16408,249
11.84087,13.16214,202
11.84572,13.16352,261
11.84414,13.16487,254
11.84341,13.16508,224
11.84392,13.14909,1721
11.85105,13.14951,1762
11.85225,13.1466,1388
11.84887,13.1506,1320
11.84996,13.14671,1638
11.84769,13.15179,1948
11.79153,13.1273,57
11.80774,13.13229,5371
11.79097,13.13214,2140
11.79419,13.14185,1987
11.80658,13.16301,1794
11.8018,13.1187,5181
11.82514,13.11858,7317
11.79864,13.13423,5437
11.83227,13.09082,2248
11.82657,13.11143,6210
11.79704,13.12343,2350
11.81755,13.1162,6619
11.80833,13.13658,4155
11.79343,13.10725,3658
11.78518,13.1248,1093
11.76665,13.11095,817
11.8003,13.13363,150
11.79,13.13433,133
11.78821,13.13046,1532
11.79932,13.13605,677
11.79117,13.13416,211
11.79723,13.11242,411
11.80198,13.11588,701
11.80155,13.11315,235
11.79455,13.13392,138
11.78785,13.1313,510
11.80055,13.12229,777
11.79557,13.12233,342
11.80332,13.1189,825
11.79791,13.12197,457
11.79873,13.11313,600
11.80175,13.12033,262
11.79777,13.13867,178
11.79785,13.1358,112
11.79872,13.11963,280
11.85155,13.15701,169
11.85117,13.15719,220
11.85319,13.15925,294
11.85582,13.1582,221
11.85596,13.16123,198
11.85598,13.16136,196
11.84515,13.15681,448
11.84503,13.15788,415
11.84375,13.15944,545
11.84573,13.16028,445
13.109664,12.505686,3192
13.10582,12.507046,3257
13.106793,12.512799,5387
13.11439,12.50328,537
13.112261,12.517816,69794
13.099033,12.506668,2139
13.103736,12.513439,2456
13.095111,12.511608,2009
13.08006,12.52159,246
13.097144,12.519182,275
12.67354,13.61743,3085
12.66666,13.60677,4338
12.67293,13.60385,5544
12.66691,13.61369,2802
12.66454,13.62051,3238
12.67002,13.61311,2584
12.67585,13.62428,7576
12.66782,13.59978,4065
12.66669,13.61669,2771
12.6664,13.60936,2830
12.6734,13.60743,3773
12.67408,13.6148,2074
12.61148,13.66834,1901
12.67954,13.62306,20983
12.68552,13.62026,5361
12.66375,13.61947,10014
12.67141,13.62468,4056
12.67214,13.61943,1035
12.68426,13.61469,31102
12.67309,13.60536,4480
12.66615,13.62409,4032
12.68006,13.61071,16681
12.67,13.60701,4729
12.67535,13.60172,9808
12.66566,13.6268,3246
12.37509,14.21556,1510
12.37355,14.21753,2643
12.37509,14.21556,536
12.3749,14.20691,583
12.37949,14.20404,1886
12.3749,14.20691,1635
12.37399,14.20028,1862
12.37949,14.20404,518
12.34336,14.1882,1507
12.34,14.18698,1733
12.35903,14.1704,39751
12.34706,14.34706,33250
12.35231,14.17489,5240
12.34825,14.18891,4229
12.3663,14.20805,503
12.3663,14.20805,2227
12.37221,14.21832,2572
12.36534,14.21466,2422
12.37221,14.21832,648
12.36534,14.21466,608
12.39405,14.19257,1512
12.39405,14.19257,173
10.08975,11.96592,157
10.08767,11.95846,135
10.0904,11.98521,104
10.08773,11.95863,102
10.08654,11.95693,112
10.08752,11.9574,92
10.33294,12.17821,168
10.32892,12.17843,397
10.22087,11.82167,104
10.05986,11.94209,115
10.0496,11.9229,109
10.04698,11.91499,181
10.13379,12.06259,157
10.27526,12.14238,148
10.06103,11.82708,42
10.10237,12.02952,156
10.18447,11.96274,201
10.21643,12.06017,112
10.227399,12.052203,357
10.21692,12.06683,216
10.24124,11.97156,87
12.8463,10.76098,433
12.84459,10.76196,512
12.699419,11.101292,185
12.86636,11.03306,1113
12.86341,11.0366,715
12.88077,11.03134,1505
12.87211,11.03252,881
12.88994,11.03299,1858
12.88942,11.04278,2379
12.88179,11.04068,1129
12.87679,11.04181,1977
12.88107,11.05028,3172
12.87982,11.04732,375
12.88238,11.04039,1177
12.86701,11.04286,517
12.84303,10.87739,134
12.87445,10.86285,60
12.84071,10.90928,1689
12.85416,10.95612,270
12.88259,11.03097,3598
12.87863,11.03681,2595
12.87821,11.0505,1759
12.76775,11.51137,101
12.76731,11.50531,148
12.76956,11.50971,182
