latitude,longitude,event_dates
11.84644,13.160274,2011-10-14 00:00:00.000
11.747,11.9608,2011-10-24 00:00:00.000
11.84644,13.160274,2011-11-02 00:00:00.000
11.747,11.9608,2011-11-04 00:00:00.000
11.84644,13.160274,2011-11-06 00:00:00.000
11.83022,12.63067,2011-11-09 00:00:00.000
11.84644,13.160274,2011-11-18 00:00:00.000
12.897,11.9304,2011-11-26 00:00:00.000
11.84644,13.160274,2011-11-27 00:00:00.000
11.747,11.9608,2011-12-22 00:00:00.000
11.7091,11.0694,2011-12-22 00:00:00.000
11.84644,13.160274,2011-12-22 00:00:00.000
11.747,11.9608,2011-12-23 00:00:00.000
11.747,11.9608,2011-12-25 00:00:00.000
11.84644,13.160274,2012-01-05 00:00:00.000
11.7091,11.0694,2012-01-06 00:00:00.000
11.84644,13.160274,2012-01-08 00:00:00.000
11.747,11.9608,2012-01-09 00:00:00.000
10.61285,12.19458,2012-01-09 00:00:00.000
11.7091,11.0694,2012-01-10 00:00:00.000
11.84644,13.160274,2012-01-16 00:00:00.000
10.26761,13.26436,2012-01-17 00:00:00.000
11.84644,13.160274,2012-01-17 00:00:00.000
11.84644,13.160274,2012-01-23 00:00:00.000
11.5,13.0,2012-01-27 00:00:00.000
11.84644,13.160274,2012-01-28 00:00:00.000
11.84644,13.160274,2012-01-30 00:00:00.000
11.84644,13.160274,2012-02-10 00:00:00.000
11.84644,13.160274,2012-02-12 00:00:00.000
12.0,11.5,2012-02-18 00:00:00.000
11.84644,13.160274,2012-02-20 00:00:00.000
10.85219,13.54889,2012-02-26 00:00:00.000
9.416667,12.133333,2012-02-29 00:00:00.000
11.84644,13.160274,2012-03-01 00:00:00.000
11.84644,13.160274,2012-03-02 00:00:00.000
11.84644,13.160274,2012-03-05 00:00:00.000
11.84644,13.160274,2012-03-09 00:00:00.000
9.333333,12.5,2012-03-09 00:00:00.000
11.5221,13.68558,2012-03-11 00:00:00.000
10.26761,13.26436,2012-03-13 00:00:00.000
11.84644,13.160274,2012-03-22 00:00:00.000
11.84644,13.160274,2012-03-24 00:00:00.000
11.84644,13.160274,2012-03-27 00:00:00.000
11.6775,11.334444,2012-03-27 00:00:00.000
11.84644,13.160274,2012-03-28 00:00:00.000
10.64697,12.91104,2012-03-29 00:00:00.000
12.0,11.5,2012-03-31 00:00:00.000
11.84644,13.160274,2012-04-01 00:00:00.000
11.84644,13.160274,2012-04-02 00:00:00.000
11.84644,13.160274,2012-04-07 00:00:00.000
11.7091,11.0694,2012-04-08 00:00:00.000
12.03609,13.91815,2012-04-09 00:00:00.000
11.255863,14.152438,2012-04-10 00:00:00.000
11.84644,13.160274,2012-04-11 00:00:00.000
11.84644,13.160274,2012-04-17 00:00:00.000
11.747,11.9608,2012-04-19 00:00:00.000
11.84644,13.160274,2012-04-19 00:00:00.000
11.84644,13.160274,2012-04-20 00:00:00.000
10.61285,12.19458,2012-04-21 00:00:00.000
11.84644,13.160274,2012-04-21 00:00:00.000
11.84644,13.160274,2012-04-24 00:00:00.000
11.84644,13.160274,2012-04-25 00:00:00.000
11.747,11.9608,2012-04-27 00:00:00.000
11.3548,14.21296,2012-05-04 00:00:00.000
11.84644,13.160274,2012-05-05 00:00:00.000
11.84644,13.160274,2012-05-09 00:00:00.000
11.84644,13.160274,2012-05-11 00:00:00.000
11.92543,13.60269,2012-05-12 00:00:00.000
11.84644,13.160274,2012-05-13 00:00:00.000
11.84644,13.160274,2012-05-22 00:00:00.000
11.84644,13.160274,2012-05-23 00:00:00.000
11.84644,13.160274,2012-06-05 00:00:00.000
11.84644,13.160274,2012-06-08 00:00:00.000
11.7091,11.0694,2012-06-12 00:00:00.000
11.747,11.9608,2012-06-18 00:00:00.000
11.747,11.9608,2012-06-21 00:00:00.000
11.747,11.9608,2012-06-24 00:00:00.000
11.747,11.9608,2012-06-26 00:00:00.000
11.747,11.9608,2012-06-30 00:00:00.000
10.79942,13.4622,2012-07-01 00:00:00.000
11.747,11.9608,2012-07-06 00:00:00.000
11.84644,13.160274,2012-07-10 00:00:00.000
11.84644,13.160274,2012-07-19 00:00:00.000
12.499,12.7848,2012-07-24 00:00:00.000
11.84644,13.160274,2012-07-26 00:00:00.000
11.84644,13.160274,2012-07-27 00:00:00.000
11.747,11.9608,2012-07-28 00:00:00.000
12.803918,13.840996,2012-07-30 00:00:00.000
11.84644,13.160274,2012-08-04 00:00:00.000
11.747,11.9608,2012-08-05 00:00:00.000
11.84644,13.160274,2012-08-12 00:00:00.000
11.747,11.9608,2012-08-12 00:00:00.000
11.747,11.9608,2012-08-14 00:00:00.000
11.84644,13.160274,2012-08-15 00:00:00.000
12.871,11.0482,2012-08-24 00:00:00.000
11.84644,13.160274,2012-08-26 00:00:00.000
11.747,11.9608,2012-08-29 00:00:00.000
11.84644,13.160274,2012-08-31 00:00:00.000
12.24421,13.8605,2012-09-01 00:00:00.000
11.84644,13.160274,2012-09-05 00:00:00.000
11.747,11.9608,2012-09-05 00:00:00.000
11.84644,13.160274,2012-09-07 00:00:00.000
11.84644,13.160274,2012-09-16 00:00:00.000
11.5221,13.68558,2012-09-17 00:00:00.000
11.84644,13.160274,2012-09-19 00:00:00.000
11.84644,13.160274,2012-09-23 00:00:00.000
11.747,11.9608,2012-09-23 00:00:00.000
10.26761,13.26436,2012-09-24 00:00:00.000
11.747,11.9608,2012-10-07 00:00:00.000
11.84644,13.160274,2012-10-07 00:00:00.000
11.84644,13.160274,2012-10-08 00:00:00.000
11.84644,13.160274,2012-10-15 00:00:00.000
11.7091,11.0694,2012-10-18 00:00:00.000
11.84644,13.160274,2012-10-20 00:00:00.000
11.09826,12.76417,2012-11-02 00:00:00.000
11.28674,11.30772,2012-11-04 00:00:00.000
12.871,11.0482,2012-11-06 00:00:00.000
11.26889,11.99694,2012-11-09 00:00:00.000
11.84644,13.160274,2012-11-15 00:00:00.000
11.747,11.9608,2012-11-18 00:00:00.000
11.84644,13.160274,2012-11-24 00:00:00.000
12.04639,14.48093,2012-11-25 00:00:00.000
11.84644,13.160274,2012-11-25 00:00:00.000
11.84644,13.160274,2012-11-27 00:00:00.000
12.28295,14.47243,2012-11-28 00:00:00.000
11.84644,13.160274,2012-12-01 00:00:00.000
12.37066,14.21731,2012-12-02 00:00:00.000
13.09771,12.4952,2012-12-02 00:00:00.000
11.84644,13.160274,2012-12-04 00:00:00.000
11.84644,13.160274,2012-12-05 00:00:00.000
11.7091,11.0694,2012-12-10 00:00:00.000
11.84644,13.160274,2012-12-16 00:00:00.000
11.7091,11.0694,2012-12-23 00:00:00.000
11.5032,11.9367,2012-12-28 00:00:00.000
11.84644,13.160274,2012-12-28 00:00:00.000
11.7091,11.0694,2012-12-29 00:00:00.000
9.86975,13.2048,2012-12-29 00:00:00.000
11.84644,13.160274,2013-01-01 00:00:00.000
12.36532,13.8293,2013-01-02 00:00:00.000
11.7268,11.0954,2013-01-02 00:00:00.000
11.84644,13.160274,2013-01-07 00:00:00.000
11.15604,12.75758,2013-01-21 00:00:00.000
11.84644,13.160274,2013-01-23 00:00:00.000
11.84644,13.160274,2013-01-24 00:00:00.000
11.25,13.416667,2013-01-30 00:00:00.000
11.09826,12.76417,2013-01-30 00:00:00.000
11.5221,13.68558,2013-02-12 00:00:00.000
11.84644,13.160274,2013-02-15 00:00:00.000
11.84644,13.160274,2013-02-20 00:00:00.000
11.84644,13.160274,2013-02-22 00:00:00.000
11.84644,13.160274,2013-02-25 00:00:00.000
11.84644,13.160274,2013-02-28 00:00:00.000
12.67863,13.60792,2013-03-03 00:00:00.000
11.103593,13.712982,2013-03-04 00:00:00.000
11.103593,13.712983,2013-03-04 00:00:00.000
11.84644,13.160274,2013-03-09 00:00:00.000
12.21532,14.18319,2013-03-12 00:00:00.000
11.103593,13.712982,2013-03-15 00:00:00.000
11.84644,13.160274,2013-03-19 00:00:00.000
8.433333,12.066667,2013-03-22 00:00:00.000
11.0,11.71667,2013-03-25 00:00:00.000
12.897,11.9304,2013-03-26 00:00:00.000
11.84644,13.160274,2013-04-03 00:00:00.000
12.1076,11.7539,2013-04-11 00:00:00.000
13.09466,13.82343,2013-04-16 00:00:00.000
12.871,11.0482,2013-04-25 00:00:00.000
11.5221,13.68558,2013-04-25 00:00:00.000
11.84644,13.160274,2013-04-26 00:00:00.000
11.226071,13.783778,2013-04-30 00:00:00.000
11.5221,13.68558,2013-05-07 00:00:00.000
11.5,13.0,2013-05-15 00:00:00.000
9.333333,12.5,2013-05-15 00:00:00.000
12.0,11.5,2013-05-15 00:00:00.000
11.25,13.416667,2013-05-17 00:00:00.000
11.84644,13.160274,2013-05-18 00:00:00.000
11.25,13.416667,2013-05-19 00:00:00.000
11.84644,13.160274,2013-05-24 00:00:00.000
11.84644,13.160274,2013-05-25 00:00:00.000
11.84644,13.160274,2013-06-06 00:00:00.000
11.84644,13.160274,2013-06-07 00:00:00.000
11.84644,13.160274,2013-06-08 00:00:00.000
11.84644,13.160274,2013-06-09 00:00:00.000
11.103593,13.712983,2013-06-26 00:00:00.000
11.567505,11.003941,2013-06-27 00:00:00.000
11.89912,13.29155,2013-06-29 00:00:00.000
11.89912,13.29155,2013-06-30 00:00:00.000
11.84644,13.160274,2013-07-03 00:00:00.000
11.6708,11.4286,2013-07-04 00:00:00.000
11.89912,13.29155,2013-07-16 00:00:00.000
11.5221,13.68558,2013-07-21 00:00:00.000
11.5221,13.68558,2013-08-04 00:00:00.000
13.6734,13.3388,2013-08-04 00:00:00.000
12.37066,14.21731,2013-08-05 00:00:00.000
11.48451,12.31264,2013-08-06 00:00:00.000
10.3498,13.40646,2013-08-10 00:00:00.000
11.65583,13.42133,2013-08-11 00:00:00.000
11.25,13.416667,2013-08-19 00:00:00.000
11.84644,13.160274,2013-08-20 00:00:00.000
11.103593,13.712982,2013-08-21 00:00:00.000
10.18948,12.52765,2013-08-25 00:00:00.000
11.58605,13.00278,2013-09-05 00:00:00.000
11.439891,12.945559,2013-09-10 00:00:00.000
10.14783,12.43245,2013-09-11 00:00:00.000
12.50884,13.10414,2013-09-12 00:00:00.000
12.459779,13.193997,2013-09-13 00:00:00.000
11.383731,13.864889,2013-09-13 00:00:00.000
12.499,12.7848,2013-09-13 00:00:00.000
11.8072,12.4909,2013-09-17 00:00:00.000
11.26889,11.99694,2013-09-18 00:00:00.000
11.38333,11.96667,2013-09-30 00:00:00.000
11.5,13.0,2013-10-02 00:00:00.000
11.15604,12.75758,2013-10-06 00:00:00.000
11.5221,13.68558,2013-10-13 00:00:00.000
11.5221,13.68558,2013-10-20 00:00:00.000
11.5,13.0,2013-10-21 00:00:00.000
11.51667,12.53333,2013-10-24 00:00:00.000
11.61294,12.520037,2013-10-24 00:00:00.000
11.747,11.9608,2013-10-24 00:00:00.000
11.448477,13.759141,2013-10-26 00:00:00.000
11.64518,12.45165,2013-10-30 00:00:00.000
11.747,11.9608,2013-10-31 00:00:00.000
11.52059,14.09661,2013-11-04 00:00:00.000
11.09826,12.76417,2013-11-14 00:00:00.000
11.16667,13.41667,2013-11-15 00:00:00.000
11.16667,13.41667,2013-11-25 00:00:00.000
11.84644,13.160274,2013-12-02 00:00:00.000
11.42987,14.32478,2013-12-12 00:00:00.000
11.103593,13.712982,2013-12-13 00:00:00.000
11.83022,12.63067,2013-12-13 00:00:00.000
11.58605,13.00278,2013-12-13 00:00:00.000
10.31389,13.26453,2013-12-18 00:00:00.000
11.5221,13.68558,2013-12-19 00:00:00.000
11.5221,13.68558,2013-12-28 00:00:00.000
13.151034,13.964249,2013-12-28 00:00:00.000
11.691757,13.222078,2014-01-08 00:00:00.000
11.15604,12.75758,2014-01-09 00:00:00.000
11.84644,13.160274,2014-01-15 00:00:00.000
11.255863,14.152438,2014-01-15 00:00:00.000
11.5,13.0,2014-01-24 00:00:00.000
10.85219,13.54889,2014-02-12 00:00:00.000
10.90484,12.08863,2014-02-18 00:00:00.000
11.5221,13.68558,2014-02-19 00:00:00.000
10.85601,13.28069,2014-03-01 00:00:00.000
10.88333,13.31667,2014-03-01 00:00:00.000
11.83022,12.63067,2014-03-02 00:00:00.000
11.5,13.0,2014-03-02 00:00:00.000
9.333333,12.5,2014-03-03 00:00:00.000
11.925833,13.605556,2014-03-05 00:00:00.000
10.18948,12.52765,2014-03-08 00:00:00.000
11.103593,13.712983,2014-03-10 00:00:00.000
11.84644,13.160274,2014-03-14 00:00:00.000
11.48451,12.31264,2014-03-15 00:00:00.000
11.724167,13.284722,2014-03-15 00:00:00.000
11.16667,13.41667,2014-03-19 00:00:00.000
11.691757,13.222078,2014-03-20 00:00:00.000
11.25,13.416667,2014-03-22 00:00:00.000
10.170877,13.385249,2014-03-22 00:00:00.000
11.5,13.0,2014-03-22 00:00:00.000
11.47342,13.37837,2014-03-22 00:00:00.000
11.84644,13.160274,2014-03-25 00:00:00.000
9.2,12.48333,2014-03-27 00:00:00.000
11.25,13.416667,2014-03-29 00:00:00.000
11.5,13.0,2014-03-31 00:00:00.000
11.25,13.416667,2014-03-31 00:00:00.000
11.84644,13.160274,2014-04-01 00:00:00.000
11.226071,13.783778,2014-04-05 00:00:00.000
11.103593,13.712983,2014-04-05 00:00:00.000
11.17255,13.76114,2014-04-05 00:00:00.000
10.86583,12.84702,2014-04-14 00:00:00.000
11.6775,11.334444,2014-04-19 00:00:00.000
11.3885,12.9074,2014-04-24 00:00:00.000
11.103593,13.712983,2014-05-01 00:00:00.000
12.37066,14.21731,2014-05-05 00:00:00.000
10.86583,12.84702,2014-05-13 00:00:00.000
10.85219,13.54889,2014-05-14 00:00:00.000
11.643296,13.675719,2014-05-25 00:00:00.000
11.26889,11.99694,2014-05-27 00:00:00.000
10.90484,12.08863,2014-05-30 00:00:00.000
11.572354,13.536488,2014-05-30 00:00:00.000
10.85219,13.54889,2014-06-05 00:00:00.000
11.83022,12.63067,2014-06-06 00:00:00.000
11.16667,13.41667,2014-06-07 00:00:00.000
11.5,13.0,2014-06-18 00:00:00.000
11.103593,13.712982,2014-06-22 00:00:00.000
10.83642,12.7705,2014-06-22 00:00:00.000
10.868515,12.708618,2014-06-22 00:00:00.000
11.3885,12.9074,2014-06-24 00:00:00.000
11.52059,14.09661,2014-06-24 00:00:00.000
11.48451,12.31264,2014-06-27 00:00:00.000
10.21617,12.06198,2014-06-30 00:00:00.000
11.15604,12.75758,2014-07-04 00:00:00.000
12.42499,13.9373,2014-07-05 00:00:00.000
11.5,13.0,2014-07-05 00:00:00.000
11.52059,14.09661,2014-07-05 00:00:00.000
12.42499,13.9373,2014-07-06 00:00:00.000
11.65822,13.03365,2014-07-09 00:00:00.000
10.74025,13.21742,2014-07-14 00:00:00.000
11.46991,13.75786,2014-07-26 00:00:00.000
10.41452,12.56634,2014-07-27 00:00:00.000
11.5,13.0,2014-07-31 00:00:00.000
11.103593,13.712982,2014-08-05 00:00:00.000
10.98267,13.66066,2014-08-07 00:00:00.000
11.103593,13.712982,2014-08-08 00:00:00.000
11.15604,12.75758,2014-08-08 00:00:00.000
11.226071,13.783778,2014-08-09 00:00:00.000
11.483371,13.72786,2014-08-09 00:00:00.000
11.448477,13.759141,2014-08-09 00:00:00.000
12.96309,13.60899,2014-08-13 00:00:00.000
10.98267,13.66066,2014-08-19 00:00:00.000
12.37066,14.21731,2014-08-24 00:00:00.000
12.37066,14.21731,2014-08-27 00:00:00.000
11.5221,13.68558,2014-09-01 00:00:00.000
11.255863,14.152438,2014-09-02 00:00:00.000
11.572354,13.536488,2014-09-06 00:00:00.000
10.90484,12.08863,2014-09-07 00:00:00.000
10.56617,13.31976,2014-09-08 00:00:00.000
10.26761,13.26436,2014-09-08 00:00:00.000
10.56617,13.31976,2014-09-09 00:00:00.000
10.343242,13.321153,2014-09-09 00:00:00.000
11.8826,13.3434,2014-09-12 00:00:00.000
11.65583,13.42133,2014-09-13 00:00:00.000
10.56617,13.31976,2014-09-16 00:00:00.000
11.65583,13.42133,2014-09-16 00:00:00.000
11.8072,12.4909,2014-09-17 00:00:00.000
11.7593,12.2561,2014-09-17 00:00:00.000
11.83022,12.63067,2014-09-19 00:00:00.000
11.65583,13.42133,2014-09-25 00:00:00.000
11.65583,13.42133,2014-09-26 00:00:00.000
11.8072,12.4909,2014-09-28 00:00:00.000
11.3885,12.9074,2014-10-05 00:00:00.000
11.26889,11.99694,2014-10-05 00:00:00.000
10.343242,13.321153,2014-10-06 00:00:00.000
10.56617,13.31976,2014-10-06 00:00:00.000
10.88942,13.62832,2014-10-06 00:00:00.000
10.61592,13.3849,2014-10-06 00:00:00.000
11.15604,12.75758,2014-10-19 00:00:00.000
11.15604,12.75758,2014-10-21 00:00:00.000
13.6169,13.26438,2014-10-25 00:00:00.000
12.92475,13.56617,2014-10-27 00:00:00.000
10.77813,12.23147,2014-10-31 00:00:00.000
11.7091,11.0694,2014-11-05 00:00:00.000
13.6734,13.3388,2014-11-05 00:00:00.000
10.26761,13.26436,2014-11-13 00:00:00.000
10.1525,12.93849,2014-11-16 00:00:00.000
10.2317,12.93042,2014-11-16 00:00:00.000
10.16138,12.7399,2014-11-16 00:00:00.000
11.954357,13.34035,2014-11-16 00:00:00.000
13.09771,12.4952,2014-11-21 00:00:00.000
10.41452,12.56634,2014-11-21 00:00:00.000
10.312088,13.162663,2014-11-27 00:00:00.000
11.747,11.9608,2014-12-01 00:00:00.000
11.65583,13.42133,2014-12-01 00:00:00.000
12.0,11.5,2014-12-06 00:00:00.000
10.40416,13.16873,2014-12-06 00:00:00.000
10.18948,12.52765,2014-12-09 00:00:00.000
11.3885,12.9074,2014-12-17 00:00:00.000
11.439891,12.945559,2014-12-19 00:00:00.000
11.65583,13.42133,2014-12-19 00:00:00.000
11.6775,11.334444,2014-12-19 00:00:00.000
13.12111,13.86032,2015-01-03 00:00:00.000
12.1076,11.7539,2015-01-03 00:00:00.000
11.603451,13.488365,2015-01-05 00:00:00.000
11.747,11.9608,2015-01-09 00:00:00.000
11.7091,11.0694,2015-01-10 00:00:00.000
10.45509,13.22233,2015-01-10 00:00:00.000
11.65583,13.42133,2015-01-11 00:00:00.000
10.61285,12.19458,2015-01-14 00:00:00.000
11.84644,13.160274,2015-01-25 00:00:00.000
11.65583,13.42133,2015-01-25 00:00:00.000
12.67863,13.60792,2015-01-25 00:00:00.000
12.67863,13.60792,2015-01-26 00:00:00.000
13.6169,13.26438,2015-01-28 00:00:00.000
11.7091,11.0694,2015-02-01 00:00:00.000
11.84644,13.160274,2015-02-01 00:00:00.000
10.61592,13.3849,2015-02-01 00:00:00.000
11.755521,13.106469,2015-02-01 00:00:00.000
11.8826,13.3434,2015-02-01 00:00:00.000
11.65822,13.03365,2015-02-01 00:00:00.000
11.84644,13.160274,2015-02-02 00:00:00.000
12.37066,14.21731,2015-02-03 00:00:00.000
13.6734,13.3388,2015-02-05 00:00:00.000
11.15604,12.75758,2015-02-08 00:00:00.000
13.09969,12.1079,2015-02-09 00:00:00.000
12.37066,14.21731,2015-02-11 00:00:00.000
12.00302,12.95289,2015-02-16 00:00:00.000
12.21285,13.10789,2015-02-16 00:00:00.000
12.25795,13.10964,2015-02-16 00:00:00.000
12.252155,13.105596,2015-02-16 00:00:00.000
12.49303,13.20914,2015-02-16 00:00:00.000
12.59118,13.20762,2015-02-16 00:00:00.000
12.576,13.41361,2015-02-16 00:00:00.000
11.5,13.0,2015-02-16 00:00:00.000
12.67863,13.60792,2015-02-16 00:00:00.000
12.03609,13.91815,2015-02-17 00:00:00.000
13.09969,12.1079,2015-02-17 00:00:00.000
10.86583,12.84702,2015-02-19 00:00:00.000
11.103593,13.712982,2015-02-19 00:00:00.000
11.25,13.416667,2015-02-19 00:00:00.000
13.09466,13.82343,2015-02-20 00:00:00.000
12.37066,14.21731,2015-02-24 00:00:00.000
10.61285,12.19458,2015-02-26 00:00:00.000
11.0,11.71667,2015-02-27 00:00:00.000
10.79942,13.4622,2015-02-27 00:00:00.000
11.83022,12.63067,2015-02-28 00:00:00.000
11.65583,13.42133,2015-03-02 00:00:00.000
12.03609,13.91815,2015-03-02 00:00:00.000
11.26889,11.99694,2015-03-07 00:00:00.000
13.09771,12.4952,2015-03-08 00:00:00.000
13.6734,13.3388,2015-03-08 00:00:00.000
11.8072,12.4909,2015-03-08 00:00:00.000
11.5221,13.68558,2015-03-09 00:00:00.000
10.16138,12.7399,2015-03-09 00:00:00.000
11.52059,14.09661,2016-08-14 00:00:00.000
11.25,13.416667,2016-08-19 00:00:00.000
11.32643,13.96658,2016-08-22 00:00:00.000
11.25,13.416667,2016-08-23 00:00:00.000
11.52059,14.09661,2016-09-10 00:00:00.000
12.03609,13.91815,2016-09-11 00:00:00.000
11.58605,13.00278,2016-09-17 00:00:00.000
11.383731,13.864889,2016-09-25 00:00:00.000
11.21673,13.45574,2016-09-28 00:00:00.000
11.25,13.416667,2016-10-02 00:00:00.000
11.103593,13.712982,2016-10-06 00:00:00.000
11.226071,13.783778,2016-10-13 00:00:00.000
13.36901,12.78577,2016-10-16 00:00:00.000
11.84644,13.160274,2016-10-30 00:00:00.000
11.10682,13.50868,2016-11-03 00:00:00.000
11.103593,13.712983,2016-11-04 00:00:00.000
10.8856,12.70429,2016-11-05 00:00:00.000
11.309954,14.187145,2016-11-08 00:00:00.000
11.439891,12.945559,2016-11-11 00:00:00.000
11.134345,13.387603,2016-11-15 00:00:00.000
11.45179,13.75936,2016-11-16 00:00:00.000
11.84644,13.160274,2016-11-18 00:00:00.000
11.5221,13.68558,2016-11-19 00:00:00.000
10.76891,13.14579,2016-11-23 00:00:00.000
11.46991,13.75786,2016-11-26 00:00:00.000
11.25,13.416667,2016-11-30 00:00:00.000
11.52059,14.09661,2016-12-05 00:00:00.000
10.98267,13.66066,2016-12-15 00:00:00.000
11.448477,13.759141,2016-12-17 00:00:00.000
11.646278,14.103572,2016-12-19 00:00:00.000
11.52059,14.09661,2016-12-20 00:00:00.000
11.646278,14.103572,2017-01-01 00:00:00.000
11.14164,13.77493,2017-01-02 00:00:00.000
10.79942,13.4622,2017-01-04 00:00:00.000
11.14164,13.77493,2017-01-07 00:00:00.000
11.925833,13.605556,2017-01-08 00:00:00.000
11.25,13.416667,2017-01-09 00:00:00.000
11.95701,13.90569,2017-01-12 00:00:00.000
11.771917,13.787394,2017-01-12 00:00:00.000
11.25,13.416667,2017-01-13 00:00:00.000
11.84644,13.160274,2017-01-16 00:00:00.000
12.28295,14.47243,2017-01-19 00:00:00.000
11.925833,13.605556,2017-01-24 00:00:00.000
11.305929,14.018955,2017-01-28 00:00:00.000
11.16667,13.41667,2017-01-29 00:00:00.000
10.992537,12.576223,2017-01-31 00:00:00.000
11.755521,13.106469,2017-01-31 00:00:00.000
11.255863,14.152438,2017-01-31 00:00:00.000
11.175034,13.793771,2017-02-06 00:00:00.000
11.37629,13.85394,2017-02-07 00:00:00.000
11.755521,13.106469,2017-02-07 00:00:00.000
11.97351,13.71187,2017-02-09 00:00:00.000
11.3548,14.21296,2017-02-14 00:00:00.000
11.103593,13.712983,2017-02-15 00:00:00.000
11.869642,13.253906,2017-02-16 00:00:00.000
11.03344,13.73641,2017-02-17 00:00:00.000
11.103593,13.712983,2017-02-21 00:00:00.000
11.226071,13.783778,2017-02-21 00:00:00.000
11.435861,13.792824,2017-02-25 00:00:00.000
11.52059,14.09661,2017-02-27 00:00:00.000
11.103593,13.712983,2017-02-27 00:00:00.000
11.466898,14.145625,2017-03-04 00:00:00.000
11.103593,13.712983,2017-03-05 00:00:00.000
11.896304,14.094273,2017-03-08 00:00:00.000
11.90069,14.02693,2017-03-11 00:00:00.000
11.84644,13.160274,2017-03-11 00:00:00.000
11.3548,14.21296,2017-03-13 00:00:00.000
12.2,14.48333,2017-03-14 00:00:00.000
12.2,14.5,2017-03-14 00:00:00.000
12.07872,14.45192,2017-03-14 00:00:00.000
12.044386,14.452477,2017-03-14 00:00:00.000
11.99572,14.44617,2017-03-14 00:00:00.000
12.04639,14.48093,2017-03-14 00:00:00.000
11.99351,14.45069,2017-03-14 00:00:00.000
11.9851,14.45458,2017-03-14 00:00:00.000
11.96713,14.46198,2017-03-14 00:00:00.000
11.9465,14.44154,2017-03-14 00:00:00.000
11.83214,14.49197,2017-03-14 00:00:00.000
11.81509,14.43586,2017-03-14 00:00:00.000
12.16667,14.48333,2017-03-14 00:00:00.000
11.89634,14.46772,2017-03-14 00:00:00.000
12.1131,12.8274,2017-03-15 00:00:00.000
11.46991,13.75786,2017-03-15 00:00:00.000
11.5,13.0,2017-03-15 00:00:00.000
11.925833,13.605556,2017-03-16 00:00:00.000
11.47342,13.37837,2017-03-23 00:00:00.000
11.910244,13.578966,2017-03-26 00:00:00.000
11.90069,14.02693,2017-03-29 00:00:00.000
11.9648,14.16666,2017-04-01 00:00:00.000
11.925833,13.605556,2017-04-07 00:00:00.000
11.84644,13.160274,2017-04-09 00:00:00.000
11.76002,13.26606,2017-04-12 00:00:00.000
12.04639,14.48093,2017-04-17 00:00:00.000
12.16667,14.48333,2017-04-17 00:00:00.000
12.07872,14.45192,2017-04-17 00:00:00.000
12.044386,14.452477,2017-04-17 00:00:00.000
11.99351,14.45069,2017-04-17 00:00:00.000
12.2,14.48333,2017-04-17 00:00:00.000
12.2,14.5,2017-04-17 00:00:00.000
11.96194,14.3475,2017-04-17 00:00:00.000
11.0262,13.57547,2017-04-18 00:00:00.000
11.032172,13.646672,2017-04-18 00:00:00.000
11.103593,13.712983,2017-04-19 00:00:00.000
10.88942,13.62832,2017-04-26 00:00:00.000
11.25,13.416667,2017-04-27 00:00:00.000
11.09826,12.76417,2017-04-28 00:00:00.000
11.870457,13.250751,2017-05-03 00:00:00.000
11.84644,13.160274,2017-05-13 00:00:00.000
11.25,13.416667,2017-05-17 00:00:00.000
11.8284,13.188047,2017-05-17 00:00:00.000
11.84644,13.160274,2017-05-18 00:00:00.000
11.16667,13.41667,2017-05-23 00:00:00.000
11.84644,13.160274,2017-05-30 00:00:00.000
11.84644,13.160274,2017-06-07 00:00:00.000
11.15604,12.75758,2017-06-09 00:00:00.000
11.707381,13.708122,2017-06-10 00:00:00.000
11.96194,14.3475,2017-06-11 00:00:00.000
10.91729,12.514962,2017-06-17 00:00:00.000
10.931916,12.524372,2017-06-18 00:00:00.000
12.041111,13.677179,2017-06-20 00:00:00.000
11.58605,13.00278,2017-06-20 00:00:00.000
11.02793,13.681268,2017-07-04 00:00:00.000
11.84644,13.160274,2017-07-06 00:00:00.000
11.226071,13.783778,2017-07-06 00:00:00.000
11.52059,14.09661,2017-07-08 00:00:00.000
10.98267,13.66066,2017-07-10 00:00:00.000
11.37629,13.85394,2017-07-10 00:00:00.000
11.03609,13.71627,2017-07-10 00:00:00.000
11.84644,13.160274,2017-07-16 00:00:00.000
11.925833,13.605556,2017-07-17 00:00:00.000
11.21364,13.11915,2017-07-18 00:00:00.000
11.374388,13.876097,2017-07-22 00:00:00.000
11.572354,13.536488,2017-07-22 00:00:00.000
11.76002,13.26606,2017-07-23 00:00:00.000
11.103593,13.712983,2017-07-28 00:00:00.000
11.37448,14.01769,2017-07-29 00:00:00.000
11.646278,14.103572,2017-07-31 00:00:00.000
12.17309,12.63114,2017-08-01 00:00:00.000
11.755521,13.106469,2017-08-04 00:00:00.000
11.925833,13.605556,2017-08-04 00:00:00.000
11.403586,13.835853,2017-08-05 00:00:00.000
11.646278,14.103572,2017-08-05 00:00:00.000
10.873699,13.539221,2017-08-06 00:00:00.000
11.90069,14.02693,2017-08-07 00:00:00.000
11.25,13.416667,2017-08-08 00:00:00.000
10.85219,13.54889,2017-08-15 00:00:00.000
11.870457,13.250751,2017-08-23 00:00:00.000
11.588568,13.510694,2017-08-24 00:00:00.000
11.25,13.416667,2017-08-29 00:00:00.000
11.25,13.416667,2017-09-01 00:00:00.000
11.3838,13.60416,2017-09-01 00:00:00.000
