lgs_names,status,latitude,longitude
Numan,Open,9.475401,11.982484
Song,Open,9.834433,12.628058
Lamurde,Open,9.506592,11.734079
Yola South,Open,9.148552,12.476721
Song,Open,9.729119,12.733763
Demsa,Open,9.295058,11.807469
Guyuk,Open,9.78211,11.908221
Fufore,Open,9.380205,12.700994
Fufore,Open,9.449948,12.6992
Maiha,Open,10.095226,13.247889
Madagali,Open,10.921963,13.57896
Michika,Open,10.600448,13.363025
Girei,Open,9.484112,12.40732
Demsa,Open,9.408238,11.995223
Toungo,Open,8.218085,12.096925
Fufore,Open,8.979861,12.618429
Mubi South,Open,10.143136,13.370018
Shelleng,Open,10.049965,12.014073
Maiha,Open,9.552189,13.106448
Gombi,Open,10.375167,12.578141
Guyuk,Open,9.846382,11.900065
Toungo,Open,8.176217,12.094916
Mayo-Belwa,Open,9.168015,11.704403
Yola South,Open,9.350495,12.282795
Mubi South,Open,10.168551,13.369599
Demsa,Open,9.233718,11.788478
Lamurde,Open,9.436135,11.526155
Fufore,Open,9.596616,13.051559
Mubi North,Open,10.274218,13.281188
Jada,Open,8.756403,12.167666
Girei,Open,9.56897,12.455293
Ganye,Open,8.465696,11.989013
Madagali,Open,10.825361,13.611711
Fufore,Open,9.4125267,12.7994783
Demsa,Open,9.511467,12.207236
Ganye,Open,8.458377,11.881559
Shelleng,Open,9.893592,12.017506
Madagali,Open,10.878776,13.556028
Maiha,Open,10.07428,13.245323
Girei,Open,9.568663,12.304543
Demsa,Open,9.498064,12.251739
Guyuk,Open,9.811989,11.87052
Madagali,Open,10.883255,13.633829
Gombi,Open,10.2010492,12.2992382
Gombi,Open,10.215263,12.494624
Mayo-Belwa,Open,9.132297,11.773004
Gombi,Open,10.147969,12.567568
Maiha,Open,10.054364,13.236992
Mubi North,Open,10.419433,13.395792
Hong,Open,10.448917,13.006863
Shelleng,Open,9.839016,12.146135
Song,Open,10.076596,12.734058
Madagali,Open,10.749988,13.437554
Girei,Open,9.536312,12.385036
Girei,Open,9.298087,12.501793
Song,Open,10.015108,12.558529
Mubi North,Open,10.30298,13.257404
Ganye,Open,8.471875,12.090966
Guyuk,Open,9.983946,11.961237
Numan,Open,9.485559,12.018274
Fufore,Open,8.946688,12.57744
Girei,Open,9.588601,12.539931
Fufore,Open,9.582136,12.915557
Jada,Open,8.875018,12.184004
Mayo-Belwa,Open,9.08455,11.772967
Gombi,Open,10.177969,12.457021
Mubi North,Open,10.372778,13.386239
Girei,Open,9.509053,12.641997
Guyuk,Open,9.913577,11.931044
Hong,Open,10.384666,12.824471
Mayo-Belwa,Open,9.11223,11.82968
Mayo-Belwa,Open,9.161417,12.010387
Michika,Open,10.537494,13.329888
Yola South,Open,9.306423,12.292764
Numan,Open,9.461786,12.020741
Yola South,Open,9.359113,12.19902
Michika,Open,10.514646,13.280094
Lamurde,Open,9.572448,11.759315
Toungo,Open,7.980473,12.20381
Song,Open,9.74407,12.713365
Maiha,Open,9.98812,13.271383
Madagali,Open,10.744931,13.416565
Madagali,Open,10.687862,13.541299
Fufore,Open,8.993691,12.420233
Mubi North,Open,10.302044,13.249023
Fufore,Open,9.103266,12.472707
Mubi North,Open,10.436079,13.281847
Mubi South,Open,10.13308,13.345524
Demsa,Open,9.632121,12.216384
Yola South,Open,9.286037,12.230487
Yola North,Open,9.231484,12.438595
Jada,Open,8.483477,12.033114
Ganye,Open,8.57246,12.251908
Lamurde,Open,9.611346,11.787224
Mayo-Belwa,Open,8.70385,11.825077
Ganye,Open,8.393133,12.138012
Yola South,Open,9.260188,12.39804
Guyuk,Open,9.720383,11.8833
Lamurde,Open,9.642655,11.825948
Hong,Open,10.224282,12.929915
Yola North,Open,9.286293,12.454157
Gombi,Open,10.143569,12.222778
Shelleng,Open,10.005473,12.022179
Mayo-Belwa,Open,8.709495,11.85383
Gombi,Open,10.039288,12.367553
Fufore,Open,9.251008,12.633352
Gombi,Open,10.164641,12.704655
Maiha,Open,9.890377,13.201801
Jada,Open,8.753574,12.15619
Ganye,Open,8.246768,12.182261
Fufore,Open,9.468563,12.677267
Yola South,Open,9.2592,12.195369
Yola South,Open,9.208325,12.511355
Madagali,Open,10.864434,13.520715
Maiha,Open,9.583517,13.219874
Guyuk,Open,9.765097,11.911835
Gombi,Open,10.233667,12.362992
Numan,Open,9.447375,11.900834
Girei,Open,9.408989,12.514711
Jada,Open,8.618034,12.364165
Yola South,Open,9.204062,12.586948
Girei,Open,9.588769,12.539621
Gombi,Open,10.243093,12.777529
Fufore,Open,9.05226,12.076701
Jada,Open,8.573836,12.382206
Madagali,Open,10.895679,13.375716
Yola North,Open,9.271617,12.446438
Hong,Open,10.40512,13.047678
Mubi North,Open,10.47369,13.282675
Mubi North,Open,10.407505,13.26264
Fufore,Open,9.24395,12.873294
Demsa,Open,9.608511,12.191319
Yola South,Open,9.190722,12.516482
Demsa,Open,9.308144,11.790437
Madagali,Open,10.71218,13.59413
Toungo,Open,8.116425,12.038219
Guyuk,Open,9.6809789,11.8673216
Lamurde,Open,9.51489,11.769013
Toungo,Open,8.153259,11.941342
Fufore,Open,9.294442,12.742002
Mubi North,Open,10.239263,13.406406
Mayo-Belwa,Open,8.775225,11.96003
Demsa,Open,9.225963,11.75184
Lamurde,Open,9.558573,11.674088
Fufore,Open,9.537854,12.85888
Fufore,Open,9.0913883,12.570013
Ganye,Open,8.378979,11.957887
Mubi South,Open,10.271592,13.237051
Hong,Open,10.239216,12.950291
Jada,Open,8.628258,12.437679
Fufore,Open,9.344476,12.682492
Mubi South,Open,10.172959,13.187358
Shelleng,Open,9.941919,12.133236
Guyuk,Open,9.885697,11.896248
Mayo-Belwa,Open,9.001022,11.956537
Toungo,Open,8.118569,12.100539
Numan,Open,9.507234,11.984055
Hong,Open,10.303254,13.166018
Gombi,Open,10.231379,12.638516
Mubi North,Open,10.252184,13.413057
Madagali,Open,10.843017,13.651439
Hong,Open,10.1377916,12.9839575
Abadam,Closed,13.6184276,13.2633409
Ngala,Closed,12.21025,14.29713
Mafa,Closed,11.9516048,13.3273094
Magumeri,Closed,12.241621,12.7641271
Shani,Open,10.1337451,12.0644689
Damboa,Closed,11.2591736,12.453368
Damboa,Closed,11.0269092,12.2604385
Mafa,Closed,12.1892558,13.749072
Bayo,Open,10.2123142,11.6862133
Kukawa,Closed,13.3585493,13.6848571
Hawul,Open,10.4789895,12.2474883
Gubio,Closed,12.8982543,12.81621
Kala/Balge,Closed,11.8095001,14.6051667
Maiduguri,Open,11.8620586,13.1167088
Marte,Closed,12.3473668,13.9131117
Hawul,Open,10.5237797,12.2512951
Chibok,Open,10.7914951,12.9196466
Chibok,Open,10.7247857,12.8844078
Biu,Open,10.7382721,12.14957
Nganzai,Closed,12.1009424,13.2051255
Hawul,Open,10.5791914,12.2939918
Damboa,Closed,10.9322318,12.5261066
Monguno,Closed,12.6226673,13.6062974
Jere,Closed,11.8816352,13.2147684
Dikwa,Closed,12.0219773,13.9977139
Bama,Open,11.5130937,13.6860335
Bama,Closed,11.5077657,13.6719006
Kaga,Closed,11.5157222,12.4285222
Gwoza,Closed,11.0709592,13.7687319
Dikwa,Closed,11.9699514,13.9888798
Biu,Open,10.6173321,12.1980964
Biu,Open,10.8780461,12.1105914
Chibok,Closed,10.9046847,12.7214174
Monguno,Closed,12.5515348,13.4689642
Kukawa,Open,13.3090045,13.5029093
Mafa,Closed,11.8327383,13.4070609
Damboa,Closed,11.2525986,13.1719555
Hawul,Open,10.3667656,12.0478729
Askira/Uba,Open,10.6659139,12.9635915
Marte,Closed,12.45531,13.74321
Biu,Open,10.6206007,12.1694508
Bama,Closed,11.5756427,14.2370203
Maiduguri,Open,11.8394178,13.1714247
Marte,Closed,12.2834241,13.498434
Damboa,Open,11.151115,12.7677229
Monguno,Closed,12.4817798,13.6088083
Askira/Uba,Open,10.4552049,13.2064472
Kukawa,Closed,12.8114467,13.6709761
Jere,Open,11.7484049,13.1010443
Damboa,Closed,11.0855528,12.8970279
Kala/Balge,Closed,12.1968198,14.5012826
Guzamala,Open,13.0009686,12.9907571
Bama,Closed,11.4778773,13.6306953
Kukawa,Closed,12.8961455,13.8629974
Maiduguri,Open,11.8039854,13.1390829
Shani,Open,10.2849627,12.1567476
Bama,Closed,11.6041231,14.2788645
Bama,Closed,11.7322186,13.8114372
Chibok,Closed,10.92224,12.77161
Magumeri,Closed,12.4461341,12.537244
Mobbar,Closed,13.0321548,12.6133281
Damboa,Closed,11.2521962,13.1724348
Nganzai,Closed,12.5410491,13.2827658
Askira/Uba,Open,10.69286,13.00569
Damboa,Closed,11.3092784,12.4772578
Konduga,Closed,11.6155803,13.6563727
Marte,Closed,12.1712776,13.5936157
Bayo,Open,10.3751136,11.8091912
Konduga,Open,11.9552775,13.0005527
Shani,Open,10.0475889,11.9188856
Hawul,Open,10.439203,12.1577172
Mafa,Closed,12.110168,13.6980948
Jere,Open,11.93212,13.2412167
Bayo,Open,10.4050778,11.6491067
Mafa,Closed,12.0415174,13.2476907
Shani,Open,10.1382351,11.9198978
Maiduguri,Open,11.8474702,13.1307596
Mafa,Closed,11.9436145,13.8555939
Shani,Open,10.0984472,12.0009649
Damboa,Closed,11.2344983,12.3807933
Magumeri,Closed,12.3780765,12.678891
Konduga,Closed,11.621023,13.4590531
Bayo,Open,10.4534931,11.7529688
Bama,Closed,11.5188442,13.6795723
Gwoza,Closed,11.0429726,13.6864809
Kukawa,Open,12.789431,13.6728562
Kukawa,Closed,13.0829952,13.8241984
Askira/Uba,Open,10.8176311,13.1891248
Bayo,Open,10.2757349,11.7667562
Chibok,Open,10.8879926,12.9050564
Magumeri,Closed,12.2693022,12.5828161
Kala/Balge,Closed,12.268644,14.4636834
Hawul,Open,10.5629805,12.03665
Jere,Open,11.7771502,13.2161901
Kala/Balge,Closed,12.3612489,14.3602341
Damboa,Closed,11.0687027,13.3341838
Monguno,Closed,12.3580497,13.3004564
Konduga,Closed,11.697162,13.3366542
Ngala,Closed,12.4820472,14.1789245
Damboa,Open,11.0752871,12.7389095
Hawul,Open,10.3761479,12.1241282
Marte,Closed,12.4970517,13.8932829
Jere,Closed,11.7597948,13.2210172
Chibok,Open,10.7703222,12.7967297
Damboa,Closed,11.1676749,12.2807696
Kaga,Closed,11.3229917,12.550788
Abadam,Closed,13.3569596,13.4242466
Konduga,Open,11.8465716,13.0269114
Chibok,Open,10.8107397,12.8713872
Konduga,Open,11.9008752,13.0686635
Nganzai,Closed,12.70084,13.2187131
Gwoza,Closed,10.9874421,13.6686
Kaga,Open,11.7759259,12.3463481
Marte,Closed,12.2483317,13.8019467
Biu,Open,10.6219692,12.2452615
Askira/Uba,Open,10.7495428,13.2162323
Kaga,Open,11.8072186,12.4956088
Damboa,Closed,11.3092056,12.4766591
Biu,Open,10.616196,12.4329998
Bayo,Open,10.4322426,11.770325
Hawul,Open,10.478724,12.1212624
Konduga,Closed,11.5938274,13.3219876
Hawul,Open,10.4403509,12.3408401
Shani,Open,10.0576186,11.9359428
Hawul,Open,10.4929615,12.2476066
Kaga,Closed,11.5552738,12.5499034
Dikwa,Closed,12.1397799,14.0259737
Konduga,Closed,12.0017548,12.9561961
Bama,Closed,11.3883536,13.9447809
Damboa,Closed,11.3100174,12.4768742
Damboa,Closed,11.0841035,12.6851101
Damboa,Open,11.0004079,12.7824095
Monguno,Closed,12.6595354,13.6092185
Askira/Uba,Open,10.4820062,13.0301014
Askira/Uba,Open,10.6931926,13.2024661
Nganzai,Closed,12.4924851,13.158676
Konduga,Closed,11.6753365,13.369506
Guzamala,Open,12.6611477,13.3716166
Hawul,Open,10.5875662,12.0504533
Jere,Open,11.9465902,13.2257671
Nganzai,Open,12.5700814,13.3027911
Askira/Uba,Open,10.6397593,13.1706899
Kaga,Closed,11.2477595,12.6054234
Kukawa,Closed,13.0205696,13.8508672
Mafa,Closed,11.8818468,13.3398853
Kukawa,Closed,12.9554016,13.6923339
Hawul,Open,10.3924885,12.2521653
Biu,Open,10.6032595,12.3837064
Konduga,Closed,11.6758511,13.4113389
Gwoza,Closed,11.1683178,13.4249047
Bayo,Open,10.5890825,11.7518328
Kukawa,Closed,12.7295692,13.6592921
Askira/Uba,Open,10.4998595,13.2393796
Askira/Uba,Open,10.5990896,12.9699037
Konduga,Closed,11.6308732,13.4442944
Hawul,Open,10.3824001,12.2605431
Askira/Uba,Open,10.6841357,13.2673912
Hawul,Open,10.4622959,12.2850813
Mobbar,Closed,12.9156786,12.6138926
Damboa,Closed,11.1908839,12.4696625
Mafa,Closed,11.8820746,13.3727986
Damboa,Open,11.0357215,12.7030282
Kala/Balge,Closed,11.9980602,14.5691787
Kwaya Kusar,Open,10.4321855,12.0262798
Magumeri,Closed,12.1709029,12.7887927
Ngala,Closed,12.3929429,14.187609
Shani,Open,10.0374109,11.973998
Hawul,Open,10.5388053,12.4213173
Hawul,Open,10.5698003,12.459812
Damboa,Open,11.1552412,12.7588902
Kala/Balge,Closed,12.2978379,14.429769
Marte,Closed,12.5310576,13.8493002
Jere,Open,11.8046772,13.172901
Mafa,Closed,11.972341,13.317035
Dikwa,Closed,11.8982431,14.0932554
Hawul,Open,10.5048115,12.3311874
Guzamala,Closed,12.6831042,13.2440729
Gubio,Closed,12.647091,12.7398791
Marte,Closed,12.4064827,13.9223921
Bayo,Open,10.2114082,11.6599873
Marte,Closed,12.1526107,13.9092357
Shani,Open,10.2175051,12.0623446
Askira/Uba,Open,10.5953472,13.0369272
Chibok,Open,10.8760372,12.8510348
Maiduguri,Open,11.8275998,13.1671507
Askira/Uba,Open,10.7147743,13.118451
Hawul,Open,10.4661409,12.4147663
Jere,Closed,11.7644372,13.2156953
Askira/Uba,Open,10.6730524,12.6904207
Hawul,Open,10.4122562,12.1784604
Dikwa,Closed,11.7197328,14.0024128
Biu,Open,10.7676505,12.0248336
Gwoza,Closed,11.1059393,13.505722
Konduga,Closed,11.7668866,12.8539035
Marte,Closed,12.3094852,13.8361667
Askira/Uba,Open,10.778345,13.3114669
Bama,Closed,11.385651,13.6887304
Shani,Open,10.33809,12.0032671
Nganzai,Closed,12.3355721,13.1748502
Marte,Closed,12.2730163,13.7051339
Bama,Closed,11.5175182,13.6882141
Marte,Closed,12.2092886,13.8772247
Bama,Closed,11.5762486,13.6676885
Shani,Open,10.2578064,11.8771879
Kukawa,Open,13.0942082,13.8203371
Hawul,Open,10.3879924,12.0936426
Bayo,Open,10.6035695,11.7150503
Ngala,Closed,12.4911,14.13804
Dikwa,Closed,12.0090402,14.0966323
Damboa,Closed,11.2934004,13.0875859
Askira/Uba,Open,10.6136395,12.9958115
Biu,Open,10.6444333,12.3642681
Guzamala,Open,12.6858026,13.3540589
Hawul,Open,10.5094455,12.3387501
Damboa,Closed,11.0340051,12.5938637
Shani,Open,10.3244637,11.9367737
Konduga,Closed,11.3894931,12.720383
Bama,Closed,11.5122365,13.6951633
Jere,Open,11.8461179,13.1845576
Guzamala,Open,12.6837859,13.4420199
Biu,Open,10.6537329,12.1342902
Monguno,Closed,12.3858618,13.419928
Damboa,Closed,11.1261695,12.3855525
Maiduguri,Open,11.8265393,13.1714879
Hawul,Open,10.5240028,12.25957
Chibok,Open,10.8748385,12.8008518
Hawul,Open,10.5111049,12.328722
Hawul,Open,10.5435157,12.2558305
Bama,Closed,11.2571306,14.1508474
Shani,Open,10.2137917,11.7996502
Konduga,Closed,11.7453567,13.3003012
Dikwa,Closed,12.0164219,13.8601005
Askira/Uba,Open,10.5132417,13.1096017
Hawul,Open,10.4817117,12.4047004
Kukawa,Open,13.0762239,13.7892421
Mobbar,Closed,12.8847635,12.5067008
Konduga,Closed,11.7079672,13.7061731
Bama,Closed,11.3888346,13.9108241
Gwoza,Closed,11.133292,13.8692126
Shani,Open,10.2181542,12.067135
Biu,Open,10.884236,11.9676515
Kukawa,Open,12.9271892,13.5710236
Konduga,Open,11.847109,12.9344902
Kaga,Closed,11.7409906,12.5487294
Jere,Closed,11.9411075,13.0995372
Damboa,Closed,11.0784624,12.947833
Mobbar,Closed,13.15198,12.57821
Shani,Open,10.2861267,11.9631779
Monguno,Closed,12.5062753,13.5156754
Shani,Open,10.139426,12.0364237
Monguno,Closed,12.6392855,13.7359029
Gwoza,Closed,11.10576,13.80363
Gubio,Closed,12.4093291,12.8724196
Shani,Open,10.1438516,12.0231521
Gubio,Closed,12.7287233,12.8823495
Bayo,Open,10.6660756,11.7765045
Biu,Open,10.7355738,12.142092
Damboa,Closed,11.0601119,12.5430249
Damboa,Closed,11.1199688,12.6803263
Biu,Open,10.6301898,12.1895617
Kaga,Closed,11.466939,12.5871643
Hawul,Open,10.3459663,12.2119858
Shani,Open,10.1562379,12.0295071
Mafa,Closed,11.7651512,13.3165537
Biu,Open,11.0338084,12.0556622
Gwoza,Closed,10.971,13.58399
Shani,Open,10.1185745,12.0330924
Mobbar,Closed,13.0874278,12.7383109
Marte,Closed,12.3705752,13.939426
Jere,Closed,11.7311294,13.2662455
Konduga,Closed,11.7330221,13.4005117
Mafa,Open,11.9247563,13.5991886
Kukawa,Closed,13.270751,13.8041225
Dikwa,Open,12.0407436,13.9158171
Kukawa,Closed,12.8627299,13.67642
Askira/Uba,Open,10.6020284,13.034226
Askira/Uba,Open,10.691319,13.2769683
Monguno,Closed,12.522316,13.6002741
Askira/Uba,Open,10.7789708,13.0811581
Shani,Open,10.2142919,12.0106491
Abadam,Closed,13.6708812,13.3363447
Gwoza,Closed,10.9024888,13.3785443
Nganzai,Closed,12.430985,13.3080887
Bayo,Open,10.3712701,11.6419877
Biu,Open,10.8227471,12.4199249
Hawul,Open,10.4805728,12.3346
Hawul,Open,10.332192,12.0871148
Marte,Closed,12.267499,13.9384174
Damboa,Open,11.1489808,12.7540585
Damboa,Closed,10.9730901,12.5638435
Kala/Balge,Closed,12.1753786,14.6715683
Gwoza,Closed,11.047595,13.7001595
Abadam,Closed,13.6509512,13.3031388
Bama,Closed,11.6955535,14.0873131
Kaga,Open,11.8284196,12.6357306
Konduga,Closed,11.6570083,13.2493161
Askira/Uba,Open,10.5256886,13.1339527
Konduga,Closed,11.6739835,13.4500066
Damboa,Closed,11.2247011,12.3113496
Dikwa,Closed,11.9681236,14.0539569
Jere,Closed,11.970621,13.198272
Nganzai,Open,12.4941641,13.2077658
Kwaya Kusar,Open,10.4239352,11.9267164
Kala/Balge,Closed,11.9179002,14.6361424
Hawul,Open,10.481104,12.4338255
Bayo,Open,10.3388335,11.5790629
Konduga,Closed,12.0259315,13.0606025
Dikwa,Closed,11.8512332,13.8244218
Mobbar,Closed,13.3016118,12.7089345
Kwaya Kusar,Open,10.5223631,11.8580953
Maiduguri,Open,11.845361,13.1284201
Monguno,Closed,12.7160686,13.688806
Magumeri,Closed,11.9829485,12.5088648
Askira/Uba,Open,10.7501782,13.2244204
Damboa,Closed,11.0674449,12.521285
Bayo,Open,10.271027,11.603063
Kala/Balge,Closed,12.2937012,14.4652069
Chibok,Closed,10.9235429,12.8883584
Dikwa,Closed,12.02709,14.0444
Gwoza,Closed,11.0938211,13.8453138
Bayo,Open,10.2375328,11.7826077
Damboa,Closed,11.0344367,12.656861
Konduga,Closed,11.2939912,12.8484532
Damboa,Closed,10.9522141,12.6105865
Chibok,Open,10.8487454,12.773285
Konduga,Closed,11.5632541,13.6575966
Bayo,Open,10.6482991,11.777051
Hawul,Open,10.4955636,12.4130762
Marte,Closed,12.2342514,13.6604036
Bama,Closed,11.4234892,13.7586293
Mafa,Closed,11.9191164,13.761593
Bama,Closed,11.7400182,14.3573504
Askira/Uba,Open,10.5930477,13.2289281
Konduga,Open,11.6535774,13.417603
Bama,Closed,11.3551074,14.2089816
Marte,Closed,12.23253,13.96074
Gwoza,Closed,11.0612704,13.7101342
Hawul,Open,10.5250167,12.3114368
Askira/Uba,Open,10.8511757,13.2799509
Konduga,Closed,11.6033323,13.4883077
Biu,Open,10.6586849,12.1619738
Shani,Open,10.2720041,12.025846
Bama,Closed,11.4452939,13.7574572
Damboa,Closed,10.9339289,12.5268164
Bama,Closed,11.3069129,14.1090931
Shani,Open,10.2215629,11.8211352
Dikwa,Closed,11.9537502,14.0010802
Damboa,Closed,11.2113775,13.0877007
Hawul,Open,10.4430843,12.373227
Kala/Balge,Closed,12.0595586,14.5548655
Konduga,Closed,11.7255976,13.2988304
Kukawa,Open,13.1498333,13.5574271
Damboa,Closed,10.9829236,13.2962896
Kaga,Closed,11.3333146,12.6833648
Shani,Open,10.2209276,12.107985
Hawul,Open,10.401465,12.5479105
Kaga,Closed,11.6127143,12.5413612
Shani,Open,10.1854573,12.009803
Kukawa,Closed,13.4149939,13.7936312
Marte,Closed,12.3665071,13.8292712
Biu,Open,10.7012819,12.389195
Hawul,Open,10.5514389,12.1381903
Dikwa,Closed,11.9826538,13.9923331
Nganzai,Closed,12.3212582,13.237186
Monguno,Open,12.6644512,13.6190758
Kala/Balge,Closed,11.9609748,14.3990942
Askira/Uba,Open,10.4183345,13.1964807
Gwoza,Closed,11.1366593,13.7134528
Hawul,Open,10.4930954,12.2100803
Hawul,Open,10.5199288,12.0169176
Biu,Open,10.7312048,12.2089287
Nganzai,Closed,12.3997772,12.9490668
Shani,Open,10.2620459,12.1150339
Biu,Open,10.7711233,12.2008943
Konduga,Closed,11.5384017,13.6729982
Konduga,Closed,11.7463255,13.3640844
Konduga,Closed,11.6602914,13.1134228
Bama,Open,11.5187218,13.6846848
Askira/Uba,Open,10.7057443,12.7416125
Kaga,Closed,11.9052794,12.5538502
Gwoza,Closed,11.0864419,13.7968153
Hawul,Open,10.4380834,12.1897348
Chibok,Open,10.8663435,12.7895349
Monguno,Closed,12.4873985,13.4293229
Damboa,Closed,10.9866346,12.8668412
Konduga,Closed,11.4953984,13.3472666
Magumeri,Closed,12.0467877,12.8865284
Chibok,Open,10.770198,12.8770838
Hawul,Open,10.5294021,12.2877326
Guzamala,Open,12.7008337,13.2932478
Bama,Closed,11.4139393,14.0481086
Jere,Closed,11.8816752,13.3029119
Biu,Open,10.5802519,12.2233259
Damboa,Closed,11.1346827,12.5760306
Hawul,Open,10.5568024,12.3553465
Shani,Open,10.1251459,11.9741803
Shani,Open,10.230884,12.0505536
Hawul,Open,10.5640348,12.184269
Jere,Closed,11.9081796,13.2613296
Chibok,Open,10.7936183,12.7254284
Konduga,Closed,11.7058627,13.3210363
Askira/Uba,Open,10.5655275,13.1687549
Kaga,Closed,11.6687084,12.3120421
Gubio,Closed,12.5735468,12.7901298
Gwoza,Closed,11.0152279,13.6999727
Bayo,Open,10.3246697,11.5581272
Kaga,Closed,11.574379,12.449626
Konduga,Closed,11.5379555,13.4803757
Hawul,Open,10.3473768,12.0225479
Ngala,Closed,12.4212918,14.1271199
Chibok,Open,10.7308999,12.7825783
Gwoza,Open,11.2195776,13.7824262
Mafa,Closed,12.2053256,13.3038655
Konduga,Closed,11.5430421,13.5915115
Jere,Open,11.7914588,13.1508183
Konduga,Open,11.7579336,13.2640495
Kukawa,Closed,13.1168484,13.8600551
Askira/Uba,Open,10.648985,12.9107256
Gwoza,Closed,11.1926309,13.8104898
Dikwa,Open,12.0340312,13.920933
Kaga,Closed,11.6343179,12.3182672
Bama,Open,11.5265756,13.6939105
Shani,Open,10.0720543,12.0017266
Bama,Open,11.5338946,13.7000347
Kaga,Closed,11.5100528,12.5135845
Damboa,Closed,11.0268645,12.6168235
Biu,Open,10.64208,12.14339
Monguno,Closed,12.5302357,13.6985728
Askira/Uba,Open,10.4959847,13.1141935
Askira/Uba,Open,10.7415655,13.13008
Damboa,Open,11.0427758,12.6471695
Damboa,Closed,10.8667354,13.1570557
Bama,Closed,11.6499791,14.1038331
Gubio,Closed,12.6049112,12.8591595
Damboa,Closed,11.2115517,12.5792493
Bama,Open,11.519913,13.6845508
Guzamala,Open,12.66043,13.2783301
Damboa,Closed,11.2294652,12.4726541
Kukawa,Closed,12.7685586,13.7584491
Damboa,Closed,10.8549304,13.1217845
Dikwa,Closed,11.7951789,14.0482441
Bayo,Open,10.281961,11.7007614
Askira/Uba,Open,10.6851491,12.572735
Kwaya Kusar,Open,10.4749572,11.7770305
Monguno,Closed,12.5980952,13.6649899
Kukawa,Open,12.8924822,13.6923213
Dikwa,Closed,12.0529087,13.9959742
Damboa,Closed,11.2028178,13.0094236
Hawul,Open,10.4094454,12.5210345
Hawul,Open,10.4882682,12.2774164
Bama,Closed,11.4710248,13.7636
Magumeri,Closed,12.001099,12.9520226
Kukawa,Closed,13.0618318,13.7735239
Bama,Closed,11.3380434,14.2303096
Kaga,Closed,11.6956044,12.5842893
Magumeri,Closed,12.3909117,12.49392
Hawul,Open,10.3559223,12.103305
Dikwa,Closed,12.1124472,13.9892283
Mafa,Closed,11.7983141,13.3554918
Abadam,Closed,13.6939908,13.3384027
Biu,Open,10.9894129,12.1513364
Askira/Uba,Open,10.75491,13.31072
Hawul,Open,10.2972284,12.0796684
Guzamala,Open,12.8246705,13.1912312
Jere,Open,11.7962257,13.1942305
Damboa,Closed,10.9873205,12.9765538
Damboa,Closed,11.1448744,12.720935
Marte,Closed,12.36937,13.988676
Hawul,Open,10.4711,12.1681612
Marte,Closed,12.4783245,13.8121795
Damboa,Closed,10.8370414,12.4427264
Monguno,Closed,12.5103683,13.4287302
Damboa,Open,11.0601065,12.8071662
Damboa,Closed,11.0983403,12.628298
Hawul,Open,10.4901386,12.3580161
Hawul,Open,10.5501989,12.0578788
Bayo,Open,10.5640909,11.660217
Shani,Open,10.1031919,12.0297205
Mafa,Closed,11.9684502,13.277514
Hawul,Open,10.515068,12.3847642
Konduga,Closed,11.5885945,13.5105852
Chibok,Open,10.9036973,12.8322003
Hawul,Open,10.6158465,12.4457264
Kukawa,Closed,12.8626366,13.851869
Jere,Open,11.8667332,13.170428
Kala/Balge,Closed,12.0822465,14.4649923
Ngala,Closed,12.3644648,14.0869038
Askira/Uba,Open,10.6697728,13.2719267
Kwaya Kusar,Open,10.4675911,11.9987453
Hawul,Open,10.5818593,12.0307998
Gwoza,Closed,11.2204648,13.9297211
Hawul,Open,10.451887,12.0850025
Askira/Uba,Open,10.5803368,13.2042416
Damboa,Closed,10.8732866,13.3274159
Chibok,Open,10.8327608,12.7984178
Hawul,Open,10.558979,12.2821114
Askira/Uba,Open,10.5831376,13.2163528
Maiduguri,Open,11.9039965,13.113996
Dikwa,Closed,12.0695129,14.0171746
Chibok,Open,10.9106269,12.8062276
Bama,Open,11.5294015,13.6817134
Kwaya Kusar,Open,10.4706869,11.9153867
Konduga,Open,11.8354207,13.0668663
Konduga,Open,11.8412212,12.7722668
Gwoza,Closed,11.1063392,13.8153008
Gwoza,Closed,11.0009886,13.6763624
Bayo,Open,10.3086893,11.5840805
Konduga,Closed,11.3877919,12.9608101
Monguno,Closed,12.4034783,13.5690577
Hawul,Open,10.5211801,12.4346511
Jere,Open,11.8651453,13.2398226
Magumeri,Closed,12.2483588,12.7393854
Hawul,Open,10.5013177,12.3786159
Kwaya Kusar,Open,10.5547417,11.928095
Bayo,Open,10.313213,11.7483523
Dikwa,Closed,11.8752015,13.833096
Bayo,Open,10.6054718,11.6916516
Kaga,Closed,11.7571877,12.5033731
Hawul,Open,10.5604552,12.1619503
Ngala,Closed,12.3700583,14.1761398
Maiduguri,Open,11.8453125,13.1506826
Kala/Balge,Closed,12.1922917,14.5992682
Marte,Closed,12.49003,13.90857
Bayo,Open,10.488866,11.6617934
Jakusko,Open,12.3037658,10.8342585
Fune,Open,12.0301205,11.0050499
Fika,Open,11.46624,10.93666
Fika,Open,11.3202363,10.9768814
Gulani,Open,11.0480379,11.9132217
Potiskum,Open,11.7093517,11.0561006
Gulani,Open,10.9222336,11.7591313
Nguru,Open,12.9849595,10.3713132
Gulani,Open,10.7288736,11.6898823
Yunusari,Open,13.1894356,11.4488214
Fika,Open,11.3327837,11.1262965
