lgs_names,status,latitude,longitude
Nangere,Open,11.6403748,10.9456246
Bade,Open,12.5528835,11.1500219
Jakusko,Open,12.5710527,10.7072778
Yunusari,Open,13.096599,12.0987475
Gujba,Open,11.2655246,12.0087862
Jakusko,Open,12.7664498,10.8133083
Nangere,Open,11.6008564,11.0213998
Damaturu,Open,11.73927,12.0131
Fune,Open,11.6135252,11.3137937
Gujba,Open,11.2823635,12.0052028
Tarmuwa,Open,12.098084,11.7955359
Gulani,Open,11.0711159,11.6553057
Fika,Open,11.4614893,11.0253341
Potiskum,Open,11.7195974,11.0985862
Fika,Open,11.2840447,11.2356365
Machina,Open,12.877658,9.7298903
Bursari,Open,12.962753,11.5660768
Bursari,Open,12.49937,11.50424
Geidam,Close,12.5723828,12.0193974
Machina,Open,13.0649522,9.9748816
Fika,Open,11.5113867,10.9777482
Nguru,Open,12.8600036,10.4324703
Nangere,Open,11.9535273,10.8835201
Jakusko,Open,12.0662984,10.8247127
Bursari,Open,12.8781677,11.1112927
Tarmuwa,Open,12.4649254,11.6816789
Yunusari,Open,13.0969101,12.0988119
Nangere,Open,11.6793669,10.9381427
Jakusko,Open,12.6883608,10.770484
Bursari,Open,12.7956024,11.3912796
Yusufari,Open,13.2588456,10.5046265
Bade,Open,12.8551792,10.6876974
Bade,Open,12.7746693,10.5890678
Nguru,Open,12.872889,10.4227179
Fika,Open,11.2757721,11.4360001
Fika,Open,11.3389566,11.0184999
Gujba,Open,11.3183481,11.7329907
Fune,Open,11.786812,11.3520366
Gulani,Open,11.0706594,11.840563
Bade,Open,12.8597115,10.8334369
Gulani,Open,11.0959246,11.8648798
Yunusari,Open,13.1014216,12.1048737
Gujba,Open,11.3519726,11.8088986
Tarmuwa,Open,12.2626734,11.51173
Fika,Open,11.3413828,11.2466028
Bursari,Open,12.8725191,11.5905051
Nangere,Open,11.5972644,10.9586414
Fika,Open,11.3163796,11.1345394
Fune,Open,11.4915383,11.4547437
Fika,Open,11.3514639,11.2885359
Gujba,Close,11.3145836,12.110646
Fune,Open,11.8677181,11.1005527
Nangere,Open,11.8594301,11.0695946
Karasuwa,Open,12.8940064,10.7447845
Jakusko,Open,12.3377756,11.1943609
Bade,Open,12.8445518,10.8760407
Nangere,Open,11.7241452,10.9931456
Fune,Open,11.4457798,11.4209211
Potiskum,Open,11.6560382,11.1012071
Fune,Open,11.5866387,11.561619
Yunusari,Open,13.0711824,11.6731399
Bade,Open,12.5940663,11.1423639
Bursari,Open,12.8870982,11.2208285
Jakusko,Open,12.5965822,10.6256525
Gujba,Open,11.2798584,12.013818
Jakusko,Open,12.6474149,10.8519867
Gulani,Open,10.7961591,11.5654594
Fika,Open,11.54379,11.03738
Jakusko,Open,12.5182083,10.7529855
Geidam,Open,12.5637545,11.8008746
Fune,Open,11.790331,11.3252413
Bade,Open,12.8564289,10.7992961
Fika,Open,11.3146359,10.9852982
Karasuwa,Open,12.9593986,11.0195661
Potiskum,Open,11.6811204,11.1058231
Bursari,Open,12.4921917,11.4922699
Jakusko,Open,12.6113573,10.7711572
Gulani,Open,11.0095979,11.7976788
Gujba,Close,11.4461446,12.0685405
Bade,Open,12.877167,10.8627304
Fune,Open,11.9704843,11.0648042
Fika,Open,11.4084522,11.0650366
Potiskum,Open,11.7093819,11.055513
Nguru,Open,12.8762641,10.4580672
Fune,Open,11.4215004,11.4327818
Gulani,Open,10.7656328,11.6724922
Jakusko,Open,12.7393962,10.9240173
Tarmuwa,Open,12.2836825,11.8913634
Gujba,Open,11.5657228,11.9168508
Fika,Open,11.3523922,11.4210606
Yunusari,Open,13.0657321,11.4629728
Potiskum,Open,11.7917316,11.2321009
Gulani,Open,10.9903268,11.7784938
Bade,Open,12.8665669,10.8726745
Machina,Open,13.0510492,10.1630679
Karasuwa,Open,12.8779399,10.9765595
Potiskum,Open,11.7562455,11.1102247
Fika,Open,11.4897933,11.2306109
Jakusko,Open,12.1246755,10.8254181
Nangere,Open,11.9247633,11.0306811
Fika,Open,11.2605687,11.4389389
Nangere,Open,11.771577,11.0866159
Fune,Open,11.6704631,11.5355855
Nangere,Open,11.7971331,11.0304987
Jakusko,Open,12.374687,10.7801597
Bursari,Open,12.8276231,11.0857326
Gulani,Open,10.921106,11.5943675
Fika,Open,11.6113299,11.2444412
Bursari,Open,12.8101035,11.2940405
Fika,Open,11.2695801,11.4075047
Jakusko,Open,12.6969113,10.8326251
Gujba,Open,11.2900293,11.9990927
Fune,Open,11.4744365,11.5320182
Jakusko,Open,12.3537207,10.8222484
Karasuwa,Open,12.9062587,10.7113642
Fune,Open,11.5922928,11.536755
Yusufari,Open,13.08455,10.4599495
Bade,Open,12.8649676,11.0378016
Jakusko,Open,12.5308682,10.8490943
Fika,Open,11.5618833,11.1602756
Fune,Open,11.5557718,11.4076281
Fune,Open,11.7701018,11.5678203
Fika,Open,11.2809634,11.1424273
Yusufari,Open,13.0483557,10.479786
Gulani,Open,10.6278362,11.5678964
Potiskum,Open,11.6896754,11.1806794
Fika,Open,11.2778429,11.5275261
Nangere,Open,11.6667053,10.9801675
Jakusko,Open,12.7722586,10.8961632
Yusufari,Open,13.1928342,10.557912
Bade,Open,12.8710544,11.0269094
Yunusari,Open,13.1149292,11.6020078
Karasuwa,Open,12.9683411,10.6112266
Fika,Open,11.5826089,11.0953481
Tarmuwa,Open,12.1680373,11.4712303
Bade,Open,12.7129093,10.6910035
Geidam,Open,12.8338015,11.6879189
Fune,Open,11.979233,11.4406132
Yunusari,Open,13.1274658,11.5078086
Nangere,Open,11.6137033,10.9471728
Karasuwa,Open,12.8803164,10.9452903
Fune,Open,11.6774637,11.7819572
Fune,Open,11.7177236,11.8205166
Nguru,Open,12.87298,10.4401995
Jakusko,Open,12.666962,10.8892416
Gulani,Open,11.02206,11.5074334
Bade,Open,12.807227,10.6599467
Fune,Open,11.876328,11.4613044
Fune,Open,11.6169316,11.3471067
Yunusari,Open,13.1284368,11.4404047
Nangere,Open,11.6433252,10.985104
Karasuwa,Open,12.9117143,10.5972308
Yunusari,Open,13.0926347,11.5337187
Tarmuwa,Close,12.360985,12.2241936
Tarmuwa,Open,12.103042,11.7109176
Fika,Open,11.2913275,11.1142266
Nangere,Open,11.8634749,10.9448612
Jakusko,Open,12.2715176,11.1054943
Fune,Open,11.5860003,11.3253433
Nangere,Open,11.5770051,10.9434445
Geidam,Open,12.703967,11.7989371
Fika,Open,11.3589245,10.953911
Fika,Open,11.3650078,11.1116785
Jakusko,Open,12.5931872,10.8940238
Bursari,Open,12.8771421,11.0822229
Fika,Open,11.1986792,11.4895683
Gulani,Open,10.6937844,11.5378286
Nangere,Open,11.7760617,11.0592574
Nangere,Open,11.9454861,11.0160524
Damaturu,Open,11.9650917,11.7544534
Yunusari,Open,13.0331808,11.6727376
Damaturu,Close,11.84455,12.09146
Yunusari,Open,12.9031634,11.8509382
Potiskum,Open,11.7206579,11.0644448
Damaturu,Open,11.7128124,11.9556547
Tarmuwa,Open,12.4875227,11.6641776
Bursari,Open,12.8791899,11.4208674
Jakusko,Open,12.0909232,10.927947
Gujba,Open,11.33404,11.77178
Machina,Open,13.0547837,10.0620834
Gulani,Open,11.0353585,11.7356672
Bursari,Open,12.8900624,11.0708206
Fune,Open,11.6796845,11.3150758
Gulani,Open,10.6040819,11.5848877
Fune,Open,11.6684085,11.4141512
Bursari,Open,12.8092919,11.1615385
Fika,Open,11.3243723,11.4971334
Nguru,Open,12.8724435,10.3048501
Karasuwa,Open,13.0294311,10.6109208
Bursari,Open,12.8108122,11.4004036
Potiskum,Open,11.7106621,11.0806299
Karasuwa,Open,12.9835278,10.6479138
Potiskum,Open,11.7279853,11.1048334
Fune,Open,11.5626651,11.3230956
Jakusko,Open,12.0233386,10.8230617
Bade,Open,12.619239,11.0220479
Potiskum,Open,11.7561704,11.158365
Fika,Open,11.3866129,11.2595457
Karasuwa,Open,12.9200721,10.5433238
Nangere,Open,11.6994996,10.9897244
Fika,Open,11.4333668,11.2631553
Nguru,Open,12.8729147,10.459046
Bade,Open,12.7095815,10.6626405
Jakusko,Open,12.7052323,11.0167218
Nangere,Open,11.6696745,11.0218938
Gujba,Open,11.4887764,12.3131613
Fune,Open,11.6869801,11.6714394
Gulani,Open,10.9887526,11.7464692
Bursari,Open,12.8162921,11.5847772
Bursari,Open,12.6838201,11.1873586
Gujba,Open,11.2676919,11.7222726
Potiskum,Open,11.6108896,11.2173992
Nguru,Open,12.9221866,10.4680141
Fune,Open,11.824733,11.6098988
Potiskum,Open,11.6834772,11.0784888
Fika,Open,11.303156,11.21077
Jakusko,Open,12.4725431,10.8569761
Potiskum,Open,11.6451433,11.0344377
Fune,Open,11.741091,11.5281612
Nangere,Open,11.7572754,11.0116666
Nangere,Open,11.8371034,11.1326587
Bade,Open,12.8162681,10.6763332
Jakusko,Open,12.6156382,10.6628173
Potiskum,Open,11.6829739,11.1976406
Tarmuwa,Close,12.0559509,11.966257
Karasuwa,Open,13.0462915,10.8453941
Fika,Open,11.3378263,10.9742314
Karasuwa,Open,12.8920752,10.9104753
Bursari,Open,12.8360856,11.0664737
Bade,Open,12.8662237,10.9805821
Jakusko,Open,12.4688945,10.8715088
Geidam,Open,12.8057325,11.8268935
Damaturu,Open,11.82273,11.90651
Nangere,Open,11.8790209,10.9665817
Yusufari,Open,13.169506,10.2573512
Bursari,Open,12.8148112,11.056851
Gujba,Close,11.3747013,12.1591938
Fune,Open,11.9578081,11.0826623
Bade,Open,12.69939,10.59441
Potiskum,Open,11.6718015,11.139519
Bursari,Open,12.8866688,11.1507652
Fune,Open,11.6768199,11.3394839
Gulani,Open,11.0679499,11.8055569
Fune,Open,11.6300798,11.3723677
Damaturu,Close,11.9671315,12.0543516
Gujba,Open,11.2920946,11.5881085
Bursari,Open,12.8290307,11.3323526
Jakusko,Open,12.5330657,10.6779084
Yusufari,Open,13.3683816,11.0039259
Bursari,Open,12.7927316,11.3596824
Fika,Open,11.2168145,11.4005112
Bursari,Open,12.8911822,11.6463506
Fune,Open,11.7495132,11.590029
Tarmuwa,Close,12.0628375,11.9354136
Jakusko,Open,12.6389954,10.7058137
Bade,Open,12.6904772,10.6582232
Fika,Open,11.1256334,11.4813355
Fune,Open,11.506387,11.5155065
Yunusari,Close,12.9576391,12.1074861
Nangere,Open,11.8543553,11.0503578
Fika,Open,11.3673949,11.0910201
Nguru,Open,12.9176304,10.5073482
Karasuwa,Open,12.8260553,10.5268389
Bursari,Open,12.8496953,11.2754468
Jakusko,Open,12.5854594,10.7382918
Geidam,Open,12.8368914,11.7474747
Bursari,Open,12.8157706,11.3766441
Fune,Open,11.5082109,11.4393801
Yunusari,Open,12.8926331,11.7128044
Gujba,Open,11.4968383,11.9357657
Gulani,Open,11.0583272,11.9264219
Potiskum,Open,11.7130512,11.0679424
Bursari,Open,12.7003628,11.2289855
Fika,Open,11.5720071,11.2614565
Jakusko,Open,12.6893471,10.6749636
Jakusko,Open,12.8074827,10.9062366
Karasuwa,Open,13.0358362,10.5276918
Yunusari,Open,13.0172002,11.9298381
Fune,Open,11.6638005,11.4534885
Fika,Open,11.4384681,11.1874348
Gulani,Open,11.0212381,11.7888413
Fune,Open,11.5295774,11.4587134
Fune,Open,11.6939378,11.6936213
Jakusko,Open,12.6259511,10.8177611
Fune,Open,11.5173948,11.542452
Yunusari,Open,13.0872971,11.7778587
Yusufari,Open,12.9848828,11.1533283
Fika,Open,11.3256804,11.0562451
Nangere,Open,11.8290407,11.02485
Bade,Open,12.8480783,10.7628537
Bursari,Open,12.8753453,11.3101288
Nangere,Open,11.5720683,11.0089755
Fune,Open,11.919694,11.6408783
Jakusko,Open,12.7100364,10.8749725
Machina,Open,12.9162029,9.8993869
Fika,Open,11.3355201,11.0691799
Jakusko,Open,12.1144617,10.9628077
Machina,Open,12.8968241,9.7660158
Fika,Open,11.2786728,11.225608
Fune,Open,11.4625597,11.4661378
Bade,Open,12.8243829,10.8040514
Yunusari,Close,12.9740167,12.2325844
Nangere,Open,11.8361056,11.0877103
Bade,Open,12.87652,10.82923
Karasuwa,Open,13.0056453,10.8661115
Geidam,Open,12.8070137,11.9864425
Bade,Open,12.8476136,10.8450973
Fika,Open,11.3270652,11.46411
Gujba,Close,11.4573405,12.3001624
Jakusko,Open,12.7126091,10.7193162
Gulani,Open,10.9295136,11.5362293
Bursari,Open,12.7655869,11.6196759
Jakusko,Open,12.2048066,10.8779284
Bade,Open,12.8600756,10.9592883
Karasuwa,Open,12.9423183,11.0246301
Fune,Open,11.465494,11.4215326
Jakusko,Open,12.514427,10.7916599
Bade,Open,12.8767206,10.8245856
Machina,Open,13.1401043,10.0455012
Yunusari,Open,13.2960641,11.5913701
Geidam,Open,12.888819,11.9253695
Karasuwa,Open,13.0006617,10.6108832
Yusufari,Open,13.0637119,11.1691511
Bursari,Open,12.7650019,11.2774531
Tarmuwa,Open,12.082624,11.7222198
Gulani,Open,10.9097457,11.5485191
Jakusko,Open,12.6049048,10.9806272
Nangere,Open,11.841411,10.9660882
Jakusko,Open,12.5052703,11.17928
Jakusko,Open,12.7235898,10.8498521
Fika,Open,11.0442531,11.460548
Karasuwa,Open,12.9712862,11.1632091
Damaturu,Open,11.7063756,11.8394616
Bade,Open,12.8387129,10.9086543
Nangere,Open,11.7794667,10.9547993
Bursari,Open,12.8274489,11.5588703
Yusufari,Open,13.0366525,10.9413917
Gujba,Close,11.6082855,12.2960672
Potiskum,Open,11.7430008,11.1272568
Mubi North,Open,10.274752,13.279171
Guyuk,Open,9.91177,11.938712
Jada,Open,8.774273,12.615795
Yola North,Open,9.264758,12.45701
Yola South,Open,9.199503,12.48503
Yola South,Open,9.19509,12.481485
Yola North,Open,9.268193,12.458981
Yola South,Open,9.209266,12.465215
Girei,Open,9.32063,12.479325
Jada,Open,8.783875,12.672365
Demsa,Open,9.426189,12.123214
Machina,Open,13.0125184,10.2302413
Hawul,Open,10.5116273,12.3285471
Shani,Open,10.2303261,12.0488477
Damboa,Open,11.0432344,12.6472186
Bama,Closed,11.6547355,14.1097476
Kala/Balge,Closed,11.9176537,14.6365407
Shani,Open,10.0472661,11.9185758
Biu,Open,10.908619,12.0869852
Kukawa,Closed,12.8593093,13.8465955
Hawul,Open,10.5173812,12.2088031
Biu,Open,10.6294893,12.1894822
Askira/Uba,Open,10.6735334,12.6902951
Biu,Open,10.6176735,12.1977833
Kukawa,Closed,13.116478,13.8603376
Kala/Balge,Closed,12.0826274,14.4650352
Chibok,Open,10.8831271,12.8382857
Maiduguri,Open,11.804829,13.1354347
Konduga,Closed,11.6578243,13.0298763
Hawul,Open,10.3928309,12.251969
Biu,Open,10.6277514,12.1748851
Hawul,Open,10.4368876,12.1006514
Bama,Open,11.5269291,13.6934678
Hawul,Open,10.5697329,12.4602248
Kukawa,Open,12.9262826,13.5709697
Kala/Balge,Closed,12.2681239,14.4636905
Biu,Open,10.6165854,12.1797139
Shani,Open,10.2798625,12.1418265
Monguno,Open,12.6717195,13.6158692
Bayo,Open,10.3517086,11.6082864
Askira/Uba,Open,10.6391354,12.9093702
Shani,Open,10.1028457,12.0293442
Askira/Uba,Open,10.5261499,13.1338899
Hawul,Open,10.5295596,12.2873317
Gubio,Open,12.4803346,12.7882033
Bayo,Open,10.3822156,11.6919073
Kaga,Open,11.8070092,12.4893663
Bayo,Open,10.4417151,11.7042328
Marte,Closed,12.3663515,13.8289011
Hawul,Open,10.4529148,12.1580166
Guzamala,Open,12.6833251,13.4416247
Bama,Closed,11.3462073,14.2067289
Hawul,Open,10.5241553,12.2508008
Konduga,Closed,11.6975781,13.3424878
Kala/Balge,Closed,12.3617457,14.3601044
Maiduguri,Open,11.8445867,13.1507346
Askira/Uba,Open,10.704297,12.7463554
Nganzai,Open,12.4935526,13.2072079
Askira/Uba,Open,10.5271362,13.1358003
Kala/Balge,Closed,11.9611821,14.3994543
Yunusari,Open,13.0873829,11.7776495
Karasuwa,Open,12.8774732,10.9753311
Gulani,Open,10.7158871,11.6881887
Nguru,Open,12.868063,10.427513
Fika,Open,11.3315255,11.1287941
Fune,Open,11.688804,11.6089386
Fune,Open,11.9793248,11.4409679
Nangere,Open,11.6458045,10.9837351
Nguru,Open,12.8725701,10.3046447
Geidam,Open,12.8873406,11.9248556
Potiskum,Open,11.6873672,11.1936837
Gulani,Open,11.0695493,11.8049854
Jakusko,Open,12.8137616,10.8529519
Gulani,Open,11.0344018,11.7365848
Machina,Open,13.1376484,10.0490693
Potiskum,Open,11.6105011,11.2174207
Machina,Open,13.1282741,10.048348
Machina,Open,13.0692033,9.9339352
Gujba,Open,11.5659535,11.916755
Nangere,Open,11.847564,11.0707533
Nangere,Open,11.7714161,11.0863155
Fune,Open,11.46249,11.4663953
Bade,Open,12.8768262,10.862566
Bade,Open,12.871348,11.0278612
Gulani,Open,10.9328977,11.6828267
Geidam,Open,12.9061461,11.9384694
Fika,Open,11.2973678,11.2283546
Fune,Open,11.6767877,11.3399828
Jakusko,Open,12.6967393,10.8323254
Madagali,Open,10.84119,13.390357
Numan,Open,9.507239,11.983553
Michika,Open,10.544843,13.289622
Fufore,Open,9.344835,12.78104
Hong,Open,10.358758,12.864219
Song,Open,9.694567,12.442455
Fufore,Open,9.392624,12.795746
Fufore,Open,9.1950052,12.8763928
Gombi,Open,10.15501,12.419832
Demsa,Open,9.458894,12.224649
Toungo,Open,8.218309,12.096168
Fufore,Open,8.9690689,12.405332
Maiha,Open,9.890866,13.2020187
Gombi,Open,10.254379,12.572834
Girei,Open,9.363946,12.552512
Gombi,Open,10.170706,12.735589
Gombi,Open,10.0578561,12.3780617
Demsa,Open,9.42482,12.139771
Lamurde,Open,9.567851,11.869909
Mubi South,Open,10.257199,13.3398
Maiha,Open,10.124409,13.148977
Yola North,Open,9.291254,12.419534
Mubi South,Open,10.258017,13.271887
Demsa,Open,9.411806,12.133303
Fufore,Open,8.84872,12.470798
Hong,Open,10.159299,12.930219
Girei,Open,9.301112,12.483624
Ganye,Open,8.560538,12.00838
Mubi North,Open,10.347602,13.324805
Girei,Open,9.379548,12.601914
Fufore,Open,9.057969,12.659156
Fufore,Open,9.109764,12.877209
Lamurde,Open,9.638993,11.814307
Lamurde,Open,9.604551,11.798097
Hong,Open,10.15227,12.934562
Demsa,Open,9.271193,11.902419
Mubi North,Open,10.298551,13.315433
Guyuk,Open,9.6857395,11.8953939
Michika,Open,10.578944,13.336379
Maiha,Open,9.552324,13.106218
Ganye,Open,8.2716,12.069045
Maiha,Open,9.957084,13.228143
Guyuk,Open,9.983983,11.961024
Michika,Open,10.622101,13.381784
Madagali,Open,10.687502,13.541155
Numan,Open,9.457726,12.018909
Maiha,Open,9.668017,13.227799
Mayo-Belwa,Open,9.076845,11.848891
Gombi,Open,10.099497,12.330838
Numan,Open,9.464272,12.038008
Fufore,Open,8.841389,12.57077
Mayo-Belwa,Open,9.080232,11.782319
Demsa,Open,9.474811,12.290292
Fufore,Open,9.574247,12.898314
Girei,Open,9.344143,12.524311
Guyuk,Open,9.81225,11.870364
Demsa,Open,9.271202,11.770899
Hong,Open,10.206517,13.108604
Ganye,Open,8.476783,11.965488
Gombi,Open,10.204353,12.737746
Michika,Open,10.586175,13.517851
Mayo-Belwa,Open,9.046386,12.055508
Lamurde,Open,9.604875,11.79827
Madagali,Open,10.782739,13.439187
Shelleng,Open,9.707333,12.174241
Guyuk,Open,9.705648,11.935383
Ganye,Open,8.446185,12.049985
Yola South,Open,9.2204944,12.5824815
Michika,Open,10.550886,13.303644
Hong,Open,10.250362,13.029726
Demsa,Open,9.499474,12.147036
Yola South,Open,9.1929288,12.479032
Demsa,Open,9.608832,12.191841
Song,Open,9.722044,12.247136
Hong,Open,10.466987,12.987056
Lamurde,Open,9.523783,11.637252
Ganye,Open,8.553376,11.846774
Mayo-Belwa,Open,8.686058,11.91817
Hong,Open,10.3862732,13.0432446
Guyuk,Open,9.856617,11.932969
Demsa,Open,9.463172,12.089256
Shelleng,Open,9.996042,12.059641
Song,Open,9.694928,12.442067
Hong,Open,10.329719,12.947246
Song,Open,9.838665,12.630041
Fufore,Open,9.16196,12.63404
Mayo-Belwa,Open,9.145361,11.913017
Madagali,Open,10.778904,13.351773
Hong,Open,10.356373,13.162535
Shelleng,Open,9.862348,12.080974
Girei,Open,9.4553931,12.3581044
Lamurde,Open,9.487688,11.554629
Ganye,Open,8.521174,11.92522
Shelleng,Open,9.893328,12.017804
Yola North,Open,9.247154,12.444221
Guyuk,Open,9.83804,11.887884
Mubi North,Open,10.320929,13.262837
Guyuk,Open,9.796868,11.96331
Madagali,Open,10.735101,13.401409
Gombi,Open,10.079789,12.546004
Mayo-Belwa,Open,8.95136,12.062437
Madagali,Open,10.735045,13.407599
Girei,Open,9.490732,12.450825
Guyuk,Open,9.784761,11.909584
Mubi South,Open,10.262479,13.258797
Mayo-Belwa,Open,8.844287,11.95421
Gombi,Open,10.0544464,12.3604661
Mayo-Belwa,Open,9.161682,12.010013
Hong,Open,10.249095,13.02979
Mayo-Belwa,Open,8.996562,11.956883
Fufore,Open,9.29499,12.71317
Girei,Open,9.460059,12.361693
Yola North,Open,9.285883,12.454031
Yola North,Open,9.248114,12.42625
Mayo-Belwa,Open,9.080464,11.782015
Gombi,Open,10.328397,12.674729
Lamurde,Open,9.51935,11.897822
Numan,Open,9.45158,11.753728
Song,Open,9.653411,12.558823
Gombi,Open,10.123757,12.708546
Demsa,Open,9.297532,11.762339
Girei,Open,9.456468,12.354881
Girei,Open,9.501919,12.575053
Guyuk,Open,9.709167,11.874923
Hong,Open,10.169928,12.974867
Demsa,Open,9.250711,11.860404
Yola South,Open,9.2037668,12.5870611
Hong,Open,10.236494,12.919634
Mubi South,Open,10.172719,13.187538
Maiha,Open,10.206592,13.126036
Hong,Open,10.344358,12.903826
Demsa,Open,9.316325,11.810542
Song,Open,9.8199893,12.3066329
Yola South,Open,9.28308,12.207777
Hong,Open,10.404877,12.851696
Maiha,Open,9.64237,13.103085
Maiha,Open,9.667898,13.228024
Hong,Open,10.296615,12.886471
Song,Open,9.801864,12.372178
Fufore,Open,9.24298,12.874501
Fufore,Open,9.034141,12.212544
Jada,Open,8.576352,12.133179
Mayo-Belwa,Open,9.068425,12.037396
Gombi,Open,10.402359,12.572523
Song,Open,9.7069,12.260581
Jada,Open,8.631438,12.325128
Gombi,Open,10.4157909,12.5659564
Jada,Open,8.829859,12.09032
Madagali,Open,10.724379,13.345666
Hong,Open,10.178188,12.816112
Demsa,Open,9.493157,12.133404
Yola North,Open,9.262215,12.443954
Madagali,Open,10.735552,13.490197
Girei,Open,9.331386,12.438567
Fufore,Open,9.561002,12.788405
Mubi North,Open,10.456913,13.369709
Guyuk,Open,9.662591,11.837368
Hong,Open,10.154814,13.006858
Song,Open,9.805658,12.721626
Fufore,Open,9.102897,12.472879
Song,Open,9.825329,12.625608
Girei,Open,9.536671,12.384872
Hong,Open,10.22371,12.929935
Mubi South,Open,10.145165,13.410202
Numan,Open,9.612576,12.050079
Hong,Open,10.337646,12.977413
Lamurde,Open,9.524401,11.636868
Fufore,Open,9.224039,12.647829
Jada,Open,8.753912,12.153579
Fufore,Open,9.229268,12.23195
Demsa,Open,9.403675,11.916993
Mubi North,Open,10.402453,13.315411
Demsa,Open,9.510346,12.192712
Hong,Open,10.4624559,12.8444704
Girei,Open,9.529955,12.500097
Guyuk,Open,9.793104,11.916995
Fufore,Open,9.024876,12.398534
Yola North,Open,9.284428,12.450151
Shelleng,Open,9.812776,12.101752
Hong,Open,10.239917,12.933899
Yola South,Open,9.260338,12.397827
Jada,Open,8.576885,12.372664
Michika,Open,10.523073,13.423555
Toungo,Open,8.120101,12.041257
Numan,Open,9.454234,12.020601
Michika,Open,10.62512,13.39553
Fufore,Open,9.192756,12.875124
Numan,Open,9.46038,11.67879
Mubi North,Open,10.370023,13.230453
Michika,Open,10.650864,13.297492
Madagali,Open,10.813298,13.461884
Mubi North,Open,10.215998,13.458999
Hong,Open,10.352533,13.099102
Yola North,Open,9.2815276,12.4331926
Ganye,Open,8.429898,11.951594
Shelleng,Open,9.847655,12.174681
Yola South,Open,9.286236,12.230426
Demsa,Open,9.537142,12.157426
Song,Open,9.928988,12.61804
Numan,Open,9.612145,12.050588
Yola North,Open,9.230921,12.423201
Madagali,Open,10.895321,13.616267
Hong,Open,10.403512,13.049562
Lamurde,Open,9.572749,11.759151
Michika,Open,10.651495,13.332452
Hong,Open,10.142101,12.993931
Hong,Open,10.385748,13.041258
Madagali,Open,10.890142,13.375099
Jada,Open,8.780734,12.166078
Fufore,Open,9.205139,12.678189
Gombi,Open,10.213222,12.340894
Demsa,Open,9.492445,12.269846
Michika,Open,10.56553,13.32276
Hong,Open,10.221257,12.916274
Michika,Open,10.60488,13.401786
Mayo-Belwa,Open,9.180773,11.747176
Song,Open,9.631139,12.445176
Michika,Open,10.638456,13.451164
Hong,Open,10.430944,13.004574
Hong,Open,10.404907,13.047736
Guyuk,Open,9.708719,11.874808
Song,Open,9.772242,12.42999
Lamurde,Open,9.527995,11.601061
Shelleng,Open,9.882782,12.017298
Yola North,Open,9.254966,12.466044
Michika,Open,10.617272,13.393598
Lamurde,Open,9.5215,11.801297
Lamurde,Open,9.56521,11.890692
Girei,Open,9.49167,12.302142
Jada,Open,8.514667,12.081481
Shelleng,Open,9.640188,11.979386
Hong,Open,10.46658,12.987162
Mubi South,Open,10.170411,13.298929
Lamurde,Open,9.542546,11.689728
Guyuk,Open,9.906604,11.928312
Maiha,Open,10.061838,13.187754
Michika,Open,10.60059,13.363975
Demsa,Open,9.294623,12.010287
Fufore,Open,9.413557,12.5899
Maiha,Open,10.0957,13.248082
Mayo-Belwa,Open,8.895832,12.080906
Hong,Open,10.358074,13.105223
Mubi South,Open,10.137053,13.357443
Demsa,Open,9.542908,12.190447
Song,Open,9.6341,12.445353
Gombi,Open,10.4227309,12.5705088
Mubi South,Open,10.091404,13.301593
Shelleng,Open,9.792193,12.054928
Guyuk,Open,9.91211,11.947091
Guyuk,Open,9.7472735,11.9194836
Yola South,Open,9.351295,12.282841
Maiha,Open,10.05991,13.176418
Mayo-Belwa,Open,9.0761103,11.8012454
Demsa,Open,9.250933,11.692711
Guyuk,Open,9.885686,11.896709
Ganye,Open,8.38128,12.064998
Yola North,Open,9.2841646,12.4487866
Gombi,Open,10.41591,12.566304
Maiha,Open,10.066509,13.273592
Yola North,Open,9.283163,12.446824
Hawul,Open,10.5603603,12.1624235
Jere,Open,11.8677014,13.1711128
Maiduguri,Open,11.8529673,13.1497052
Maiduguri,Open,11.8699031,13.1375374
