Date of Survey,How was the location Accessed,Location Accessibility,Location_type,Population Category,New Location,State,State code,LGA,LGA code,Ward,Site Type,Site Classification,Site Name,Site ID (SSID),Site Status (if Camp),Latitude,Longitude,new_locations/Site_Class,Reasons of Displacement,Reason for Returning,Households,Individuals,# IDPS/RETURNEES/INTEGRATED/RESETTLED-HHs Arrival- in 2025,# IDPS/RETURNEES/INTEGRATED/RESETTLED-INDs Arrival- in 2025,# IDPS/RETURNEES/INTEGRATED/RESETTLED-HHs Arrival- in 2024_hh,# IDPS/RETURNEES/INTEGRATED/RESETTLED-HHs Arrival- in 2024_ind,# IDPS/RETURNEES/INTEGRATED/RESETTLED-HHs Arrival- in 2023_hh,# IDPS/RETURNEES/INTEGRATED/RESETTLED-HHs Arrival- in 2023_ind,# IDPS/RETURNEES/INTEGRATED/RESETTLED-HHs Arrival- in 2022_hh,# IDPS/RETURNEES/INTEGRATED/RESETTLED-HHs Arrival- in 2022_ind,# IDPS/RETURNEES/INTEGRATED/RESETTLED-HHs Arrival- in 2014_2021_hh,idps_Returnees_integrate_resettled_2014_2021_ind,Total_Arrival Year - Households,Total_Arrival Year -Individuals,Male Infants (<1 y),Female Infants (<1 y),Male Children (1-5 y),Female Children (1-5 y),Male Children (6-12 y),Female Children (6-12 y),Male Youth (13-17 y),Female Youth (13-17 y),Male Adults (18-59 y),Female Adults (18-59 y),Male Elderly (60 +y ),Female Elderly (60 +y ),Returnee Status,initially displaced Country,Initially displaced State,Initially displaced LGA,Initially displaced WARD,Majority Year of Returns (2025) - HH,Majority Year of Returns (2025) - IND,Majority Year of Returns (2024) - HH,Majority Year of Returns (2024) - IND,Majority Year of Returns (2023) - HH,Majority Year of Returns (2023) - IND,Majority Year of Returns (2022) - HH,Majority Year of Returns (2022) - IND,Majority Year of Returns (2014-2021) - HH,Majority Year of Returns (2014-2021) - IND
2025-03-28,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Madagali,NGA002010,Wagga,Returnees,Returnees,Wagga Mangoro,AD_R161,,10.927028,13.647679,Rural,Insurgency,Improved security,363,1813,3,15,3,15,0,0,2,12,355,1771,363,1813,41,49,118,130,138,234,133,216,312,380,36,26,IDP Returnee,Nigeria,Adamawa,Yola North,Jambutu,3.0,15.0,3.0,15.0,0.0,0.0,2.0,12.0,355.0,1771.0
2025-03-27,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Madagali,NGA002010,Wula,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Mango,AD_H231,,10.79257,13.57781,Rural,Insurgency,,70,358,0,0,0,0,0,0,0,0,70,358,70,358,20,20,38,39,43,44,41,45,25,25,8,10,IDPs,,,,,,,,,,,,,,
2025-03-27,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Madagali,NGA002010,Wula,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Muduvu,AD_H232,,10.79193,13.5753,Rural,Insurgency,,172,775,0,0,0,0,0,0,0,0,172,775,172,775,28,30,52,53,133,140,53,60,95,105,11,15,IDPs,,,,,,,,,,,,,,
2025-03-27,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Madagali,NGA002010,Wula,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Kushiri,AD_H233,,10.798271,13.559835,Rural,Insurgency,,70,329,0,0,0,0,0,0,0,0,70,329,70,329,17,20,39,38,40,41,30,34,25,25,10,10,IDPs,,,,,,,,,,,,,,
2025-03-27,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Madagali,NGA002010,Wula,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Hanko,AD_H234,,10.8015,13.59855,Rural,Insurgency,,10,50,0,0,0,0,0,0,0,0,10,50,10,50,3,3,5,5,3,5,5,5,6,8,1,1,IDPs,,,,,,,,,,,,,,
2025-03-28,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Madagali,NGA002010,Wula,Returnees,Returnees,Bah,AD_R162,,10.80177,13.59375,Rural,Insurgency,Improved security,187,937,3,15,5,27,0,0,1,7,178,888,187,937,31,35,44,34,49,81,103,110,201,202,21,26,IDP Returnee,Nigeria,Adamawa,Yola North,Jambutu,3.0,15.0,5.0,27.0,0.0,0.0,1.0,7.0,178.0,888.0
2025-03-28,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Madagali,NGA002010,Wula,Returnees,Returnees,Hanko,AD_R163,,10.8017,13.59355,Rural,Insurgency,Access to land,192,984,3,15,5,35,3,30,0,0,181,904,192,984,27,44,44,56,54,65,140,130,175,198,25,26,IDP Returnee,Nigeria,Adamawa,Girei,Dakri,3.0,15.0,5.0,35.0,3.0,30.0,0.0,0.0,181.0,904.0
2025-03-28,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Madagali,NGA002010,Wula,Returnees,Returnees,Kushiri,AD_R164,,10.791332,13.561988,Rural,Insurgency,Access to better services,227,1030,4,18,2,12,1,5,0,0,220,995,227,1030,37,46,86,63,46,49,100,114,217,233,18,21,IDP Returnee,Nigeria,Adamawa,Yola North,Doubeli,4.0,18.0,2.0,12.0,1.0,5.0,0.0,0.0,220.0,995.0
2025-03-28,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Madagali,NGA002010,Wula,Returnees,Returnees,Mango,AD_R165,,10.7925,13.5778,Rural,Insurgency,Access to better services,206,1038,3,16,3,15,2,10,3,25,195,972,206,1038,32,39,51,40,69,94,107,108,228,209,21,40,IDP Returnee,Nigeria,Adamawa,Mayo-Belwa,Bajama,3.0,16.0,3.0,15.0,2.0,10.0,3.0,25.0,195.0,972.0
2025-03-28,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Madagali,NGA002010,Wula,Returnees,Returnees,Muduvu,AD_R166,,10.796308,13.594189,Rural,Insurgency,Improved security,357,1829,2,10,1,5,4,40,0,0,350,1774,357,1829,37,56,55,63,152,176,276,345,245,358,28,38,IDP Returnee,Nigeria,Adamawa,Yola North,Ajiya,2.0,10.0,1.0,5.0,4.0,40.0,0.0,0.0,350.0,1774.0
2025-03-23,face to face,partial,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Belel,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Yangai/Bungel,AD_H235,,9.66088,13.22511,Rural,Insurgency,,33,317,0,0,3,21,7,39,11,67,12,190,33,317,11,17,23,29,24,31,39,42,39,43,8,11,IDPs,,,,,,,,,,,,,,
2025-03-23,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Belel,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Belel,AD_H236,,9.65807,13.22387,Rural,Insurgency,,47,437,0,0,5,31,6,89,11,67,25,250,47,437,11,22,34,39,37,58,40,59,49,69,7,12,IDPs,,,,,,,,,,,,,,
2025-03-23,face to face,partial,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Belel,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Jamtari,AD_H237,,9.655277,13.2264,Rural,Insurgency,,48,382,0,0,0,0,11,56,3,22,34,304,48,382,14,21,21,29,35,49,39,48,48,56,9,13,IDPs,,,,,,,,,,,,,,
2025-04-01,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Belel,Returnees,Returnees,Belel,AD_R167,,9.65806,13.22386,Rural,Insurgency,Improved security,464,4176,0,0,0,0,0,0,0,0,464,4176,464,4176,33,42,51,66,98,149,377,454,1198,1464,106,138,Refugee Returnee,Cameroon,Garwa ,Garwa,Garwa,60.0,457.0,0.0,0.0,0.0,0.0,404.0,3719.0,0.0,0.0
2025-04-01,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Belel,Returnees,Returnees,Bungel,AD_R168,,9.63999,13.21916,Rural,Insurgency,Improved security,47,371,0,0,0,0,0,0,0,0,47,371,47,371,12,23,16,22,25,19,33,49,50,87,10,25,Refugee Returnee,Cameroon,Garwa,Garwa,Garwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,371.0
2025-04-01,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Belel,Returnees,Returnees,Jamtari,AD_R169,,9.65465,13.22834,Rural,Insurgency,Improved security,257,2044,0,0,0,0,0,0,0,0,257,2044,257,2044,22,43,39,66,57,49,43,84,548,815,120,158,Refugee Returnee,Cameroon,Ngaundere,Yalamu,Yalamu,0.0,0.0,257.0,2044.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-24,remotely  phone call,,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Humbutudi,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Kilange,AD_H238,,10.12371,13.15357,Rural,Insurgency,,35,344,0,0,0,0,5,39,13,107,17,198,35,344,10,16,17,27,27,33,39,57,43,57,7,11,IDPs,,,,,,,,,,,,,,
2025-03-24,face to face,partial,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Humbutudi,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Humbutudi,AD_H239,,10.12414,13.15158,Rural,Insurgency,,33,325,0,0,0,0,0,0,19,127,14,198,33,325,7,13,19,27,33,36,29,41,37,59,9,15,IDPs,,,,,,,,,,,,,,
2025-04-01,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Humbutudi,Returnees,Returnees,Humbutudi,AD_R170,,10.12415,13.15156,Rural,Insurgency,Improved security,178,1279,0,0,0,0,0,0,0,0,178,1279,178,1279,38,52,48,79,92,111,58,93,242,398,28,40,IDP Returnee,Nigeria,Adamawa,Yola North,Jambutu,0.0,0.0,5.0,48.0,0.0,0.0,0.0,0.0,173.0,1231.0
2025-04-01,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Humbutudi,Returnees,Returnees,Kilange,AD_R171,,10.12372,13.15356,Rural,Insurgency,Improved security,464,3897,0,0,0,0,0,0,0,0,464,3897,464,3897,71,91,137,148,229,303,359,431,842,1142,51,93,IDP Returnee,Nigeria,Adamawa,Yola North,Jambutu,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,3887.0
2025-03-24,remotely  phone call,,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Konkol,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Konkol,AD_H240,,9.65055,13.10143,Rural,Insurgency,,92,842,0,0,10,45,19,99,16,193,47,505,92,842,16,26,49,63,78,89,93,107,128,156,10,27,IDPs,,,,,,,,,,,,,,
2025-03-24,remotely  phone call,,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Konkol,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Hulere,AD_H241,,9.652131,13.101048,Rural,Insurgency,,73,845,0,0,7,59,11,132,6,44,49,610,73,845,11,16,48,50,99,101,92,119,102,169,17,21,IDPs,,,,,,,,,,,,,,
2025-04-01,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Konkol,Returnees,Returnees,Anguwan Fulani,AD_R172,,9.64207,13.10216,Rural,Insurgency,Improved security,88,698,0,0,0,0,0,0,0,0,88,698,88,698,16,21,42,58,33,41,97,119,102,123,18,28,IDP Returnee,Nigeria,Bauchi,Bauchi,Dawaki,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,87.0,693.0
2025-04-01,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Konkol,Returnees,Returnees,Konkol,AD_R173,,9.65054,13.10142,Rural,Insurgency,Improved security,201,1597,0,0,0,0,0,0,0,0,201,1597,201,1597,23,32,47,67,114,139,235,148,267,456,32,37,IDP Returnee,Nigeria,Bauchi,Bauchi,Dawaki,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,199.0,1589.0
2025-04-01,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Konkol,Returnees,Returnees,Mararaba,AD_R174,,9.65051,13.10478,Rural,Insurgency,Improved security,191,1861,0,0,0,0,0,0,0,0,191,1861,191,1861,36,47,66,93,99,121,117,148,526,558,23,27,IDP Returnee,Nigeria,Bauchi,Bauchi,Dawaki,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,190.0,1857.0
2025-03-24,face to face,full,IDPs,IDPs Resettled,no,Adamawa,NGA002,Maiha,NGA002011,Konkol,IDPs Resettled,IDPs Resettled,Mararaba,Mararaba,,9.65052,13.10479,Rural,Insurgency,,98,875,0,0,11,60,14,79,17,99,56,637,98,875,24,37,49,67,79,109,89,133,88,158,18,24,IDPs,,,,,,,,,,,,,,
2025-03-25,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Maiha Gari,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Mbila,AD_H243,,10.01312,13.20889,Rural,Insurgency,,17,210,0,0,0,0,0,0,0,0,17,210,17,210,4,7,10,13,17,21,21,37,29,43,3,5,IDPs,,,,,,,,,,,,,,
2025-03-25,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Maiha Gari,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Nasarawo,AD_H244,,10.016326,13.210149,Rural,Insurgency,,23,208,0,0,0,0,0,0,0,0,23,208,23,208,9,11,14,19,15,18,20,25,28,33,6,10,IDPs,,,,,,,,,,,,,,
2025-04-02,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Maiha Gari,Returnees,Returnees,Anguwan Marghi,AD_R175,,9.88756,13.20515,Rural,Insurgency,Improved security,615,4585,0,0,0,0,0,0,0,0,615,4585,615,4585,73,89,313,325,434,573,814,498,599,854,8,5,IDP Returnee,Nigeria,Adamawa,Yola North,Jambutu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,4585.0
2025-04-02,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Maiha Gari,Returnees,Returnees,Maiha Gari,AD_R176,,10.01372,13.20995,Rural,Insurgency,Improved security,74,413,0,0,8,20,0,0,2,10,64,383,74,413,10,10,22,32,23,51,40,49,55,80,20,21,IDP Returnee,Nigeria,Gombe,Kaltungo,Kaltungo East,0.0,0.0,8.0,20.0,0.0,0.0,2.0,10.0,64.0,383.0
2025-04-02,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Maiha Gari,Returnees,Returnees,Mbila,AD_R177,,10.01332,13.20829,Rural,Insurgency,Improved security,62,506,0,0,0,0,0,0,0,0,62,506,62,506,13,19,29,35,43,47,37,44,99,112,11,17,IDP Returnee,Nigeria,Gombe,Billiri,Billiri North,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,480.0
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Maiha Gari,Returnees,Returnees,Nasarawa,AD_R178,,10.02117,13.20737,Rural,Insurgency,Improved security,513,4544,0,0,0,0,0,0,0,0,513,4544,513,4544,46,67,227,368,273,399,341,877,871,982,36,57,IDP Returnee,Nigeria,Gombe,Gombe,Bolari East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,4544.0
2025-03-25,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Manjekin,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Salma Koli,AD_H245,,10.017559,13.098371,Rural,Insurgency,,41,479,0,0,4,33,9,51,12,109,16,286,41,479,15,21,24,35,33,49,51,67,68,98,6,12,IDPs,,,,,,,,,,,,,,
2025-03-25,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Manjekin,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Wuro Saldi,AD_H246,,10.03752,13.13376,Rural,Insurgency,,41,591,0,0,0,0,3,23,11,79,27,489,41,591,20,27,33,43,51,83,59,89,67,99,9,11,IDPs,,,,,,,,,,,,,,
2025-03-25,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Manjekin,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Salma Galdi,AD_H247,,10.01804,13.1058,Rural,Insurgency,,93,847,0,0,7,43,15,83,31,201,40,520,93,847,19,25,37,58,66,121,93,128,109,157,12,22,IDPs,,,,,,,,,,,,,,
2025-04-02,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Manjekin,Returnees,Returnees,Manjekin,AD_R179,,10.03545,13.13382,Rural,Insurgency,Improved security,485,4243,0,0,8,98,17,129,23,258,437,3758,485,4243,30,44,62,88,276,365,279,438,1210,1412,17,22,IDP Returnee,Nigeria,Adamawa,Maiha,Manjekin,0.0,0.0,3.0,15.0,482.0,4228.0,0.0,0.0,0.0,0.0
2025-04-02,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Manjekin,Returnees,Returnees,Salma Galdi,AD_R180,,10.01803,13.10587,Rural,Insurgency,Improved security,99,772,0,0,6,42,3,18,10,63,80,649,99,772,17,25,21,25,31,39,89,141,153,184,18,29,IDP Returnee,Nigeria,Kano,Dala,Dala,0.0,0.0,3.0,31.0,0.0,0.0,0.0,0.0,96.0,741.0
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Manjekin,Returnees,Returnees,Wuro Saidi,AD_R181,,10.03751,13.13374,Rural,Insurgency,Improved security,76,582,0,0,3,19,5,27,4,21,64,515,76,582,29,45,19,30,18,32,30,51,114,165,19,30,IDP Returnee,Nigeria,Kano,Dala,Dala,0.0,0.0,12.0,87.0,64.0,495.0,0.0,0.0,0.0,0.0
2025-03-21,remotely  phone call,,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Mayonguli,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Nguli,AD_H248,,10.06564,13.18017,Rural,Insurgency,,68,587,4,16,9,45,2,9,7,77,46,440,68,587,15,20,35,51,45,51,54,61,111,130,6,8,IDPs,,,,,,,,,,,,,,
2025-03-21,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Mayonguli,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Toungo,AD_H249,,10.06015,13.18399,Rural,Insurgency,,71,595,0,0,7,49,4,23,13,78,47,445,71,595,12,21,39,54,52,60,80,87,72,93,10,15,IDPs,,,,,,,,,,,,,,
2025-03-21,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Mayonguli,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Hulmare,AD_H250,,10.062687,13.187042,Rural,Insurgency,,58,503,0,0,8,102,0,0,0,0,50,401,58,503,15,27,42,55,35,47,35,48,80,95,10,14,IDPs,,,,,,,,,,,,,,
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Mayonguli,Returnees,Returnees,Hulere,AD_R182,,10.05789,13.17999,Rural,Insurgency,Improved security,133,1530,0,0,0,0,0,0,0,0,133,1530,133,1530,10,13,157,139,131,169,186,209,224,244,21,27,IDP Returnee,Nigeria,Kaduna,Kaduna North,Badarawa,4.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,1490.0
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Mayonguli,Returnees,Returnees,Nguli,AD_R183,,10.06566,13.18019,Rural,Insurgency,Improved security,578,5208,0,0,0,0,0,0,0,0,578,5208,578,5208,96,153,489,586,593,599,588,523,638,729,79,135,IDP Returnee,Nigeria,Kaduna,Zaria,Dambo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,5208.0
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Mayonguli,Returnees,Returnees,Toungo,AD_R184,,10.06013,13.18397,Rural,Insurgency,Improved security,115,690,0,0,53,200,0,0,0,0,62,490,115,690,9,18,13,24,36,84,100,161,98,118,10,19,IDP Returnee,Nigeria,Kaduna,Sabon Gari,Basawa,0.0,0.0,53.0,200.0,0.0,0.0,0.0,0.0,62.0,490.0
2025-03-19,remotely  phone call,,IDPs,Integrated,no,Adamawa,NGA002,Maiha,NGA002011,Mayonguli,Integrated,Integrated,C.C. Unit Camp,C.C. Unit Camp,,10.01313,13.20888,Rural,Insurgency,,57,385,0,0,0,0,0,0,0,0,57,385,57,385,10,15,27,38,31,41,35,69,47,62,4,6,IDPs,,,,,,,,,,,,,,
2025-03-23,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Pakka,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Pegin,AD_H251,,10.11561,13.21763,Rural,Insurgency,,28,231,0,0,0,0,8,33,3,17,17,181,28,231,4,9,12,15,15,18,27,35,33,42,8,13,IDPs,,,,,,,,,,,,,,
2025-03-23,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Pakka,IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Kwayace,AD_H252,,10.11091,13.21689,Rural,Insurgency,,45,236,0,0,9,27,11,53,10,71,15,85,45,236,9,16,15,16,37,11,16,23,16,26,39,12,IDPs,,,,,,,,,,,,,,
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Pakka,Returnees,Returnees,Gutukum,AD_R185,,9.9912,13.21452,Rural,Insurgency,Improved security,218,1837,0,0,0,0,0,0,0,0,218,1837,218,1837,20,37,56,97,101,127,226,289,419,416,19,30,IDP Returnee,Nigeria,Adamawa,Mayo-Belwa,Bajama,20.0,110.0,0.0,0.0,0.0,0.0,5.0,12.0,193.0,1715.0
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Pakka,Returnees,Returnees,Pakka,AD_R186,,10.06504,13.18124,Rural,Insurgency,Improved security,938,7829,0,0,3,27,0,0,0,0,935,7802,938,7829,49,58,467,595,1126,1125,143,1126,1403,1613,51,73,IDP Returnee,Nigeria,Bauchi,Darazo,Darazo,15.0,90.0,3.0,27.0,0.0,0.0,0.0,0.0,920.0,7712.0
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Pakka,Returnees,Returnees,Pegin,AD_R187,,10.11307,13.21741,Rural,Insurgency,Improved security,262,2091,0,0,0,0,0,0,0,0,262,2091,262,2091,48,58,78,99,108,115,148,199,389,729,50,70,IDP Returnee,Nigeria,Bauchi,Darazo,Darazo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,2091.0
2025-03-26,face to face,partial,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Sorau 'A',IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Wuro Iya,AD_H253,,9.88785,13.20109,Rural,Insurgency,,185,1674,0,0,17,153,21,189,27,243,120,1089,185,1674,23,29,77,99,127,186,178,272,279,349,22,33,IDPs,,,,,,,,,,,,,,
2025-03-26,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Sorau 'A',IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Margi,AD_H254,,9.88754,13.20517,Rural,Insurgency,,66,495,0,0,5,37,13,97,27,189,21,172,66,495,10,17,25,37,29,49,43,57,86,108,15,19,IDPs,,,,,,,,,,,,,,
2025-03-26,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Sorau 'A',IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Wuro Boka,AD_H255,,9.914541,13.233805,Rural,Insurgency,,188,1670,0,0,0,0,0,0,4,13,184,1657,188,1670,20,24,114,152,161,199,125,269,228,269,40,69,IDPs,,,,,,,,,,,,,,
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Sorau 'A',Returnees,Returnees,Margi,AD_R188,,9.88756,13.20515,Rural,Insurgency,Improved security,616,5119,416,3626,0,0,0,0,0,0,200,1493,616,5119,63,73,335,445,459,524,667,879,797,865,5,7,IDP Returnee,Nigeria,Kaduna,Makarfi,Makarfi,416.0,3626.0,0.0,0.0,0.0,0.0,200.0,1493.0,0.0,0.0
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Sorau 'A',Returnees,Returnees,Marke,AD_R189,,9.89114,13.20045,Rural,Insurgency,Improved security,242,1723,0,0,0,0,0,0,0,0,242,1723,242,1723,32,53,63,78,97,109,298,199,387,373,11,23,IDP Returnee,Nigeria,Adamawa,Yola North,Rumde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,1723.0
2025-04-02,face to face,partial,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Sorau 'A',Returnees,Returnees,Wuro Ladde,AD_R190,,9.91298,13.23593,Rural,Insurgency,Improved security,286,2897,0,0,0,0,0,0,0,0,286,2897,286,2897,44,44,56,348,297,387,279,499,388,519,11,25,IDP Returnee,Nigeria,Kaduna,Kachia,Bishini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,2897.0
2025-03-26,face to face,full,IDPs,IDPs Resettled,no,Adamawa,NGA002,Maiha,NGA002011,Sorau 'A',IDPs Resettled,IDPs Resettled,Wuro Ladde,Wuro Ladde,,9.91296,13.23591,Rural,Insurgency,,218,2066,0,0,8,77,19,162,31,310,160,1517,218,2066,40,45,152,169,139,177,219,327,353,407,23,15,IDPs,,,,,,,,,,,,,,
2025-03-26,face to face,full,IDPs,IDPs dispersed in Host Communities,no,Adamawa,NGA002,Maiha,NGA002011,Sorau 'B',IDPs dispersed in Host Communities,IDPs dispersed in Host Communities,Bakin Kasuwa,AD_H257,,9.75364,13.24896,Rural,Insurgency,,159,1703,0,0,7,41,10,93,9,89,133,1480,159,1703,37,49,48,57,147,171,189,366,234,349,17,39,IDPs,,,,,,,,,,,,,,
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Sorau 'B',Returnees,Returnees,Anguwan Ardo,AD_R191,,9.75193,13.24783,Rural,Insurgency,Improved security,419,3579,0,0,0,0,0,0,0,0,419,3579,419,3579,22,27,37,49,99,131,385,423,1123,1229,21,33,IDP Returnee,Nigeria,Borno,Bama,Kasugula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,3579.0
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Sorau 'B',Returnees,Returnees,Bakin Kasuwa,AD_R192,,9.75362,13.2489,Rural,Insurgency,Improved security,62,581,0,0,0,0,0,0,0,0,62,581,62,581,10,13,11,13,25,37,61,83,139,165,11,13,IDP Returnee,Nigeria,Borno,Bama,Kasugula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,581.0
2025-04-02,face to face,full,Returnees,Returnees,no,Adamawa,NGA002,Maiha,NGA002011,Sorau 'B',Returnees,Returnees,Sagal,AD_R193,,9.80047,13.16682,Rural,Insurgency,Improved security,64,491,0,0,0,0,0,0,0,0,64,491,64,491,9,13,22,27,33,37,22,36,110,152,13,17,IDP Returnee,Nigeria,Kaduna,Kaduna North,Hayin Banki,0.0,0.0,3.0,19.0,5.0,31.0,4.0,28.0,52.0,413.0
